Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
3,1.7,4.1875,0.0371,0.4,0.3825,0.1411,0.4211,0.0712,BCC
4,1.65,4.2025,0.0421,0.3869,0.3273,0.1438,0.3683,0.0657,BCC
4,1.9,4.774,0.033,0.1249,0.1699,0.0679,0.2767,0.1514,FCC
3,1.85,4.709,0.03,0.1176,0.1673,0.0852,0.334,0.1572,FCC
3,1.8,4.749,0.0315,0.121,0.1676,0.0936,0.3457,0.1534,FCC
2,1.7,4.6665,0.0336,0.1269,0.1677,0.1008,0.3617,0.1526,FCC
3,1.8,4.8715,0.0324,0.1281,0.1691,0.0894,0.3572,0.1693,FCC
4,1.8,4.709,0.0329,0.1286,0.1697,0.0851,0.3561,0.1757,FCC
3,1.8,4.799,0.0367,0.1373,0.1727,0.0792,0.3583,0.1903,FCC
4,1.85,4.864,0.0284,0.1148,0.166,0.0889,0.3539,0.1556,FCC
3,1.8,4.759,0.0348,0.1346,0.1723,0.078,0.3803,0.1985,FCC
3,1.9,4.9065,0.0299,0.1215,0.1688,0.0693,0.3708,0.1825,FCC
1,1.55,4.678,0.0511,0.1758,0.2358,0.1068,0.4377,0.1888,BCC+FCC
1,1.7,4.688,0.0414,0.1538,0.2318,0.1071,0.4199,0.1679,BCC+FCC
3,1.95,4.7005,0.0299,0.1294,0.2294,0.0794,0.4022,0.1882,FCC
1,1.95,4.7345,0.043,0.1597,0.2808,0.0989,0.349,0.1379,BCC+FCC
1,1.8,4.7495,0.0505,0.1748,0.2836,0.1089,0.3941,0.1582,BCC+FCC
1,1.75,4.732,0.0442,0.1608,0.2809,0.1174,0.399,0.1259,BCC+FCC
1,1.75,4.627,0.0463,0.1695,0.2809,0.109,0.4179,0.1545,BCC+FCC
1,1.5,4.6095,0.0589,0.1979,0.2858,0.1028,0.4975,0.2041,BCC+FCC
1,1.9,4.792,0.0448,0.1621,0.2822,0.106,0.404,0.16,BCC+FCC
1,1.7,4.6695,0.0516,0.1843,0.2842,0.1034,0.4613,0.2121,BCC+FCC
1,1.85,4.777,0.0494,0.1731,0.2845,0.0993,0.4413,0.2029,BCC+FCC
1,1.8,4.687,0.0463,0.1724,0.2828,0.1011,0.4556,0.2048,BCC+FCC
1,1.7,4.662,0.0507,0.1824,0.2841,0.1028,0.4823,0.2194,BCC+FCC
1,1.75,4.7045,0.0503,0.1782,0.2843,0.0899,0.4492,0.2457,BCC+FCC
1,1.8,4.697,0.047,0.1702,0.2835,0.0958,0.4946,0.231,BCC+FCC
1,1.9,4.7795,0.0457,0.1637,0.284,0.0925,0.4877,0.2179,BCC+FCC
1,1.9,4.691,0.0497,0.1807,0.3254,0.1088,0.4341,0.1704,BCC+FCC
1,1.95,4.741,0.051,0.1804,0.3262,0.1012,0.4167,0.184,BCC+FCC
1,2.05,4.676,0.0394,0.1592,0.3221,0.105,0.4007,0.1438,BCC+FCC
1,1.85,4.626,0.0466,0.1765,0.3242,0.1111,0.4647,0.1662,BCC+FCC
1,1.95,4.6685,0.0421,0.1641,0.3236,0.1117,0.4431,0.1517,BCC+FCC
1,1.95,4.686,0.0451,0.1686,0.3246,0.1039,0.4937,0.1968,BCC+FCC
1,2.1,4.826,0.0413,0.1557,0.3248,0.1032,0.4575,0.1558,BCC+FCC
1,2.1,4.745,0.0497,0.1783,0.3646,0.1148,0.3988,0.1149,BCC+FCC
1,2,4.6225,0.0478,0.1825,0.3616,0.1122,0.4296,0.1412,BCC+FCC
1,2,4.68,0.0521,0.1876,0.3638,0.1111,0.4332,0.1571,BCC+FCC
1,1.9,4.5725,0.0491,0.1855,0.3625,0.113,0.438,0.1296,BCC+FCC
1,2.05,4.6725,0.0479,0.1794,0.3629,0.1113,0.4362,0.1518,BCC+FCC
1,2.1,4.7875,0.0494,0.1763,0.3657,0.1157,0.4447,0.1415,BCC+FCC
1,2,4.65,0.0483,0.1777,0.3629,0.109,0.5062,0.1917,BCC+FCC
1,1.65,4.6145,0.0492,0.1908,0.2554,0.112,0.4802,0.192,BCC+FCC
1,1.75,4.6395,0.0436,0.1756,0.2533,0.1144,0.4267,0.1534,BCC+FCC
1,1.95,4.6475,0.0496,0.1993,0.3172,0.1149,0.4803,0.1575,BCC+FCC
1,1.9,4.6475,0.0527,0.2044,0.3181,0.1148,0.524,0.1789,BCC+FCC
1,1.9,4.5775,0.0493,0.1946,0.3387,0.1161,0.4908,0.1737,BCC+FCC
1,2.05,4.5765,0.0484,0.1878,0.3738,0.115,0.5149,0.1787,BCC+FCC
1,1.75,4.623,0.0416,0.1686,0.2383,0.1166,0.4475,0.195,BCC+FCC
1,1.9,4.562,0.0449,0.174,0.2853,0.1274,0.4475,0.1917,BCC+FCC
1,2,4.6195,0.0471,0.176,0.2929,0.1314,0.4628,0.1781,BCC+FCC
1,1.95,4.5935,0.0454,0.1763,0.326,0.1251,0.468,0.1738,BCC+FCC
1,2.05,4.6435,0.0473,0.1744,0.3314,0.1298,0.4915,0.1765,BCC+FCC
2,1.95,4.6765,0.0225,0.1002,0.1669,0.0949,0.3783,0.1892,FCC
1,1.7,4.5355,0.0412,0.1526,0.229,0.1168,0.3531,0.1378,BCC+FCC
1,1.7,4.588,0.0404,0.1615,0.2322,0.1124,0.4365,0.2156,BCC+FCC
1,1.6,4.6205,0.0478,0.1748,0.236,0.1146,0.484,0.2336,BCC+FCC
1,1.65,4.5855,0.0449,0.1679,0.2346,0.1236,0.4659,0.2558,BCC+FCC
1,1.65,4.552,0.0484,0.1822,0.2806,0.1123,0.4715,0.2341,BCC+FCC
1,1.9,4.6335,0.0463,0.1716,0.3249,0.1219,0.5156,0.2063,BCC+FCC
1,1.9,4.4975,0.0454,0.1786,0.3553,0.1173,0.4806,0.197,BCC+FCC
1,1.9,4.53,0.0485,0.1852,0.3599,0.1203,0.4931,0.1896,BCC+FCC
1,2,4.8285,0.0487,0.1804,0.3026,0.0994,0.4989,0.1794,BCC+FCC
1,2,4.79,0.0564,0.199,0.3448,0.1149,0.4786,0.1691,BCC+FCC
1,1.8,4.7605,0.0528,0.1864,0.2487,0.1274,0.4632,0.1905,BCC+FCC
1,1.8,4.742,0.0503,0.1814,0.289,0.1312,0.4668,0.1642,BCC+FCC
1,2.05,4.791,0.0508,0.179,0.3316,0.1187,0.483,0.1737,BCC+FCC
1,1.6,4.602,0.0565,0.1883,0.2851,0.1267,0.4596,0.1874,BCC+FCC
1,1.85,4.6745,0.0462,0.1652,0.2841,0.1281,0.5012,0.2505,BCC+FCC
1,1.85,4.7035,0.0549,0.1872,0.3277,0.1277,0.4652,0.1857,BCC+FCC
1,1.8,4.671,0.0523,0.1832,0.327,0.1275,0.4785,0.173,BCC+FCC
1,1.85,4.6135,0.0463,0.1741,0.3239,0.1296,0.5025,0.2534,BCC+FCC
1,2.05,4.8135,0.0467,0.1881,0.2753,0.0813,0.4317,0.1671,BCC+FCC
1,2.05,4.7475,0.0512,0.1939,0.319,0.0948,0.524,0.1857,BCC+FCC
1,2.1,4.685,0.047,0.1813,0.3385,0.1,0.4384,0.1723,BCC+FCC
1,2.1,4.7925,0.0514,0.1872,0.3435,0.1017,0.4902,0.1806,BCC+FCC
1,2.2,4.6265,0.0449,0.1739,0.3734,0.1075,0.4745,0.1632,BCC+FCC
1,2.2,4.749,0.0509,0.1882,0.3802,0.1102,0.4878,0.158,BCC+FCC
1,2.2,4.619,0.044,0.1701,0.3731,0.1071,0.4845,0.1657,BCC+FCC
1,2.25,4.633,0.0478,0.1795,0.4106,0.1151,0.5109,0.1598,BCC+FCC
1,2,4.603,0.0459,0.1736,0.2482,0.12,0.3924,0.175,BCC+FCC
1,2,4.8105,0.0459,0.17,0.2464,0.1011,0.3929,0.1759,BCC+FCC
1,2,4.5595,0.0449,0.1726,0.2839,0.1244,0.3722,0.1639,BCC+FCC
1,2,4.792,0.0486,0.1747,0.2886,0.102,0.3901,0.1794,BCC+FCC
1,2.05,4.637,0.0422,0.1609,0.2865,0.1131,0.4226,0.1803,BCC+FCC
1,1.95,4.7695,0.0491,0.1734,0.2892,0.1019,0.4661,0.2149,BCC+FCC
1,2.1,4.781,0.0499,0.179,0.3304,0.1119,0.4093,0.1605,BCC+FCC
1,2.1,4.7435,0.0457,0.1664,0.3295,0.111,0.4875,0.1807,BCC+FCC
1,1.85,4.718,0.0432,0.1537,0.2359,0.12,0.4309,0.2478,BCC+FCC
1,2.05,4.6235,0.0414,0.1594,0.3192,0.1134,0.3674,0.1597,BCC+FCC
1,2,4.616,0.0423,0.1603,0.3193,0.1125,0.4012,0.1907,BCC+FCC
1,1.85,4.6335,0.0446,0.1688,0.3221,0.1111,0.4687,0.2512,BCC+FCC
1,2.1,4.766,0.0434,0.157,0.3255,0.1169,0.4821,0.1934,BCC+FCC
2,1.85,4.488,0.0827,0.4313,0.3367,0.2243,0.5503,0.2219,IM
3,1.9,4.523,0.0729,0.3753,0.3135,0.1993,0.5743,0.2298,IM
1,2.05,4.7905,0.049,0.1762,0.2529,0.1337,0.413,0.1664,BCC+FCC
1,1.9,4.6645,0.0465,0.1705,0.2878,0.141,0.4786,0.2465,BCC+FCC
2,1.7,4.4955,0.0965,0.5221,0.311,0.2272,0.6406,0.2198,IM
3,1.75,4.463,0.0926,0.5265,0.3376,0.2372,0.6303,0.1965,IM
3,1.75,4.5655,0.0943,0.4864,0.3106,0.2412,0.6437,0.1839,IM
1,1.9,4.764,0.0344,0.1625,0.1708,0.1508,0.3541,0.1416,FCC
3,1.85,4.7315,0.0343,0.164,0.1707,0.1583,0.3818,0.1441,FCC
1,1.65,4.6895,0.0455,0.1868,0.2238,0.1257,0.3649,0.1159,BCC+FCC
1,2,4.8285,0.0469,0.1884,0.2749,0.1012,0.416,0.1349,BCC+FCC
1,2,4.781,0.0446,0.1853,0.2743,0.1006,0.4253,0.1361,BCC+FCC
1,2.05,4.6525,0.0466,0.1976,0.3146,0.1095,0.3904,0.1227,BCC+FCC
1,2.05,4.639,0.053,0.2126,0.3324,0.1137,0.4552,0.1376,BCC+FCC
1,2.1,4.675,0.0438,0.1826,0.3391,0.1125,0.3959,0.1195,BCC+FCC
1,2.15,4.609,0.0453,0.183,0.3753,0.1172,0.4379,0.1336,BCC+FCC
3,1.95,4.904,0.0276,0.1235,0.1737,0.0953,0.3372,0.1327,FCC
3,2,4.8165,0.0275,0.1189,0.1749,0.084,0.3515,0.1451,FCC
1,1.95,4.643,0.0433,0.179,0.2479,0.1361,0.3352,0.119,BCC+FCC
1,2.05,4.708,0.0487,0.1866,0.2551,0.1264,0.3419,0.1229,BCC+FCC
4,2,4.7455,0.0356,0.1431,0.2354,0.106,0.3357,0.1299,FCC
1,1.95,4.668,0.0445,0.1791,0.249,0.1361,0.3444,0.1222,BCC+FCC
1,2,4.703,0.0424,0.1721,0.2494,0.128,0.3568,0.1276,BCC+FCC
4,1.95,4.7065,0.0262,0.1039,0.1658,0.103,0.3116,0.1553,FCC
1,1.85,4.642,0.043,0.1919,0.229,0.1185,0.3891,0.1361,BCC+FCC
1,1.9,4.6595,0.0414,0.187,0.2287,0.1107,0.3944,0.1386,BCC+FCC
1,1.95,4.649,0.0265,0.121,0.1748,0.1176,0.3387,0.1615,FCC
1,2,4.7735,0.0494,0.191,0.2762,0.1421,0.4216,0.1597,BCC+FCC
1,2.1,4.7545,0.0439,0.1774,0.2645,0.1013,0.3951,0.1394,BCC+FCC
1,2.1,4.8445,0.0473,0.1823,0.2665,0.1003,0.4028,0.1299,BCC+FCC
1,2.15,4.645,0.0483,0.1945,0.3165,0.1067,0.4084,0.1398,BCC+FCC
1,2.15,4.7025,0.0546,0.2063,0.3257,0.1162,0.4345,0.1314,BCC+FCC
1,2.15,4.6725,0.0477,0.188,0.3192,0.1063,0.4373,0.1391,BCC+FCC
1,2.05,4.7385,0.0461,0.1965,0.2458,0.1006,0.3981,0.1633,BCC+FCC
1,2.1,4.6625,0.0481,0.1995,0.2895,0.1119,0.424,0.163,BCC+FCC
4,2.05,4.514,0.0324,0.1346,0.1821,0.1966,0.2837,0.1952,FCC
4,2.05,4.534,0.0318,0.1335,0.1817,0.1844,0.2847,0.1876,FCC
2,1.7,4.581,0.0804,0.3834,0.2949,0.2674,0.5871,0.1432,IM
3,1.8,4.4985,0.0895,0.4688,0.3313,0.2199,0.6095,0.1479,IM
3,1.85,4.611,0.0965,0.4837,0.3422,0.2313,0.646,0.1321,IM
2,1.9,4.5455,0.0931,0.5075,0.337,0.2189,0.5778,0.1189,IM
4,1.85,4.5765,0.0845,0.4343,0.2489,0.194,0.6086,0.1353,IM
3,1.85,4.498,0.066,0.4,0.3094,0.201,0.5738,0.1244,IM
4,1.8,4.498,0.0671,0.398,0.3084,0.2063,0.6158,0.1305,IM
3,1.9,4.568,0.0833,0.4286,0.29,0.2145,0.649,0.1331,IM
3,1.7,4.5245,0.0905,0.5209,0.3176,0.2482,0.6672,0.1198,IM
4,1.85,4.4695,0.0831,0.5015,0.3623,0.2157,0.6568,0.1165,IM
2,1.85,4.4785,0.0643,0.3849,0.3349,0.207,0.6948,0.1269,IM
2,1.8,4.52,0.0649,0.3817,0.3695,0.235,0.6741,0.137,IM
2,1.8,4.523,0.0849,0.4781,0.3271,0.2301,0.6244,0.1167,IM
3,1.7,4.4705,0.0861,0.5382,0.3067,0.2338,0.7105,0.1255,IM
1,1.7,4.673,0.0463,0.1782,0.201,0.0989,0.3436,0.1594,BCC+FCC
1,1.85,4.6945,0.046,0.1756,0.2532,0.1083,0.3469,0.1206,BCC+FCC
1,1.8,4.686,0.0552,0.2099,0.2759,0.1143,0.4083,0.1538,BCC+FCC
1,2,4.6685,0.0429,0.1799,0.2974,0.1042,0.3547,0.1187,BCC+FCC
1,2,4.6,0.0468,0.1915,0.3371,0.1149,0.3996,0.1212,BCC+FCC
1,2,4.69,0.0528,0.1987,0.341,0.1129,0.4063,0.1384,BCC+FCC
1,1.65,4.6115,0.0486,0.1791,0.1887,0.1356,0.337,0.1354,BCC+FCC
1,1.9,4.5695,0.0423,0.1704,0.2796,0.1129,0.3537,0.1435,BCC+FCC
1,1.95,4.671,0.0519,0.1877,0.3291,0.1324,0.3802,0.1045,BCC+FCC
1,2.05,4.681,0.048,0.1811,0.3269,0.1176,0.3608,0.1219,BCC+FCC
1,1.7,4.5855,0.0427,0.1678,0.2316,0.1131,0.3469,0.1647,BCC+FCC
1,1.65,4.6705,0.0536,0.1786,0.237,0.1332,0.3644,0.1741,BCC+FCC
1,1.6,4.5805,0.0516,0.1795,0.2352,0.1279,0.381,0.1778,BCC+FCC
1,1.75,4.713,0.0518,0.1764,0.2373,0.1285,0.3167,0.1733,BCC+FCC
1,1.7,4.623,0.0482,0.1753,0.2347,0.1274,0.3374,0.1779,BCC+FCC
1,1.55,4.6005,0.0529,0.1845,0.2359,0.1153,0.3914,0.1852,BCC+FCC
1,1.65,4.6105,0.0476,0.1769,0.2337,0.1099,0.3432,0.1844,BCC+FCC
1,2,4.6835,0.0505,0.1794,0.325,0.1358,0.3606,0.1487,BCC+FCC
1,1.8,4.5635,0.0507,0.1889,0.3224,0.1194,0.4202,0.169,BCC+FCC
1,1.6,4.478,0.0437,0.184,0.1963,0.1296,0.3733,0.191,BCC+FCC
1,2.35,4.2665,0.0283,0.1464,0.4233,0.2173,0.5475,0.1893,BCC+FCC
1,2,4.7345,0.0454,0.1792,0.2584,0.1104,0.3092,0.0939,BCC+FCC
1,1.95,4.6445,0.0425,0.1797,0.2562,0.1171,0.3201,0.0985,BCC+FCC
1,1.95,4.691,0.0497,0.1962,0.2739,0.1286,0.3538,0.1219,BCC+FCC
1,2.05,4.617,0.0421,0.1839,0.2242,0.1323,0.2896,0.1349,BCC+FCC
1,1.75,4.8725,0.0333,0.1585,0.0687,0.1491,0.374,0.1622,FCC
3,1.8,4.769,0.0326,0.1395,0.1234,0.081,0.3617,0.1669,FCC
4,1.85,4.81,0.0335,0.1665,0.0632,0.1657,0.3333,0.1717,FCC
3,1.8,4.8425,0.0378,0.1753,0.069,0.1662,0.3556,0.1887,FCC
4,1.8,4.9325,0.0311,0.1662,0.0481,0.172,0.3771,0.1624,FCC
4,1.75,4.75,0.0356,0.1358,0.0944,0.0933,0.3105,0.1672,FCC
4,1.75,4.7175,0.0347,0.1352,0.0939,0.0929,0.3103,0.1683,FCC
3,1.8,4.865,0.029,0.1206,0.0865,0.0934,0.3302,0.156,FCC
3,1.75,4.8075,0.0302,0.1242,0.0879,0.1021,0.3395,0.1559,FCC
1,1.75,4.89,0.0364,0.1416,0.0971,0.0842,0.3577,0.1944,FCC
3,1.8,4.9225,0.0271,0.117,0.0825,0.0935,0.3481,0.1558,FCC
4,1.85,4.55,0.0317,0.118,0.0786,0.1685,0.2011,0.1592,FCC
3,1.85,4.7175,0.0252,0.0959,0.0696,0.0935,0.3056,0.1767,FCC
3,1.75,4.66,0.028,0.1114,0.0746,0.0988,0.3411,0.1943,FCC
1,1.8,4.6775,0.0259,0.1098,0.0774,0.0847,0.3277,0.2108,FCC
4,1.75,4.5175,0.1078,0.5117,0.305,0.2708,0.5982,0.204,IM
2,1.7,4.5075,0.0972,0.4587,0.332,0.2649,0.6942,0.2353,IM
3,1.75,4.6425,0.0325,0.1714,0.068,0.1999,0.3503,0.1828,FCC
1,1.9,4.6165,0.0325,0.1416,0.1265,0.1457,0.2958,0.2063,FCC
2,1.85,4.595,0.082,0.3778,0.3173,0.2444,0.5842,0.2265,IM
1,1.9,4.9075,0.0388,0.1803,0.0838,0.1565,0.3668,0.1677,FCC
1,1.85,4.6025,0.0355,0.1382,0.0993,0.1685,0.2442,0.1973,FCC
4,1.95,4.3975,0.0328,0.1537,0.1247,0.2414,0.2854,0.2181,FCC
1,1.95,4.6375,0.034,0.1401,0.109,0.165,0.2535,0.1838,FCC
4,1.75,4.4625,0.0286,0.1262,0.096,0.1961,0.3259,0.2629,FCC
1,1.85,4.58,0.0323,0.1265,0.0979,0.1677,0.3262,0.2377,FCC
4,1.75,4.491,0.0911,0.5082,0.3218,0.1997,0.6667,0.1635,IM
3,1.75,4.5495,0.0913,0.4424,0.2907,0.2038,0.6073,0.1913,IM
2,1.75,4.578,0.0872,0.4174,0.2678,0.1998,0.581,0.2107,IM
2,1.8,4.5995,0.0962,0.4474,0.2825,0.1999,0.6354,0.1596,IM
1,1.95,4.6245,0.0449,0.1876,0.1951,0.1252,0.4519,0.1986,BCC+FCC
2,1.9,4.565,0.1021,0.5002,0.3679,0.2755,0.6482,0.1844,IM
2,1.9,4.615,0.0832,0.4004,0.3895,0.2774,0.5941,0.1889,IM
3,1.75,4.5705,0.1084,0.5472,0.2733,0.203,0.6113,0.1823,IM
3,1.75,4.5745,0.0667,0.3509,0.3012,0.1466,0.569,0.2355,IM
2,1.7,4.508,0.0982,0.5788,0.3226,0.2351,0.6196,0.1781,IM
3,1.9,4.7765,0.0327,0.146,0.1337,0.0849,0.3434,0.1464,FCC
3,1.8,4.694,0.0339,0.1511,0.1337,0.1048,0.3471,0.1422,FCC
4,1.95,4.949,0.0285,0.1412,0.1306,0.0691,0.365,0.1381,FCC
1,1.9,4.6595,0.0398,0.1887,0.1886,0.1072,0.3953,0.1665,BCC+FCC
1,1.85,4.737,0.048,0.1977,0.1931,0.1366,0.4066,0.1668,BCC+FCC
2,1.9,4.7175,0.0282,0.1572,0.0609,0.1849,0.3171,0.1686,FCC
4,1.95,4.5,0.0253,0.1171,0.086,0.1823,0.1675,0.1474,FCC
3,1.85,4.64,0.0309,0.1348,0.1033,0.1282,0.2978,0.1532,FCC
1,1.75,4.67,0.0353,0.1325,0.094,0.1717,0.3008,0.1772,FCC
4,1.95,4.7425,0.0331,0.1229,0.0957,0.1748,0.291,0.1958,FCC
4,1.95,4.56,0.0267,0.1128,0.0927,0.1834,0.2857,0.21,FCC
3,1.9,4.6575,0.0284,0.1286,0.1028,0.1206,0.305,0.159,FCC
3,1.9,4.79,0.0259,0.1088,0.0856,0.1094,0.317,0.1581,FCC
2,1.7,4.486,0.0985,0.482,0.309,0.2241,0.6118,0.1428,IM
4,1.7,4.5145,0.107,0.5272,0.2867,0.2243,0.6442,0.1301,IM
3,1.85,4.6075,0.1252,0.5593,0.3412,0.3174,0.6914,0.1403,IM
3,1.8,4.5425,0.1125,0.4957,0.3161,0.2583,0.712,0.148,IM
3,1.9,4.6675,0.03,0.1692,0.0841,0.1887,0.3296,0.1669,FCC
3,1.75,4.585,0.0997,0.4964,0.3254,0.204,0.6782,0.1264,IM
3,1.65,4.5735,0.0994,0.4881,0.2936,0.2209,0.7049,0.1239,IM
3,1.9,4.5025,0.1008,0.5031,0.3482,0.1859,0.5745,0.1464,IM
4,1.8,4.5685,0.0987,0.4793,0.3065,0.198,0.5815,0.148,IM
2,1.85,4.5995,0.109,0.5088,0.2879,0.1958,0.5769,0.1414,IM
4,1.8,4.561,0.0974,0.4757,0.3066,0.1985,0.6029,0.1469,IM
3,1.85,4.592,0.1078,0.5062,0.288,0.1963,0.5957,0.139,IM
3,1.85,4.5845,0.1066,0.5034,0.2882,0.1968,0.6137,0.1353,IM
3,1.8,4.6195,0.1023,0.4719,0.2758,0.2009,0.6043,0.1417,IM
4,1.8,4.587,0.0998,0.4667,0.2788,0.2025,0.6044,0.1443,IM
3,1.75,4.5625,0.0856,0.4398,0.2835,0.1905,0.6486,0.1579,IM
2,1.85,4.62,0.1113,0.5007,0.3255,0.2787,0.5248,0.1549,IM
1,2,4.684,0.0327,0.146,0.1358,0.1406,0.2896,0.177,FCC
2,1.9,4.58,0.1201,0.5445,0.3317,0.287,0.604,0.1465,IM
2,1.85,4.552,0.1004,0.4821,0.3612,0.2426,0.6423,0.1501,IM
4,1.75,4.5695,0.0989,0.4861,0.2766,0.2135,0.6435,0.1316,IM
2,1.8,4.563,0.1064,0.5411,0.3155,0.2381,0.5889,0.1326,IM
2,1.8,4.598,0.0976,0.4435,0.2908,0.2243,0.6251,0.1481,IM
2,1.8,4.4675,0.0771,0.4603,0.3525,0.1832,0.668,0.1307,IM
3,1.85,4.4925,0.0894,0.4647,0.3294,0.1885,0.6982,0.1379,IM
2,1.85,4.4665,0.1086,0.5355,0.2601,0.2025,0.6058,0.1498,IM
3,1.8,4.59,0.1155,0.5349,0.3285,0.2857,0.6495,0.1384,IM
2,1.75,4.6125,0.0989,0.4256,0.2843,0.2733,0.5812,0.1551,IM
2,1.85,4.565,0.1072,0.4951,0.3305,0.3154,0.5766,0.1804,IM
2,1.8,4.56,0.106,0.5008,0.2977,0.2586,0.5927,0.1621,IM
3,1.7,4.57,0.082,0.4558,0.2833,0.1968,0.7176,0.1397,IM
4,1.75,4.601,0.0914,0.4788,0.3362,0.2097,0.6791,0.1411,IM
2,1.75,4.5885,0.093,0.4992,0.3107,0.1895,0.6303,0.1355,IM
3,1.8,4.6145,0.097,0.4844,0.2962,0.1866,0.5881,0.1317,IM
3,1.8,4.578,0.0996,0.5182,0.2788,0.1886,0.6205,0.1228,IM
2,1.8,4.598,0.0927,0.4718,0.281,0.1856,0.6004,0.1227,IM
3,1.8,4.597,0.0911,0.4603,0.2531,0.1775,0.6288,0.1468,IM
2,1.8,4.6005,0.0842,0.4217,0.2395,0.174,0.5903,0.1378,IM
3,1.75,4.6095,0.0865,0.4373,0.2532,0.1836,0.6399,0.1431,IM
4,1.8,4.61,0.0966,0.4787,0.2741,0.2024,0.5864,0.1371,IM
4,1.75,4.1765,0.0398,0.5977,0.366,0.1505,0.4445,0.068,BCC
4,1.65,4.2405,0.0421,0.555,0.3883,0.1649,0.4042,0.0693,BCC
1,1.65,4.5455,0.0445,0.1917,0.1615,0.1373,0.353,0.1754,BCC+FCC
4,1.8,4.1055,0.0416,0.4923,0.3683,0.1387,0.6423,0.1145,BCC
3,1.65,4.1375,0.0418,0.5075,0.3318,0.1443,0.5392,0.1153,BCC
4,1.55,4.17,0.0392,0.475,0.3188,0.1473,0.5016,0.1136,BCC
2,1.8,4.49,0.1014,0.5276,0.3451,0.2024,0.5903,0.1412,IM
3,1.75,4.465,0.1028,0.5318,0.345,0.2147,0.6042,0.1378,IM
1,1.75,4.6205,0.0472,0.1923,0.1696,0.1369,0.3167,0.1276,BCC+FCC
3,1.6,4.5345,0.1178,0.5793,0.2819,0.2479,0.5766,0.1218,IM
3,1.6,4.576,0.1009,0.496,0.2562,0.2327,0.6266,0.1428,IM
4,1.7,4.5095,0.0886,0.4995,0.3201,0.201,0.5599,0.116,IM
4,1.7,4.1115,0.0444,0.6727,0.3099,0.1423,0.6388,0.0698,BCC
3,1.5,4.175,0.0424,0.6117,0.2651,0.1471,0.5436,0.0673,BCC
3,1.75,4.119,0.0413,0.6663,0.3652,0.1596,0.4412,0.0634,BCC
3,1.85,4.465,0.0906,0.4718,0.3317,0.1894,0.6011,0.158,IM
4,1.6,4.209,0.0442,0.4779,0.3523,0.1469,0.4706,0.0705,BCC
3,1.5,4.374,0.0405,0.3902,0.358,0.1469,0.4764,0.1079,BCC
4,1.75,4.137,0.0375,0.4446,0.3794,0.1443,0.6313,0.0746,BCC
3,1.75,4.151,0.042,0.46,0.3949,0.1567,0.6248,0.0732,BCC
3,1.75,4.1625,0.0419,0.433,0.4167,0.1599,0.6551,0.0699,BCC
3,1.75,4.151,0.0421,0.439,0.3844,0.1436,0.6498,0.0674,BCC
4,1.75,4.22,0.0443,0.3576,0.3569,0.1613,0.648,0.075,BCC
4,1.45,4.39,0.0373,0.3628,0.3424,0.1457,0.511,0.1152,BCC
4,1.6,4.1675,0.0411,0.4711,0.3135,0.1232,0.5177,0.0694,BCC
3,1.65,4.1505,0.0382,0.4465,0.3717,0.1479,0.7196,0.0703,BCC
4,1.95,4.109,0.044,0.5488,0.4122,0.1479,0.4777,0.0756,BCC
4,1.8,4.169,0.043,0.4322,0.4154,0.1489,0.4472,0.0718,BCC
4,1.8,4.1515,0.0422,0.4775,0.4139,0.1483,0.4395,0.0709,BCC
2,1.8,4.1565,0.0354,0.4423,0.4264,0.1464,0.4744,0.0762,BCC
4,1.8,4.154,0.0425,0.5324,0.3491,0.1483,0.392,0.0675,BCC
4,1.75,4.1765,0.0348,0.3888,0.4032,0.1455,0.4608,0.0703,BCC
2,1.75,4.1515,0.0344,0.4486,0.3715,0.1375,0.4311,0.0712,BCC
3,1.7,4.1565,0.0389,0.4649,0.3767,0.141,0.3972,0.0634,BCC
3,1.7,4.214,0.0434,0.4498,0.4247,0.1622,0.3786,0.0715,BCC
4,1.85,4.1355,0.0439,0.5195,0.4029,0.1571,0.446,0.0695,BCC
4,1.8,4.1555,0.044,0.4633,0.4202,0.1537,0.4303,0.066,BCC
3,1.75,4.1555,0.0374,0.4556,0.3964,0.1508,0.4367,0.0678,BCC
3,1.7,4.2155,0.0436,0.3901,0.4127,0.1661,0.4068,0.0685,BCC
3,1.7,4.1955,0.0395,0.4405,0.4208,0.1597,0.4147,0.0698,BCC
3,1.95,4.077,0.0402,0.5188,0.414,0.1395,0.4593,0.0607,BCC
3,1.9,4.0895,0.0413,0.5156,0.4035,0.1444,0.4402,0.0587,BCC
2,1.85,4.122,0.0352,0.4118,0.4171,0.1391,0.4374,0.0547,BCC
2,1.85,4.1145,0.0367,0.4343,0.4158,0.1389,0.4237,0.0542,BCC
4,1.85,4.1445,0.0424,0.452,0.4418,0.1554,0.4646,0.0653,BCC
2,1.8,4.1645,0.0392,0.4494,0.4386,0.1648,0.4714,0.0713,BCC
3,1.75,4.152,0.0422,0.4757,0.4001,0.1598,0.4172,0.0605,BCC
2,1.9,4.126,0.0417,0.4596,0.4554,0.1559,0.4776,0.0621,BCC
4,1.8,4.161,0.043,0.4313,0.4262,0.16,0.4093,0.0561,BCC
3,1.8,4.1935,0.0399,0.3752,0.4519,0.1704,0.4817,0.0664,BCC
