Pm,ρ,α,ad-e/n,δ-e/n,δ-Ec,Phase
3,8.2075,7.285,0.0436,0.3901,0.1661,BCC
3,9.9405,7.155,0.0395,0.4405,0.1597,BCC
3,10.0175,6.93,0.0402,0.5188,0.1395,BCC
3,10.121,7.005,0.0413,0.5156,0.1444,BCC
2,8.362,6.945,0.0352,0.4118,0.1391,BCC
2,8.7005,6.97,0.0367,0.4343,0.1389,BCC
4,8.851,7.105,0.0424,0.452,0.1554,BCC
2,9.991,7.125,0.0392,0.4494,0.1648,BCC
3,10.263,7.215,0.0422,0.4757,0.1598,BCC
2,9.005,7.15,0.0417,0.4596,0.1559,BCC
4,8.3455,7.365,0.043,0.4313,0.16,BCC
3,7.8385,7.325,0.0399,0.3752,0.1704,BCC
4,9.147,7.36,0.0391,0.4145,0.1735,BCC
3,7.294,7.835,0.0468,0.3512,0.183,BCC
3,7.7215,7.965,0.0462,0.3588,0.197,BCC
4,8.7775,7.785,0.0416,0.3817,0.2005,BCC
4,7.283,7.775,0.0436,0.3671,0.1753,BCC
