Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,,Pm.2,ΔS,ad-e/n.1,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,,Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,,Pm.4,ΔS.1,EWF.1,ad-e/n.3,δ-VEC,δ-EWF.1,δ-G.2,δ-G/B,,Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
1,6.9945,13.985,0.0445,0.1678,0.1133,BCC+FCC,1,12.482,0.0445,63.2,19.51,0.0733,0.077,0.9924,0.3521,BCC+FCC,1,2,4.631,0.0445,0.1678,0.3198,0.1133,0.3521,0.1514,BCC+FCC,1,12.482,4.631,0.0445,0.3518,0.077,0.3521,0.2386,BCC+FCC,1,1.7431,2,4.631,77.975,0.0445,19.51,0.1678,0.3198,BCC+FCC
1,6.873,15.005,0.05,0.1807,0.122,BCC+FCC,1,11.9058,0.05,58.7,22.34,0.078,0.084,1.1345,0.3807,BCC+FCC,1,2.1,4.685,0.05,0.1807,0.3622,0.122,0.3807,0.1403,BCC+FCC,1,11.9058,4.685,0.05,0.3894,0.084,0.3807,0.2361,BCC+FCC,1,1.2893,2.1,4.685,73.88,0.05,22.34,0.1807,0.3622,BCC+FCC
1,7.196,15.51,0.0508,0.1924,0.1218,BCC+FCC,1,12.482,0.0508,38.5,22.69,0.0707,0.0718,0.6553,0.384,BCC+FCC,1,2,4.6725,0.0508,0.1924,0.3408,0.1218,0.384,0.0914,BCC+FCC,1,12.482,4.6725,0.0508,0.3708,0.0718,0.384,0.1825,BCC+FCC,1,2.0244,2,4.6725,61.8,0.0508,22.69,0.1924,0.3408,BCC+FCC
1,7.76,14.305,0.0478,0.1738,0.1387,BCC+FCC,1,12.5945,0.0478,43.63,19.093,0.0598,0.0691,0.5618,0.3061,BCC+FCC,1,1.85,4.6905,0.0478,0.1738,0.2437,0.1387,0.3061,0.0783,BCC+FCC,1,12.5945,4.6905,0.0478,0.2993,0.0691,0.3061,0.1588,BCC+FCC,1,6.1095,1.85,4.6905,65.07,0.0478,19.093,0.1738,0.2437,BCC+FCC
1,7.392,14.065,0.0442,0.1743,0.1207,BCC+FCC,1,11.5758,0.0442,46.32,18.209,0.0647,0.078,0.558,0.2968,BCC+FCC,1,2.1,4.7145,0.0442,0.1743,0.2894,0.1207,0.2968,0.0723,BCC+FCC,1,11.5758,4.7145,0.0442,0.3274,0.078,0.2968,0.135,BCC+FCC,1,1.7229,2.1,4.7145,69.465,0.0442,18.209,0.1743,0.2894,BCC+FCC
3,10.673,7.995,0.0403,0.4589,0.1805,BCC,3,11.7645,0.0403,35.5,11.09,0.081,0.0406,0.4395,0.3668,BCC,3,1.65,4.192,0.0403,0.4589,0.3937,0.1805,0.3668,0.0616,BCC,3,11.7645,4.192,0.0403,0.1296,0.0406,0.3668,0.2059,BCC,3,14.8387,1.65,4.192,41.375,0.0403,11.09,0.4589,0.3937,BCC
3,8.449,12.885,0.0242,0.0919,0.0634,FCC,3,11.9774,0.0242,61.7,19.256,0.0304,0.0585,0.5273,0.3067,FCC,3,1.85,4.8025,0.0242,0.0919,0.0657,0.0634,0.3067,0.1646,FCC,3,11.9774,4.8025,0.0242,0.1344,0.0585,0.3067,0.3405,FCC,3,13.203,1.85,4.8025,69.88,0.0242,19.256,0.0919,0.0657,FCC
1,8.3765,12.35,0.0302,0.1172,0.0643,FCC,1,12.8408,0.0302,67.41,23.132,0.0444,0.057,0.5408,0.3666,FCC,1,1.75,4.795,0.0302,0.1172,0.0779,0.0643,0.3666,0.205,FCC,1,12.8408,4.795,0.0302,0.167,0.057,0.3666,0.4181,FCC,1,30.9303,1.75,4.795,71.04,0.0302,23.132,0.1172,0.0779,FCC
4,8.6665,13.2,0.0248,0.1027,0.0776,FCC,4,11.6353,0.0248,83.86,23.41,0.0387,0.049,0.6563,0.3818,FCC,4,1.75,4.925,0.0248,0.1027,0.0623,0.0776,0.3818,0.1821,FCC,4,11.6353,4.925,0.0248,0.1447,0.049,0.3818,0.4253,FCC,4,14.7105,1.75,4.925,65.88,0.0248,23.41,0.1027,0.0623,FCC
1,8.335,12.41,0.0319,0.1377,0.0335,FCC,1,11.5758,0.0319,78.24,24.714,0.0539,0.0575,0.5448,0.4049,FCC,1,1.9,4.8865,0.0319,0.1377,0.1258,0.0335,0.4049,0.1953,FCC,1,11.5758,4.8865,0.0319,0.1816,0.0575,0.4049,0.4623,FCC,1,3.1492,1.9,4.8865,65.96,0.0319,24.714,0.1377,0.1258,FCC
3,8.385,12.01,0.0342,0.133,0.0542,FCC,3,11.6353,0.0342,74.935,23.594,0.0526,0.059,0.5605,0.3714,FCC,3,1.85,4.8925,0.0342,0.133,0.0973,0.0542,0.3714,0.2065,FCC,3,11.6353,4.8925,0.0342,0.1816,0.059,0.3714,0.4422,FCC,3,4.1881,1.85,4.8925,71.08,0.0342,23.594,0.133,0.0973,FCC
2,8.6105,13.485,0.0351,0.1578,0.1696,FCC,2,11.8937,0.0351,65.88,20.76,0.0374,0.049,0.5678,0.3477,FCC,2,1.65,4.715,0.0351,0.1578,0.0706,0.1696,0.3477,0.1307,FCC,2,11.8937,4.715,0.0351,0.156,0.049,0.3477,0.2878,FCC,2,2.7043,1.65,4.715,65.3,0.0351,20.76,0.1578,0.0706,FCC
2,8.6245,13.43,0.0328,0.1641,0.188,FCC,2,12.5657,0.0328,70.5,19.56,0.0365,0.0589,0.6079,0.3139,FCC,2,1.75,4.8075,0.0328,0.1641,0.0506,0.188,0.3139,0.1365,FCC,2,12.5657,4.8075,0.0328,0.156,0.0589,0.3139,0.3174,FCC,2,25.9787,1.75,4.8075,62.79,0.0328,19.56,0.1641,0.0506,FCC
2,8.611,13.165,0.0294,0.1585,0.1726,FCC,2,11.7645,0.0294,73.84,20.066,0.0357,0.0572,0.5139,0.3381,FCC,2,1.85,4.835,0.0294,0.1585,0.0497,0.1726,0.3381,0.1463,FCC,2,11.7645,4.835,0.0294,0.1434,0.0572,0.3381,0.3781,FCC,2,13.2122,1.85,4.835,59.96,0.0294,20.066,0.1585,0.0497,FCC
2,8.614,13.505,0.0307,0.1627,0.1882,FCC,2,11.7645,0.0307,75.04,17.931,0.0354,0.0543,0.5303,0.3366,FCC,2,1.75,4.785,0.0307,0.1627,0.05,0.1882,0.3366,0.1383,FCC,2,11.7645,4.785,0.0307,0.1542,0.0543,0.3366,0.3742,FCC,2,13.7604,1.75,4.785,56.37,0.0307,17.931,0.1627,0.05,FCC
4,8.475,13.67,0.0353,0.1389,0.1296,FCC,4,12.6521,0.0353,61.86,18.1875,0.044,0.0619,0.6542,0.2959,FCC,4,1.7,4.795,0.0353,0.1389,0.1021,0.1296,0.2959,0.112,FCC,4,12.6521,4.795,0.0353,0.1891,0.0619,0.2959,0.2537,FCC,4,13.0221,1.7,4.795,62.425,0.0353,18.1875,0.1389,0.1021,FCC
4,8.449,12.87,0.0258,0.1044,0.0675,FCC,4,11.217,0.0258,61.035,16.522,0.0341,0.0632,0.5477,0.2571,FCC,4,1.95,4.8575,0.0258,0.1044,0.0834,0.0675,0.2571,0.134,FCC,4,11.217,4.8575,0.0258,0.1449,0.0632,0.2571,0.2731,FCC,4,10.3567,1.95,4.8575,70.67,0.0258,16.522,0.1044,0.0834,FCC
3,8.3155,13.3,0.0352,0.1404,0.1219,FCC,3,12.8408,0.0352,61.06,18.2175,0.0429,0.0588,0.5563,0.2997,FCC,3,1.75,4.715,0.0352,0.1404,0.1038,0.1219,0.2997,0.1266,FCC,3,12.8408,4.715,0.0352,0.1951,0.0588,0.2997,0.2891,FCC,3,8.0026,1.75,4.715,61.825,0.0352,18.2175,0.1404,0.1038,FCC
3,8.392,13.015,0.0252,0.1055,0.0812,FCC,3,11.8937,0.0252,59.73,19.369,0.0329,0.06,0.4885,0.3044,FCC,3,1.9,4.785,0.0252,0.1055,0.0837,0.0812,0.3044,0.1458,FCC,3,11.8937,4.785,0.0252,0.1485,0.06,0.3044,0.3319,FCC,3,86.5279,1.9,4.785,64.51,0.0252,19.369,0.1055,0.0837,FCC
3,8.367,12.915,0.0358,0.1505,0.1025,FCC,3,12.2525,0.0358,72.82,18.648,0.0512,0.064,0.5564,0.3249,FCC,3,1.9,4.855,0.0358,0.1505,0.1184,0.1025,0.3249,0.1297,FCC,3,12.2525,4.855,0.0358,0.202,0.064,0.3249,0.3365,FCC,3,4.7842,1.9,4.855,59.465,0.0358,18.648,0.1505,0.1184,FCC
3,8.264,12.765,0.0358,0.1497,0.1034,FCC,3,12.6875,0.0358,66.71,18.444,0.0502,0.0647,0.4957,0.3224,FCC,3,1.9,4.79,0.0358,0.1497,0.1188,0.1034,0.3224,0.1348,FCC,3,12.6875,4.79,0.0358,0.2027,0.0647,0.3224,0.346,FCC,3,6.1699,1.9,4.79,59.295,0.0358,18.444,0.1497,0.1188,FCC
3,8.362,12.77,0.0346,0.1468,0.0891,FCC,3,11.5758,0.0346,74.92,18.924,0.0509,0.0633,0.5189,0.3314,FCC,3,1.95,4.8725,0.0346,0.1468,0.1181,0.0891,0.3314,0.133,FCC,3,11.5758,4.8725,0.0346,0.1961,0.0633,0.3314,0.3552,FCC,3,3.4904,1.95,4.8725,59.12,0.0346,18.924,0.1468,0.1181,FCC
4,8.1805,16.26,0.0265,0.0967,0.1792,FCC,4,11.8937,0.0265,147.07,17.5135,0.088,0.0893,0.5742,0.2785,FCC,4,1.95,4.5825,0.0265,0.0967,0.078,0.1792,0.2785,0.2172,FCC,4,11.8937,4.5825,0.0265,0.1431,0.0893,0.2785,0.3992,FCC,4,8.7961,1.95,4.5825,66.405,0.0265,17.5135,0.0967,0.078,FCC
2,8.429,15.74,0.028,0.1012,0.1638,FCC,2,12.5945,0.028,140.935,18.54,0.0817,0.0875,0.7183,0.2926,FCC,2,1.9,4.7275,0.028,0.1012,0.0745,0.1638,0.2926,0.1967,FCC,2,12.5945,4.7275,0.028,0.1485,0.0875,0.2926,0.3968,FCC,2,11.6264,1.9,4.7275,65.3,0.028,18.54,0.1012,0.0745,FCC
3,8.411,13.95,0.0235,0.0881,0.1059,FCC,3,11.217,0.0235,79.895,19.08,0.0405,0.057,0.6046,0.3093,FCC,3,1.8,4.6925,0.0235,0.0881,0.063,0.1059,0.3093,0.1585,FCC,3,11.217,4.6925,0.0235,0.1344,0.057,0.3093,0.3573,FCC,3,3.6875,1.8,4.6925,62.24,0.0235,19.08,0.0881,0.063,FCC
4,7.8485,12.44,0.0348,0.1514,0.1287,FCC,4,11.217,0.0348,67.68,18.1315,0.0602,0.0625,0.4695,0.3042,FCC,4,1.95,4.5975,0.0348,0.1514,0.1248,0.1287,0.3042,0.157,FCC,4,11.217,4.5975,0.0348,0.2051,0.0625,0.3042,0.3676,FCC,4,4.7183,1.95,4.5975,60.965,0.0348,18.1315,0.1514,0.1248,FCC
3,8.2715,13.7,0.0279,0.1159,0.1218,FCC,3,11.217,0.0279,77.235,18.4825,0.0476,0.0557,0.5767,0.3103,FCC,3,1.8,4.65,0.0279,0.1159,0.0864,0.1218,0.3103,0.1566,FCC,3,11.217,4.65,0.0279,0.167,0.0557,0.3103,0.3623,FCC,3,4.7462,1.8,4.65,60.575,0.0279,18.4825,0.1159,0.0864,FCC
4,8.633,12.265,0.04,0.2031,0.1842,FCC,4,11.4299,0.04,63.7,18.836,0.0503,0.0626,0.5169,0.3116,FCC,4,1.9,4.8475,0.04,0.2031,0.0671,0.1842,0.3116,0.1474,FCC,4,11.4299,4.8475,0.04,0.1546,0.0626,0.3116,0.3112,FCC,4,3.7826,1.9,4.8475,71.91,0.04,18.836,0.2031,0.0671,FCC
4,8.5225,12.935,0.0286,0.1439,0.1447,FCC,4,11.4299,0.0286,79.88,18.678,0.0544,0.0661,0.5647,0.3119,FCC,4,1.95,4.7975,0.0286,0.1439,0.0754,0.1447,0.3119,0.164,FCC,4,11.4299,4.7975,0.0286,0.1228,0.0661,0.3119,0.3395,FCC,4,9.3208,1.95,4.7975,71.53,0.0286,18.678,0.1439,0.0754,FCC
3,8.324,13.045,0.0267,0.105,0.0901,FCC,3,11.2766,0.0267,72.25,14.91,0.0499,0.072,0.6556,0.2407,FCC,3,2,4.7975,0.0267,0.105,0.0868,0.0901,0.2407,0.1483,FCC,3,11.2766,4.7975,0.0267,0.1458,0.072,0.2407,0.2881,FCC,3,5.0852,2,4.7975,72.12,0.0267,14.91,0.105,0.0868,FCC
4,8.0895,12.67,0.0325,0.1419,0.11,FCC,4,12.2933,0.0325,75.765,18.9255,0.0597,0.0734,0.5516,0.2986,FCC,4,2,4.73,0.0325,0.1419,0.1184,0.11,0.2986,0.1577,FCC,4,12.2933,4.73,0.0325,0.1913,0.0734,0.2986,0.3562,FCC,4,3.2184,2,4.73,64.595,0.0325,18.9255,0.1419,0.1184,FCC
3,12.9695,6.92,0.0384,0.6838,0.1365,BCC,3,11.2766,0.0384,42.87,16.408,0.1041,0.0618,0.359,0.3951,BCC,3,1.8,4.165,0.0384,0.6838,0.2631,0.1365,0.3951,0.0692,BCC,3,11.2766,4.165,0.0384,0.2244,0.0618,0.3951,0.2202,BCC,3,14.4047,1.8,4.165,45.66,0.0384,16.408,0.6838,0.2631,BCC
4,8.0345,15.28,0.0306,0.1178,0.1675,FCC,4,11.8937,0.0306,165,6.956,0.0841,0.0809,0.8165,0.1648,FCC,4,1.85,4.525,0.0306,0.1178,0.0762,0.1675,0.1648,0.1296,FCC,4,11.8937,4.525,0.0306,0.175,0.0809,0.1648,0.1937,FCC,4,72.9046,1.85,4.525,79.02,0.0306,6.956,0.1178,0.0762,FCC
4,8.584,6.855,0.0393,0.4732,0.144,BCC,4,12.0349,0.0393,39.93,11.366,0.0924,0.0454,0.3342,0.6597,BCC,4,1.8,4.107,0.0393,0.4732,0.3814,0.144,0.6597,0.1124,BCC,4,12.0349,4.107,0.0393,0.1262,0.0454,0.6597,0.4912,BCC,4,225.8809,1.8,4.107,31.035,0.0393,11.366,0.4732,0.3814,BCC
3,11.2475,6.825,0.0424,0.5232,0.1423,BCC,3,10.9586,0.0424,39.92,14.53,0.095,0.0477,0.3512,0.4537,BCC,3,1.55,4.1625,0.0424,0.5232,0.2929,0.1423,0.4537,0.1106,BCC,3,10.9586,4.1625,0.0424,0.1185,0.0477,0.4537,0.3718,BCC,3,26.0717,1.55,4.1625,45.28,0.0424,14.53,0.5232,0.2929,BCC
2,10.7705,6.915,0.0393,0.7167,0.1458,BCC,2,11.7645,0.0393,37.64,11.1095,0.1147,0.05,0.307,0.4174,BCC,2,1.75,4.09,0.0393,0.7167,0.3173,0.1458,0.4174,0.0609,BCC,2,11.7645,4.09,0.0393,0.3281,0.05,0.4174,0.2321,BCC,2,57.9674,1.75,4.09,34.115,0.0393,11.1095,0.7167,0.3173,BCC
4,9.807,6.97,0.0395,0.5656,0.131,BCC,4,11.217,0.0395,39.59,9.563,0.1124,0.0482,0.3192,0.4077,BCC,4,1.7,4.1015,0.0395,0.5656,0.3067,0.131,0.4077,0.0669,BCC,4,11.217,4.1015,0.0395,0.2049,0.0482,0.4077,0.2703,BCC,4,45.8747,1.7,4.1015,33.21,0.0395,9.563,0.5656,0.3067,BCC
3,10.4825,6.72,0.0349,0.5691,0.1287,BCC,3,11.9774,0.0349,34.885,13.388,0.1087,0.0455,0.2811,0.4775,BCC,3,1.75,4.1025,0.0349,0.5691,0.3273,0.1287,0.4775,0.0797,BCC,3,11.9774,4.1025,0.0349,0.2023,0.0455,0.4775,0.3018,BCC,3,56.2744,1.75,4.1025,36.415,0.0349,13.388,0.5691,0.3273,BCC
3,11.1145,7.01,0.0383,0.4297,0.134,BCC,3,11.6353,0.0383,47.26,15.692,0.1322,0.0504,0.4186,0.5306,BCC,3,1.6,4.1705,0.0383,0.4297,0.3238,0.134,0.5306,0.0698,BCC,3,11.6353,4.1705,0.0383,0.1268,0.0504,0.5306,0.2397,BCC,3,15.9172,1.6,4.1705,43.52,0.0383,15.692,0.4297,0.3238,BCC
3,9.1335,7.52,0.0386,0.418,0.1589,BCC,3,11.217,0.0386,49.34,11.67,0.1279,0.0493,0.4623,0.5462,BCC,3,1.55,4.201,0.0386,0.418,0.3478,0.1589,0.5462,0.0591,BCC,3,11.217,4.201,0.0386,0.1296,0.0493,0.5462,0.226,BCC,3,19.9465,1.55,4.201,38.57,0.0386,11.67,0.418,0.3478,BCC
4,8.742,7.39,0.0399,0.4141,0.1542,BCC,4,12.377,0.0399,50.9,12.511,0.1361,0.0503,0.444,0.6449,BCC,4,1.7,4.165,0.0399,0.4141,0.3886,0.1542,0.6449,0.0629,BCC,4,12.377,4.165,0.0399,0.1316,0.0503,0.6449,0.2625,BCC,4,22.6609,1.7,4.165,34.015,0.0399,12.511,0.4141,0.3886,BCC
4,7.056,7.59,0.0447,0.3372,0.1746,BCC,4,12.482,0.0447,36.2,13.17,0.0807,0.0279,0.3398,0.4229,BCC,4,1.75,4.2285,0.0447,0.3372,0.3691,0.1746,0.4229,0.0646,BCC,4,12.482,4.2285,0.0447,0.1111,0.0279,0.4229,0.2625,BCC,4,78.8925,1.75,4.2285,34.25,0.0447,13.17,0.3372,0.3691,BCC
3,8.6505,7.16,0.0391,0.449,0.1408,BCC,3,11.4299,0.0391,41.88,7.012,0.0788,0.0417,0.3558,0.4105,BCC,3,1.95,4.0975,0.0391,0.449,0.4561,0.1408,0.4105,0.0488,BCC,3,11.4299,4.0975,0.0391,0.0732,0.0417,0.4105,0.2194,BCC,3,29.6836,1.95,4.0975,26.985,0.0391,7.012,0.449,0.4561,BCC
3,9.4975,7.22,0.0414,0.484,0.1552,BCC,3,11.9774,0.0414,43.64,8.9465,0.0801,0.0437,0.3674,0.4693,BCC,3,1.95,4.1,0.0414,0.484,0.4551,0.1552,0.4693,0.0574,BCC,3,11.9774,4.1,0.0414,0.086,0.0437,0.4693,0.2385,BCC,3,22.4867,1.95,4.1,29.945,0.0414,8.9465,0.484,0.4551,BCC
2,8.111,7.575,0.0458,0.4371,0.1566,BCC,2,11.4299,0.0458,46.425,6.861,0.0804,0.0428,0.4081,0.4095,BCC,2,1.95,4.133,0.0458,0.4371,0.4884,0.1566,0.4095,0.0472,BCC,2,11.4299,4.133,0.0458,0.0732,0.0428,0.4095,0.2132,BCC,2,30.7385,1.95,4.133,26.87,0.0458,6.861,0.4371,0.4884,BCC
3,7.168,7.045,0.0448,0.3766,0.1383,BCC,3,11.3007,0.0448,30.14,12.28,0.0955,0.033,0.2664,0.3866,BCC,3,1.75,4.1815,0.0448,0.3766,0.2484,0.1383,0.3866,0.0626,BCC,3,11.3007,4.1815,0.0448,0.1111,0.033,0.3866,0.2587,BCC,3,830.9726,1.75,4.1815,33.22,0.0448,12.28,0.3766,0.2484,BCC
4,7.7835,7.065,0.0393,0.4049,0.1381,BCC,4,12.5825,0.0393,35.92,10.444,0.096,0.0381,0.3115,0.3649,BCC,4,1.75,4.1555,0.0393,0.4049,0.3338,0.1381,0.3649,0.0534,BCC,4,12.5825,4.1555,0.0393,0.1113,0.0381,0.3649,0.2277,BCC,4,33.8242,1.75,4.1555,31.345,0.0393,10.444,0.4049,0.3338,BCC
3,9.645,7.06,0.0424,0.5034,0.1566,BCC,3,12.2933,0.0424,37.665,12.844,0.0797,0.0413,0.3235,0.5253,BCC,3,2,4.1035,0.0424,0.5034,0.4666,0.1566,0.5253,0.0697,BCC,3,12.2933,4.1035,0.0424,0.0952,0.0413,0.5253,0.2773,BCC,3,46.9697,2,4.1035,32.19,0.0424,12.844,0.5034,0.4666,BCC
2,10.592,6.74,0.0408,0.5089,0.1383,BCC,2,13.2758,0.0408,32.32,14.203,0.093,0.04,0.2701,0.4217,BCC,2,1.8,4.14,0.0408,0.5089,0.3819,0.1383,0.4217,0.0716,BCC,2,13.2758,4.14,0.0408,0.1093,0.04,0.4217,0.2463,BCC,2,25.5854,1.8,4.14,40.77,0.0408,14.203,0.5089,0.3819,BCC
4,8.812,6.81,0.0413,0.4604,0.1298,BCC,4,12.482,0.0413,29.68,11.97,0.0991,0.039,0.2582,0.3881,BCC,4,1.75,4.1425,0.0413,0.4604,0.3614,0.1298,0.3881,0.063,BCC,4,12.482,4.1425,0.0413,0.1111,0.039,0.3881,0.2428,BCC,4,41.9448,1.75,4.1425,35.45,0.0413,11.97,0.4604,0.3614,BCC
4,10.846,6.95,0.047,0.5173,0.1495,BCC,4,13.0295,0.047,32.8,13.695,0.0866,0.0379,0.2858,0.3606,BCC,4,1.75,4.1825,0.047,0.5173,0.3838,0.1495,0.3606,0.0685,BCC,4,13.0295,4.1825,0.047,0.0975,0.0379,0.3606,0.2167,BCC,4,36.4513,1.75,4.1825,45.35,0.047,13.695,0.5173,0.3838,BCC
3,8.4085,6.845,0.0371,0.4,0.1411,BCC,3,11.8937,0.0371,30.68,13.386,0.091,0.0316,0.263,0.4211,BCC,3,1.7,4.1875,0.0371,0.4,0.3825,0.1411,0.4211,0.0712,BCC,3,11.8937,4.1875,0.0371,0.1065,0.0316,0.4211,0.2726,BCC,3,34.098,1.7,4.1875,37.545,0.0371,13.386,0.4,0.3825,BCC
4,7.984,7.01,0.0421,0.3869,0.1438,BCC,4,11.4299,0.0421,31.52,11.672,0.0899,0.0314,0.2717,0.3683,BCC,4,1.65,4.2025,0.0421,0.3869,0.3273,0.1438,0.3683,0.0657,BCC,4,11.4299,4.2025,0.0421,0.1026,0.0314,0.3683,0.2499,BCC,4,56.2132,1.65,4.2025,37.66,0.0421,11.672,0.3869,0.3273,BCC
4,8.0615,12.8,0.033,0.1249,0.0679,FCC,4,12.4291,0.033,54.08,15.054,0.0486,0.0667,0.5591,0.2767,FCC,4,1.9,4.774,0.033,0.1249,0.1699,0.0679,0.2767,0.1514,FCC,4,12.4291,4.774,0.033,0.2153,0.0667,0.2767,0.2681,FCC,4,6.3683,1.9,4.774,76.96,0.033,15.054,0.1249,0.1699,FCC
3,8.092,13.47,0.03,0.1176,0.0852,FCC,3,12.9458,0.03,61.48,20.682,0.0416,0.0583,0.5578,0.334,FCC,3,1.85,4.709,0.03,0.1176,0.1673,0.0852,0.334,0.1572,FCC,3,12.9458,4.709,0.03,0.2093,0.0583,0.334,0.321,FCC,3,21.611,1.85,4.709,67.44,0.03,20.682,0.1176,0.1673,FCC
3,8.1965,13.79,0.0315,0.121,0.0936,FCC,3,13.5221,0.0315,67.35,21.2335,0.0426,0.0593,0.6241,0.3457,FCC,3,1.8,4.749,0.0315,0.121,0.1676,0.0936,0.3457,0.1534,FCC,3,13.5221,4.749,0.0315,0.2122,0.0593,0.3457,0.3246,FCC,3,14.4206,1.8,4.749,65.815,0.0315,21.2335,0.121,0.1676,FCC
2,8.148,14.055,0.0336,0.1269,0.1008,FCC,2,12.47,0.0336,66.94,20.894,0.0417,0.0491,0.6132,0.3617,FCC,2,1.7,4.6665,0.0336,0.1269,0.1677,0.1008,0.3617,0.1526,FCC,2,12.47,4.6665,0.0336,0.2211,0.0491,0.3617,0.335,FCC,2,4.0051,1.7,4.6665,62.14,0.0336,20.894,0.1269,0.1677,FCC
3,8.315,13.565,0.0324,0.1281,0.0894,FCC,3,13.1634,0.0324,65.89,22.342,0.0497,0.0605,0.7169,0.3572,FCC,3,1.8,4.8715,0.0324,0.1281,0.1691,0.0894,0.3572,0.1693,FCC,3,13.1634,4.8715,0.0324,0.2166,0.0605,0.3572,0.349,FCC,3,13.4619,1.8,4.8715,69.515,0.0324,22.342,0.1281,0.1691,FCC
4,8.0575,13.19,0.0329,0.1286,0.0851,FCC,4,13.6225,0.0329,63.09,22.002,0.0472,0.0583,0.5742,0.3561,FCC,4,1.8,4.709,0.0329,0.1286,0.1697,0.0851,0.3561,0.1757,FCC,4,13.6225,4.709,0.0329,0.2217,0.0583,0.3561,0.3496,FCC,4,37.504,1.8,4.709,69.09,0.0329,22.002,0.1286,0.1697,FCC
3,8.1245,12.89,0.0367,0.1373,0.0792,FCC,3,13.8809,0.0367,65.72,22.3535,0.0535,0.0632,0.6382,0.3583,FCC,3,1.8,4.799,0.0367,0.1373,0.1727,0.0792,0.3583,0.1903,FCC,3,13.8809,4.799,0.0367,0.2294,0.0632,0.3583,0.3648,FCC,3,9.8443,1.8,4.799,72.705,0.0367,22.3535,0.1373,0.1727,FCC
4,8.346,13.87,0.0284,0.1148,0.0889,FCC,4,13.1587,0.0284,74.5,21.8425,0.0432,0.0595,0.6873,0.3539,FCC,4,1.85,4.864,0.0284,0.1148,0.166,0.0889,0.3539,0.1556,FCC,4,13.1587,4.864,0.0284,0.2022,0.0595,0.3539,0.3434,FCC,4,24.0033,1.85,4.864,65.725,0.0284,21.8425,0.1148,0.166,FCC
3,8.0695,12.84,0.0348,0.1346,0.078,FCC,3,13.9646,0.0348,68.5,23.804,0.0523,0.0611,0.5949,0.3803,FCC,3,1.8,4.759,0.0348,0.1346,0.1723,0.078,0.3803,0.1985,FCC,3,13.9646,4.759,0.0348,0.2271,0.0611,0.3803,0.3939,FCC,3,13.2842,1.8,4.759,70.48,0.0348,23.804,0.1346,0.1723,FCC
3,8.305,13.275,0.0299,0.1215,0.0693,FCC,3,12.3696,0.0299,78.48,23.17,0.0494,0.0585,0.6665,0.3708,FCC,3,1.9,4.9065,0.0299,0.1215,0.1688,0.0693,0.3708,0.1825,FCC,3,12.3696,4.9065,0.0299,0.2083,0.0585,0.3708,0.3929,FCC,3,5.3237,1.9,4.9065,68.825,0.0299,23.17,0.1215,0.1688,FCC
1,7.8455,14,0.0511,0.1758,0.1068,BCC+FCC,1,13.8401,0.0511,46.96,26.7195,0.0636,0.0563,0.7466,0.4377,BCC+FCC,1,1.55,4.678,0.0511,0.1758,0.2358,0.1068,0.4377,0.1888,BCC+FCC,1,13.8401,4.678,0.0511,0.3061,0.0563,0.4377,0.3671,BCC+FCC,1,15.9695,1.55,4.678,67.045,0.0511,26.7195,0.1758,0.2358,BCC+FCC
1,7.906,14.44,0.0414,0.1538,0.1071,BCC+FCC,1,14.0984,0.0414,71.12,23.132,0.0556,0.0558,0.723,0.4199,BCC+FCC,1,1.7,4.688,0.0414,0.1538,0.2318,0.1071,0.4199,0.1679,BCC+FCC,1,14.0984,4.688,0.0414,0.281,0.0558,0.4199,0.3699,BCC+FCC,1,17.7146,1.7,4.688,61.26,0.0414,23.132,0.1538,0.2318,BCC+FCC
3,7.737,13.415,0.0299,0.1294,0.0794,FCC,3,13.0463,0.0299,64.53,24.32,0.0528,0.0613,0.5486,0.4022,FCC,3,1.95,4.7005,0.0299,0.1294,0.2294,0.0794,0.4022,0.1882,FCC,3,13.0463,4.7005,0.0299,0.2531,0.0613,0.4022,0.3974,FCC,3,4.7404,1.95,4.7005,65.7,0.0299,24.32,0.1294,0.2294,FCC
1,7.5485,14.125,0.043,0.1597,0.0989,BCC+FCC,1,13.3763,0.043,46.98,20.985,0.0624,0.0716,0.6589,0.349,BCC+FCC,1,1.95,4.7345,0.043,0.1597,0.2808,0.0989,0.349,0.1379,BCC+FCC,1,13.3763,4.7345,0.043,0.3145,0.0716,0.349,0.2524,BCC+FCC,1,3.2549,1.95,4.7345,72.075,0.043,20.985,0.1597,0.2808,BCC+FCC
1,7.62,14.335,0.0505,0.1748,0.1089,BCC+FCC,1,13.6225,0.0505,36.61,24.524,0.0669,0.0698,0.7046,0.3941,BCC+FCC,1,1.8,4.7495,0.0505,0.1748,0.2836,0.1089,0.3941,0.1582,BCC+FCC,1,13.6225,4.7495,0.0505,0.3302,0.0698,0.3941,0.2961,BCC+FCC,1,4.1678,1.8,4.7495,70.305,0.0505,24.524,0.1748,0.2836,BCC+FCC
