Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Pm,ΔH,ΔS,Ω,δ-r,VEC,n,e/n,Tm,ρ,r,χ,m,e/a,Ec,EWF,ABE,SHA,SLHF,α,HD,YM,B,G,υ,G/B,ad-VEC,ad-n,ad-e/n,ad-Tm,ad-ρ,ad-r,ad-χ,ad-m,ad-e/a,ad-Ec,ad-EWF,ad-ABE,ad-SHA,ad-SLHF,ad-α,ad-HD,ad-YM,ad-B,ad-G,ad-υ,ad-G/B,δ-VEC,δ-n,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-m,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SHA,δ-SLHF,δ-α,δ-HD,δ-YM,δ-B,δ-G,δ-υ,δ-G/B
13.34266853,16.66333267,16.66333267,0,16.66333267,16.66333267,0,20.0040008,0,0,0,0,0,0,0,IM,3,-20.5204,14.8412,1.2732,0.073,6.6993,23.6319,0.2751,1760.3485,6.7293,131.4419,1.736,50.7458,1.9668,4.2903,4.6283,53.7135,6.719,2.0735,12.7044,106.9852,182.3479,152.0584,61.813,0.3275,0.3993,2.3002,3.4901,0.0576,231.5614,1.9672,9.0141,0.1373,7.4932,0.3222,0.3071,0.2978,9.1468,1.911,0.4797,3.4711,62.9973,56.5249,33.8821,31.2474,0.0595,0.154,0.376,0.1969,0.229,0.2031,0.3307,0.083,0.2003,0.278,0.0995,0.071,0.1989,0.3432,0.2763,0.3899,0.7102,0.3649,0.2599,0.541,0.2131,0.4592
0,0,0,0,0,0,0,33.33333333,0,33.33333333,0,0,0,0,33.33333333,BCC,2,2.4288,9.1338,8.5479,0.0503,4.3333,34.3333,0.1346,2273,6.53,149.7667,1.49,77.3323,1.6667,6.2233,4.2267,51.5667,5.3933,1.83,7.7667,96.6667,96.3333,133.8333,28,0.4047,0.2033,0.4444,8.2222,0.0315,318,1.3667,6.9889,0.1067,19.6436,0.4444,0.9156,0.1178,10.4222,1.0778,0.4333,1.6222,35.5556,18.8889,26.1111,8.7333,0.0098,0.0244,0.1088,0.2543,0.2568,0.1521,0.2551,0.0777,0.2696,0.2828,0.1785,0.0297,0.2145,0.2334,0.2583,0.2352,0.3992,0.2131,0.2072,0.3352,0.0283,0.141
0,0,0,0,0,0,0,25,0,25,0,0,0,25,25,BCC,2,2.2909,11.5256,11.7286,0.0486,4.25,43.75,0.1148,2331.25,8.2175,151.7625,1.4425,102.6217,1.75,6.2775,4.145,50.025,5.36,1.8125,7.4,115.75,91.75,129.675,28.325,0.3997,0.215,0.375,14.125,0.037,296.75,2.7125,7.2375,0.1275,37.9341,0.375,0.7275,0.17,8.5875,0.825,0.3337,1.4,45.75,18.75,21.6625,6.875,0.0122,0.03,0.1019,0.4109,0.3958,0.1356,0.3966,0.0899,0.4617,0.2474,0.1539,0.043,0.1988,0.2036,0.2265,0.2303,0.4061,0.2122,0.1933,0.2876,0.0327,0.1489
0,0,20,0,20,0,20,0,0,20,0,20,0,0,0,IM,3,-6.3109,13.381,5.0124,0.0535,6,31.2,0.208,2364,8,131.958,1.776,69.5278,1.4,5.616,4.44,62.46,8.262,2.526,7.74,138.2,210.4,184.22,82.14,0.3088,0.448,0.8,8.24,0.0604,367.2,1.124,6.0976,0.1752,19.9202,0.48,1.2632,0.112,4.912,0.7416,0.3232,1.848,42.56,75.12,32.312,29.568,0.0514,0.1344,0.1826,0.2715,0.3291,0.1697,0.1724,0.1171,0.2937,0.3499,0.2447,0.027,0.0885,0.0973,0.1401,0.2965,0.3868,0.407,0.2214,0.4037,0.1999,0.368
0,0,20,0,20,0,20,20,0,20,0,0,0,0,0,IM,3,-8.5895,13.381,3.6073,0.067,5.8,31,0.2009,2315.6,7.676,134.868,1.758,68.9128,1.4,5.524,4.446,58.98,7.776,2.432,8.12,122,208,175.98,76.82,0.3188,0.424,1.04,8.4,0.0624,405.92,1.4648,8.2824,0.1896,20.4122,0.48,1.3368,0.1048,7.696,1.3248,0.4176,2.304,54.4,78,35.608,35.696,0.0634,0.1632,0.2287,0.2797,0.3432,0.1871,0.2451,0.1269,0.3048,0.3499,0.2547,0.0255,0.1563,0.1897,0.2009,0.3084,0.5063,0.4233,0.2773,0.5135,0.2252,0.4451
0,0,0,0,20,0,20,20,0,20,0,20,0,0,0,IM,3,-7.7589,13.381,3.9945,0.0579,5.6,30.8,0.1944,2316.2,7.462,136.206,1.752,68.702,1.6,5.766,4.406,60.34,7.584,2.278,8.54,132.2,177.8,175.54,63.9,0.348,0.344,1.12,8.56,0.0546,405.44,1.7216,6.6768,0.1944,20.5808,0.48,1.1432,0.1152,7.112,1.1712,0.3616,1.968,49.76,73.76,35.784,30.96,0.0432,0.1088,0.2422,0.287,0.3367,0.187,0.2657,0.129,0.3083,0.3062,0.2141,0.0277,0.1492,0.1864,0.1942,0.2712,0.4526,0.4743,0.2789,0.5533,0.1351,0.3423
0,23.25581395,23.25581395,0,23.25581395,23.25581395,0,6.976744186,0,0,0,0,0,0,0,FCC,4,-8.368,12.8252,2.8761,0.0434,7.9535,25.9535,0.3029,1876.5814,7.9465,126.1779,1.8005,55.7737,1.7674,4.3407,4.7556,59.4326,7.9486,2.3493,11.2,133.9535,217.1628,173.1791,75.9512,0.3095,0.4465,1.4602,1.4602,0.0415,150.1136,0.8637,2.7868,0.1017,2.8604,0.3569,0.1402,0.2971,4.6209,0.7315,0.3634,2.4651,62.834,28.7615,17.4613,23.8821,0.0579,0.1491,0.2252,0.069,0.1676,0.0932,0.147,0.0652,0.0621,0.239,0.0433,0.0642,0.0967,0.1207,0.1697,0.2613,0.5431,0.1896,0.1258,0.3844,0.2323,0.4262
0,11.6149285,23.26473666,0,23.26473666,34.87966516,0,6.975933031,0,0,0,0,0,0,0,FCC,4,-8.8774,12.3189,2.5977,0.0436,8.0694,26.0694,0.3057,1871.9711,7.9545,126.1184,1.8039,55.745,1.7674,4.3465,4.7729,59.5942,7.8767,2.425,11.1411,112.0785,216.1238,171.3948,80.9366,0.2977,0.4756,1.5629,1.5629,0.0432,152.9551,0.8723,2.7948,0.1038,2.8435,0.357,0.1456,0.3158,4.7946,0.7995,0.3338,2.4303,50.3806,29.256,15.5546,17.458,0.0444,0.1204,0.2336,0.0723,0.1732,0.0952,0.1476,0.0666,0.0617,0.2391,0.0437,0.0675,0.0987,0.1251,0.1554,0.2584,0.544,0.192,0.1173,0.3237,0.2117,0.3536
0,0,23.25581395,0,23.25581395,46.51162791,0,6.976744186,0,0,0,0,0,0,0,FCC,4,-9.365,10.1448,2.0228,0.0437,8.186,26.186,0.3085,1867.2791,7.9628,126.0593,1.8074,55.7179,1.7674,4.3523,4.7905,59.7581,7.8044,2.5005,11.0837,90.2326,215.0698,169.6209,85.9047,0.286,0.5047,1.6874,1.6874,0.0452,155.7382,0.8811,2.8034,0.1059,2.8266,0.3569,0.151,0.3345,4.9692,0.8657,0.2691,2.3948,27.7988,29.735,13.6549,13.3002,0.0353,0.1002,0.2404,0.0751,0.178,0.0971,0.1483,0.0679,0.0612,0.239,0.0441,0.0705,0.1006,0.1287,0.1348,0.2553,0.3824,0.1942,0.1068,0.2528,0.1749,0.271
0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,BCC,2,-4.3709,11.5256,7.6971,0.0241,5,52.5,0.1133,2919,12.2925,142.1875,1.75,126.3908,1.75,7.355,4.3575,68.075,8.46,2.525,7.125,137.5,204.5,196.975,72.625,0.3542,0.3275,0.5,21,0.0386,573.5,5.7525,2.7438,0.305,56.0042,0.375,1.2525,0.0962,12.375,2.46,0.5975,1.625,86.25,103.25,55.3625,42.1875,0.0438,0.1075,0.1414,0.42,0.3906,0.225,0.4888,0.2023,0.4607,0.2474,0.2069,0.0263,0.2357,0.3585,0.2992,0.2874,0.7316,0.6025,0.3539,0.7074,0.1369,0.3686
0,0,25,0,0,0,25,25,0,25,0,0,0,0,0,BCC,2,-5.0813,11.5256,5.5385,0.0591,5.25,32.25,0.1742,2441.75,7.625,137.555,1.74,72.1797,1.25,5.835,4.4325,59.05,7.5075,2.495,7.2,115,207.25,178.3,75.65,0.326,0.4075,0.75,9.25,0.0417,381.25,1.78,6.97,0.21,22.2482,0.375,1.36,0.1175,9.55,1.3875,0.435,1.55,57.5,96.75,43.35,43.45,0.072,0.1875,0.1579,0.2879,0.2799,0.1613,0.2755,0.1415,0.3093,0.3464,0.2418,0.0278,0.1745,0.2046,0.2116,0.2637,0.5849,0.4749,0.3046,0.5819,0.2412,0.5099
0,0,0,0,0,0,0,44.44444444,0,0,0,22.22222222,0,11.11111111,22.22222222,BCC,3,-1.5722,10.584,14.1311,0.0695,4.2222,31.7778,0.1575,2099.1111,6.2822,147.3389,1.4867,72.6989,2,5.44,4.2133,48,5.4867,1.6978,8.3667,110.5556,103.7778,124.4667,29.0556,0.3952,0.2256,0.3457,12.5926,0.0482,140.5432,1.6563,8.0519,0.1111,31.7425,0,0.5822,0.1422,6.0444,0.9659,0.197,1.6296,44.9383,21.6296,14.5037,9.3185,0.0197,0.0474,0.0985,0.5019,0.3447,0.0842,0.4172,0.0828,0.567,0,0.1185,0.0372,0.1519,0.2317,0.1485,0.2215,0.4166,0.227,0.1406,0.3941,0.0577,0.2438
0,0,0,0,0,0,0,42.10526316,0,5.263157895,0,21.05263158,0,10.52631579,21.05263158,BCC,3,-1.0326,11.741,24.2571,0.0681,4.2632,32.2632,0.1556,2133.3684,6.4032,147.1053,1.4926,73.7624,1.9474,5.5521,4.2179,49.0105,5.5668,1.7389,8.3105,108.9474,103.8421,127.0211,29.6895,0.3949,0.2263,0.3878,12.5429,0.048,164.2548,1.7219,7.7756,0.109,31.4153,0.0997,0.6932,0.1376,7.2155,1.0332,0.2387,1.5911,44.2659,20.5319,17.5047,9.7108,0.019,0.0459,0.1033,0.4854,0.3434,0.1056,0.4064,0.082,0.5473,0.1147,0.1418,0.0365,0.1692,0.2305,0.1732,0.2189,0.4162,0.2208,0.159,0.3862,0.0563,0.237
0,0,0,0,0,0,0,40,0,10,0,20,0,10,20,BCC,3,-0.5904,12.2284,44.825,0.0667,4.3,32.7,0.154,2164.2,6.512,146.895,1.498,74.7196,1.9,5.653,4.222,49.92,5.639,1.776,8.26,107.5,103.9,129.32,30.26,0.3947,0.227,0.42,12.44,0.0476,193.04,1.7672,7.513,0.1068,30.9931,0.18,0.7796,0.1332,8.128,1.0826,0.2744,1.568,43.5,19.54,19.848,10.024,0.0184,0.0444,0.1066,0.4704,0.3417,0.1189,0.3962,0.0812,0.5296,0.1579,0.1564,0.0357,0.1803,0.2287,0.1887,0.2163,0.4153,0.2151,0.1708,0.3784,0.055,0.2306
0,0,0,0,0,0,0,38.0952381,0,14.28571429,0,19.04761905,0,9.523809524,19.04761905,BCC,3,-0.2257,12.4816,121.2267,0.0655,4.3333,33.0952,0.1524,2192.0952,6.6105,146.7048,1.5029,75.5856,1.8571,5.7443,4.2257,50.7429,5.7043,1.8095,8.2143,106.1905,103.9524,131.4,30.7762,0.3945,0.2276,0.4444,12.2993,0.0471,219.1927,1.8331,7.2639,0.1045,30.507,0.2449,0.8468,0.129,8.8381,1.1181,0.306,1.5456,42.6757,18.6395,21.6762,10.2349,0.0177,0.043,0.1088,0.4567,0.3397,0.1279,0.3867,0.0803,0.5135,0.1884,0.1662,0.0351,0.1877,0.2265,0.1988,0.2137,0.4139,0.2099,0.1787,0.3707,0.0537,0.2248
0,0,0,0,0,0,0,36.36363636,0,18.18181818,0,18.18181818,0,9.090909091,18.18181818,BCC,3,0.0766,12.6017,364.8002,0.0643,4.3636,33.4545,0.1511,2217.4545,6.7,146.5318,1.5073,76.3729,1.8182,5.8273,4.2291,51.4909,5.7636,1.84,8.1727,105,104,133.2909,31.2455,0.3943,0.2282,0.4628,12.1322,0.0465,246.1157,1.88,7.0281,0.1021,29.9792,0.2975,0.8988,0.125,9.3884,1.1428,0.3309,1.5207,41.8182,17.8182,23.0975,10.3669,0.0172,0.0417,0.1102,0.4442,0.3375,0.1342,0.3778,0.0794,0.4987,0.2121,0.1729,0.0344,0.1926,0.2241,0.2055,0.2112,0.4123,0.205,0.1839,0.3633,0.0526,0.2194
0,18.86642885,18.86642885,0,18.86642885,39.63535474,0,0,0,3.7653587,0,0,0,0,0,IM,2,-6.2517,11.9242,3.5762,0.0278,8.4911,27.1688,0.3142,1874.9639,8.3655,125.3474,1.8304,58.2257,1.7737,4.4541,4.8444,61.7642,7.9241,2.4464,11.5459,121.7868,215.1007,178.724,79.1244,0.3059,0.4534,1.3882,1.7004,0.0412,180.9953,0.6268,1.3218,0.0818,3.249,0.3502,0.2347,0.3009,3.784,0.6119,0.2879,2.3369,60.1562,24.111,12.2973,17.4753,0.0437,0.1144,0.1909,0.1142,0.1736,0.1283,0.0817,0.0559,0.126,0.2359,0.1412,0.0645,0.0671,0.0856,0.1323,0.2489,0.5767,0.1694,0.078,0.3047,0.2042,0.3657
0,18.18181818,18.18181818,0,18.18181818,38.19709702,0,0,0,7.257448434,0,0,0,0,0,IM,2,-8.4645,12.3701,2.7865,0.0376,8.3644,27.6707,0.3073,1906.7166,8.3733,125.9843,1.822,59.4842,1.7456,4.5672,4.8247,61.9615,7.8909,2.4477,11.3918,120.2704,211.1054,178.5163,77.7446,0.309,0.4457,1.4806,2.1863,0.0477,221.7775,0.6097,2.4553,0.0912,4.8511,0.3794,0.4359,0.3123,3.7902,0.6139,0.2783,2.4819,59.076,24.6889,12.0852,18.8988,0.0467,0.1192,0.2056,0.1444,0.2099,0.1507,0.0803,0.0599,0.163,0.2495,0.1859,0.0669,0.0676,0.0871,0.1298,0.2573,0.5769,0.1955,0.0769,0.3178,0.2049,0.3761
0,10,10,0,40,0,0,0,0,0,0,0,40,0,0,FCC,4,-0.8277,9.9232,20.7024,0.0404,7.5,25.5,0.2934,1726.8,7.743,128.649,1.706,55.4061,1.9,3.729,4.39,50.53,7.846,2.147,15.4,294.3,212.4,152.17,79.29,0.2735,0.54,0.7,0.7,0.0194,166.24,0.329,5.0808,0.134,1.0565,0.18,0.6472,0.232,10.024,0.9648,0.173,5.04,164.56,13.32,22.536,8.81,0.0395,0.108,0.1075,0.0316,0.0763,0.117,0.056,0.0811,0.0289,0.1579,0.178,0.0632,0.2063,0.1303,0.1225,0.3544,0.5846,0.1082,0.1652,0.2102,0.1896,0.2555
12.5,0,0,0,0,0,0,25,0,25,12.5,0,0,0,25,IM,4,-10.3281,12.9664,2.8029,0.0482,4.25,36.5,0.1384,2232.625,7.32,148.0962,1.5063,83.9908,1.875,6.1037,4.2363,51.85,5.2962,1.79,9.5875,86.875,104.25,134.2,33.2875,0.3879,0.2437,0.5625,13.125,0.0448,523.0312,2.97,6.0769,0.0897,32.3141,0.4375,1.3053,0.0931,12.6375,1.5878,0.4625,3.8094,34.8438,26.6875,33.675,12.8594,0.0252,0.0606,0.1556,0.4716,0.3674,0.2977,0.5493,0.0715,0.5245,0.3197,0.2514,0.026,0.2604,0.3681,0.2845,0.5781,0.4959,0.3518,0.2749,0.4745,0.0793,0.3049
5.005250263,0,12.00560028,0,35.00175009,19.9859993,0,0,0,0,0,0,28.00140007,0,0,FCC,3,-5.5106,12.0559,3.7476,0.0454,7.6293,25.2289,0.299,1713.0021,7.6289,128.3088,1.7362,54.2535,1.93,3.865,4.5069,52.4633,7.5324,2.2369,14.7902,217.0564,206.2678,152.9979,82.2038,0.2715,0.5428,1.2071,1.6474,0.0293,186.7287,0.6878,5.2349,0.1352,3.2721,0.2233,0.5768,0.2571,9.9781,1.1835,0.2995,4.7516,158.4564,20.7766,23.6172,8.1529,0.0324,0.0914,0.2143,0.1217,0.1216,0.1551,0.1656,0.0821,0.1206,0.2106,0.1625,0.0805,0.2109,0.2156,0.1803,0.3684,0.8318,0.1939,0.1818,0.2003,0.1313,0.1851
10.01050053,0,12.00560028,0,35.00175009,19.9859993,0,0,0,0,0,0,22.99614981,0,0,FCC,4,-7.6855,12.572,2.7542,0.0507,7.4291,24.6283,0.2966,1683.6713,7.3902,128.7178,1.7392,52.8542,1.98,3.8885,4.5159,52.2481,7.2897,2.1919,14.8853,192.7809,199.861,150.7606,79.7613,0.2763,0.5298,1.4273,2.479,0.032,226.028,0.9871,5.7828,0.1319,5.3859,0.2353,0.5453,0.2535,10.2665,1.4117,0.3284,4.879,141.2971,26.8554,26.6149,10.9329,0.0326,0.0918,0.2584,0.1652,0.132,0.1862,0.2246,0.08,0.1671,0.2368,0.1544,0.0785,0.2178,0.2808,0.2161,0.3751,0.8991,0.2494,0.2096,0.2523,0.1357,0.1983
22.22222222,22.22222222,0,22.22222222,22.22222222,11.11111111,0,0,0,0,0,0,0,0,0,IM,3,-5.0457,13.1453,3.8986,0.0576,8,24.2222,0.3177,1496.4444,7.2922,129.4411,1.8167,52.145,2,3.9489,4.6678,52.5222,5.8156,1.8733,16.1222,111.2222,160,150.1,53.3333,0.3398,0.3611,2.2222,4.9877,0.0431,311.9506,2.041,6.1017,0.0919,11.1836,0.4444,0.4523,0.2548,10.5086,2.5872,0.3526,3.5802,80.2469,53.3333,36.9778,19.1556,0.0318,0.081,0.3584,0.2513,0.1657,0.2307,0.3412,0.0626,0.2627,0.3333,0.1162,0.0643,0.2234,0.4722,0.2511,0.2685,0.8006,0.3585,0.2892,0.3978,0.1195,0.2831
20.83333333,20.83333333,0,20.83333333,20.83333333,16.66666667,0,0,0,0,0,0,0,0,0,IM,3,-5.4208,13.3508,3.7212,0.0566,8.125,24.4583,0.3202,1510.9167,7.3933,129.1379,1.8225,52.5542,2,3.9796,4.6979,53.3083,5.9058,1.9187,15.9458,108.3333,162.5,152.2375,55.2,0.3375,0.3667,2.1875,4.7743,0.0424,304.5139,1.9556,5.8467,0.0885,10.6551,0.4167,0.4497,0.2766,10.5069,2.5007,0.3495,3.5035,77.6389,52.0833,36.4479,20.2917,0.0316,0.0806,0.3469,0.2439,0.1619,0.2243,0.3301,0.0617,0.2542,0.3227,0.1156,0.0667,0.2207,0.4541,0.2544,0.2663,0.8025,0.3469,0.2813,0.3945,0.1193,0.2763
18.18429662,18.18429662,0,18.18429662,18.18429662,27.26281352,0,0,0,0,0,0,0,0,0,IM,3,-5.881,13.2542,3.4674,0.0544,8.3634,24.9087,0.3249,1538.5196,7.5862,128.5596,1.8336,53.3348,2,4.0381,4.7554,54.8077,6.078,2.0054,15.6094,102.8233,167.2683,156.3144,58.7603,0.3333,0.3773,2.0828,4.331,0.0404,285.8714,1.777,5.3136,0.0826,9.5841,0.3637,0.4351,0.3041,10.2615,2.308,0.3877,3.3027,71.7746,48.929,34.7788,21.596,0.0317,0.0807,0.3236,0.2287,0.1538,0.2111,0.3078,0.0594,0.2371,0.3015,0.113,0.0692,0.2129,0.4189,0.254,0.2603,0.8023,0.3236,0.265,0.3809,0.1178,0.2615
16.66666667,16.66666667,0,16.66666667,16.66666667,33.33333333,0,0,0,0,0,0,0,0,0,IM,3,-5.9938,12.9758,3.3649,0.0529,8.5,25.1667,0.3276,1554.3333,7.6967,128.2283,1.84,53.782,2,4.0717,4.7883,55.6667,6.1767,2.055,15.4167,99.6667,170,158.65,60.8,0.3308,0.3833,2,4.0556,0.0389,272.5556,1.6656,4.9806,0.08,8.9333,0.3333,0.4211,0.3117,9.9778,2.1811,0.405,3.1556,67.8889,46.6667,33.4333,21.8333,0.0315,0.08,0.3094,0.2193,0.1486,0.2028,0.2944,0.0579,0.2268,0.2887,0.1107,0.0696,0.2071,0.3982,0.2505,0.2557,0.7994,0.3094,0.2546,0.3695,0.1162,0.2519
14.27958834,14.27958834,0,14.27958834,14.27958834,42.88164666,0,0,0,0,0,0,0,0,0,FCC,3,-5.9487,12.2615,3.2551,0.0502,8.7148,25.5725,0.3318,1579.2067,7.8704,127.7072,1.85,54.4854,2,4.1244,4.8401,57.0178,6.3318,2.1331,15.1135,94.7015,174.2967,162.3237,64.0082,0.327,0.3929,1.8363,3.5906,0.0357,247.7261,1.4766,4.4425,0.0743,7.8547,0.2856,0.3909,0.3114,9.3204,1.9573,0.4139,2.8768,61.0015,42.4371,30.7432,21.455,0.0303,0.0767,0.2858,0.2035,0.1393,0.1888,0.2719,0.0549,0.2096,0.2672,0.1059,0.0689,0.196,0.3645,0.2406,0.2464,0.7892,0.2858,0.2369,0.3473,0.1125,0.2351
11.11111111,0,22.22222222,0,22.22222222,22.22222222,0,0,0,0,0,0,22.22222222,0,0,IM,3,-8.7717,13.1453,2.5658,0.0512,7.2222,24.3333,0.2912,1712.1111,7.2889,128.9344,1.7233,52.214,1.8889,3.8744,4.5311,51.8778,7.17,2.2622,14.4,180.5556,205.1111,149.7667,82.6222,0.2693,0.55,1.5802,2.6667,0.0367,258.963,1.0637,5.8593,0.1304,5.704,0.3951,0.5319,0.2751,10.2074,1.4311,0.4247,5.2889,141.9753,35.4568,27.1111,14.4247,0.0394,0.1111,0.2828,0.1744,0.1472,0.2078,0.2381,0.0805,0.1762,0.2999,0.1521,0.0807,0.2203,0.2917,0.2358,0.4279,0.9707,0.2786,0.2162,0.2833,0.1588,0.2187
16.66666667,0,20.83333333,0,20.83333333,20.83333333,0,0,0,0,0,0,20.83333333,0,0,IM,3,-10.7517,13.3508,2.0655,0.056,6.9583,23.625,0.2874,1663.4167,7.0021,129.8242,1.7162,50.637,1.9583,3.8442,4.5154,50.7417,6.8337,2.1883,14.975,170.2083,196.6667,145.3625,79.2833,0.2735,0.5387,1.7188,3.5417,0.0375,303.6458,1.434,6.6052,0.1281,7.885,0.3993,0.5365,0.2644,10.9896,1.762,0.4597,5.6771,137.4132,42.2222,30.9219,17.2292,0.0404,0.1135,0.32,0.2091,0.1531,0.2361,0.2876,0.0799,0.2133,0.312,0.1516,0.0796,0.2347,0.3523,0.2699,0.4252,1.0245,0.3268,0.2455,0.3291,0.1625,0.2308
0,0,31.25,0,31.25,31.25,0,6.25,0,0,0,0,0,0,0,BCC+FCC,3,-7.9434,10.5067,2.5244,0.0416,7.75,25.75,0.2972,1908.5,7.775,125.8906,1.7837,55.0336,1.6875,4.3094,4.6925,58.575,8.055,2.4962,10.4188,99.0625,222.875,166.7125,88.7062,0.2766,0.5312,1.5625,1.5625,0.044,173.75,0.775,2.5324,0.1078,2.7943,0.4297,0.1492,0.2859,4.1562,0.85,0.3047,2.6641,31.8359,35.0781,10.9922,16.1211,0.0416,0.118,0.2392,0.072,0.1743,0.0998,0.1399,0.0667,0.0588,0.2747,0.045,0.0663,0.0946,0.1237,0.1425,0.284,0.3632,0.1959,0.0995,0.2523,0.1887,0.2701
0,0,30.3030303,0,30.3030303,30.3030303,0,9.090909091,0,0,0,0,0,0,0,BCC+FCC,3,-9.4555,10.8364,2.1883,0.0492,7.6364,25.6364,0.2937,1909.4848,7.6758,126.5045,1.7764,54.8164,1.697,4.3258,4.6815,58.1394,7.9694,2.4703,10.4121,97.8788,219.6364,165.1727,86.7242,0.2805,0.5212,1.6529,1.6529,0.0469,169.6786,0.8718,3.5719,0.1135,2.9729,0.4224,0.1646,0.2839,4.5583,0.928,0.3269,2.5914,31.5886,35.978,12.5179,16.8338,0.0428,0.1205,0.2535,0.0755,0.1863,0.0982,0.1576,0.07,0.0623,0.2708,0.049,0.0668,0.1029,0.1373,0.1537,0.2799,0.3684,0.2128,0.1121,0.2851,0.1995,0.2921
0,0,29.41176471,0,29.41176471,29.41176471,0,11.76470588,0,0,0,0,0,0,0,BCC,3,-10.7785,11.0707,1.9622,0.0548,7.5294,25.5294,0.2904,1910.4118,7.5824,127.0824,1.7694,54.612,1.7059,4.3412,4.6712,57.7294,7.8888,2.4459,10.4059,96.7647,216.5882,163.7235,84.8588,0.2842,0.5118,1.7301,1.7301,0.0494,165.7785,0.9561,4.4865,0.1183,3.1259,0.4152,0.1779,0.2817,4.9066,0.9955,0.346,2.5225,31.3149,36.7128,13.8547,17.436,0.0437,0.1225,0.2661,0.0785,0.1967,0.0968,0.1723,0.0728,0.0653,0.2671,0.0523,0.0671,0.11,0.1487,0.1633,0.2759,0.373,0.2274,0.1225,0.3136,0.2078,0.3117
0,0,28.57142857,0,28.57142857,28.57142857,0,14.28571429,0,0,0,0,0,0,0,BCC,3,-11.9371,11.2386,1.7994,0.0593,7.4286,25.4286,0.2873,1911.2857,7.4943,127.6271,1.7629,54.4193,1.7143,4.3557,4.6614,57.3429,7.8129,2.4229,10.4,95.7143,213.7143,162.3571,83.1,0.2877,0.5029,1.7959,1.7959,0.0515,162.0408,1.0294,5.2922,0.1224,3.2568,0.4082,0.1894,0.2792,5.2082,1.0539,0.3624,2.4571,31.0204,37.3061,15.0204,18,0.0444,0.1241,0.2774,0.081,0.2058,0.0954,0.185,0.0752,0.0678,0.2635,0.0549,0.0674,0.116,0.1585,0.1717,0.2721,0.3771,0.2403,0.1312,0.3389,0.2143,0.3293
0,0,27.77777778,0,27.77777778,27.77777778,0,16.66666667,0,0,0,0,0,0,0,BCC,3,-12.9522,11.3574,1.6767,0.0629,7.3333,25.3333,0.2844,1912.1111,7.4111,128.1417,1.7567,54.2373,1.7222,4.3694,4.6522,56.9778,7.7411,2.4011,10.3944,94.7222,211,161.0667,81.4389,0.291,0.4944,1.8519,1.8519,0.0533,158.4568,1.0932,6.0028,0.1259,3.3686,0.4012,0.1994,0.2765,5.4691,1.1043,0.3765,2.3951,30.7099,37.7778,16.037,19.3796,0.0456,0.1253,0.2875,0.0832,0.2139,0.094,0.1961,0.0773,0.0699,0.2601,0.0571,0.0676,0.1212,0.167,0.179,0.2685,0.3808,0.2518,0.1388,0.3617,0.2193,0.3452
0,22.22222222,0,22.22222222,22.22222222,22.22222222,0,0,0,11.11111111,0,0,0,0,0,IM,4,-2.08,13.1453,11.2915,0.0445,9,29,0.3196,1786.6667,8.6356,127.3467,1.8489,62.9933,1.6667,4.53,4.7667,59.7333,7.0033,2.1978,13.1667,124,178.3333,172.1778,60.6556,0.3422,0.3556,1.3333,2.6667,0.0492,224.8889,0.3481,3.6578,0.0637,6.8929,0.4444,0.6756,0.2741,5.8074,1.3259,0.2415,1.9111,68.8889,37.7778,17.758,19.284,0.0402,0.1017,0.196,0.1507,0.2324,0.2131,0.0483,0.0501,0.1729,0.2828,0.2505,0.0622,0.1166,0.244,0.1252,0.2025,0.6275,0.229,0.126,0.3226,0.1327,0.3196
0,11.11111111,0,11.11111111,11.11111111,11.11111111,0,0,0,55.55555556,0,0,0,0,0,IM,4,-14.2304,10.8337,1.7269,0.0647,7,35,0.2208,2268.3333,8.6078,135.1233,1.7244,77.9497,1.3333,6.05,4.5333,63.4667,7.0067,2.3389,10.2333,102,141.6667,172.5889,50.8778,0.3661,0.2978,2.2222,6.6667,0.1098,535.1852,0.1926,8.6407,0.1383,16.6181,0.4444,1.6889,0.2667,4.563,0.6637,0.2148,3.2593,44.2222,43.3333,9.0617,13.9877,0.0352,0.0859,0.3367,0.1928,0.5068,0.2433,0.0344,0.0816,0.2158,0.3536,0.2841,0.0692,0.0974,0.1725,0.1027,0.3407,0.5809,0.3294,0.0889,0.333,0.1093,0.3324
0,8.681462141,0,8.681462141,8.681462141,8.681462141,0,0,0,65.27415144,0,0,0,0,0,IM,4,-13.3723,9.371,1.6634,0.0612,6.5627,36.312,0.1992,2373.6586,8.6017,136.8238,1.6972,81.2201,1.2604,6.3824,4.4823,64.283,7.0074,2.3697,9.5919,97.1893,133.6488,172.6788,48.7397,0.3713,0.2851,2.04,6.1201,0.1008,491.3073,0.1536,7.9323,0.1269,15.2557,0.3852,1.5504,0.238,3.9499,0.5187,0.1839,2.992,36.2228,38.0341,7.1114,11.6715,0.0302,0.0737,0.3415,0.1779,0.5372,0.2219,0.0305,0.0793,0.1983,0.3482,0.2576,0.0655,0.0883,0.1524,0.093,0.3453,0.547,0.3288,0.0786,0.3182,0.0989,0.318
