Pm,e/a,EWF,ad-e/n,δ-e/n,δ-ρ,δ-Ec,δ-G,δ-υ,Phase
1,2.05,4.7985,0.0512,0.192,0.2772,0.1313,0.4453,0.1877,BCC+FCC
1,1.8,4.691,0.0494,0.1843,0.3003,0.1256,0.3885,0.1062,BCC+FCC
2,1.85,4.5225,0.0896,0.4675,0.3304,0.2686,0.5966,0.1571,IM
1,1.7,4.747,0.0487,0.2012,0.1926,0.1351,0.3934,0.1372,BCC+FCC
4,1.8,4.749,0.0348,0.1308,0.1702,0.0865,0.3352,0.1657,FCC
1,1.6,4.6865,0.0506,0.1676,0.1793,0.1432,0.3509,0.195,BCC+FCC
1,1.8,4.617,0.0453,0.1922,0.2205,0.0889,0.3564,0.1717,BCC+FCC
1,1.9,4.6125,0.0286,0.1074,0.0778,0.1578,0.2409,0.1874,FCC
1,1.75,4.672,0.0464,0.1729,0.2871,0.1016,0.4993,0.2728,BCC+FCC
2,1.85,4.8065,0.0285,0.128,0.1744,0.1116,0.3475,0.1278,FCC
1,1.95,4.843,0.0486,0.1749,0.2474,0.1109,0.4217,0.1743,BCC+FCC
1,1.95,4.872,0.0474,0.1746,0.2572,0.0786,0.4676,0.2043,BCC+FCC
1,1.85,4.645,0.032,0.1143,0.0804,0.1607,0.2825,0.2001,FCC
2,1.8,4.57,0.1185,0.6411,0.2871,0.2286,0.5606,0.1324,IM
1,1.9,4.676,0.0475,0.1698,0.3262,0.1169,0.5521,0.2432,BCC+FCC
2,1.8,4.84,0.0329,0.1627,0.0507,0.1803,0.2912,0.1343,FCC
4,2.0,4.7565,0.032,0.1309,0.1768,0.0729,0.2565,0.1343,FCC
1,1.7,4.678,0.0442,0.1564,0.2319,0.1072,0.3699,0.1438,BCC+FCC
1,1.65,4.589,0.0497,0.165,0.1781,0.1584,0.3139,0.1753,BCC+FCC
2,1.7,4.5655,0.119,0.507,0.3037,0.2754,0.5818,0.1209,IM
1,2.1,4.5555,0.0292,0.1188,0.228,0.1726,0.302,0.1919,FCC
3,1.9,4.08,0.0391,0.5329,0.377,0.1196,0.4432,0.0667,BCC
2,1.65,4.144,0.0324,0.4736,0.3042,0.1358,0.4485,0.0704,BCC
4,1.8,4.1155,0.0403,0.5473,0.3761,0.1468,0.4954,0.0766,BCC
1,1.9,4.686,0.0477,0.172,0.3239,0.0925,0.4623,0.2327,BCC+FCC
1,2.0,4.7605,0.0442,0.1693,0.2449,0.1015,0.3524,0.1647,BCC+FCC
4,1.95,4.6325,0.0331,0.1581,0.0897,0.2127,0.1137,0.0898,FCC
3,2.0,4.7765,0.0255,0.1033,0.1669,0.0523,0.3155,0.1665,FCC
4,1.85,4.7165,0.0306,0.1297,0.1753,0.1103,0.3425,0.1365,FCC
2,1.75,4.2305,0.0449,0.3575,0.4506,0.1913,0.3997,0.0536,BCC
1,1.85,4.4975,0.0481,0.1885,0.3599,0.106,0.4217,0.1098,BCC+FCC
1,1.95,4.858,0.0461,0.1715,0.2459,0.1192,0.3894,0.1466,BCC+FCC
3,1.65,4.1905,0.0419,0.5939,0.402,0.1797,0.4464,0.0686,BCC
1,1.85,4.722,0.0461,0.1659,0.2834,0.0907,0.48,0.2319,BCC+FCC
3,1.75,4.592,0.0885,0.4043,0.3104,0.2734,0.6096,0.1416,IM
1,1.8,4.6935,0.0507,0.2095,0.2482,0.1099,0.4706,0.1521,BCC+FCC
2,2.05,4.7505,0.0269,0.1159,0.2283,0.0697,0.3859,0.1737,FCC
3,1.9,4.87,0.0197,0.0829,0.0618,0.0479,0.3522,0.1744,FCC
1,1.9,4.744,0.0234,0.0997,0.1642,0.0855,0.3516,0.1462,FCC
1,2.0,4.7285,0.0444,0.1626,0.3253,0.1,0.5152,0.2011,BCC+FCC
1,1.9,4.7555,0.048,0.1712,0.2476,0.1029,0.4837,0.2199,BCC+FCC
1,1.9,4.687,0.0485,0.1737,0.2824,0.1264,0.3181,0.1647,BCC+FCC
4,2.0,4.5165,0.0293,0.1322,0.173,0.175,0.1918,0.1171,FCC
1,1.95,4.7835,0.0521,0.1791,0.3278,0.102,0.4806,0.2077,BCC+FCC
4,1.95,4.1465,0.0445,0.4076,0.4699,0.1514,0.4521,0.0535,BCC
1,1.8,4.576,0.0491,0.1855,0.3205,0.1019,0.4131,0.1734,BCC+FCC
1,1.85,4.515,0.0357,0.1467,0.1057,0.1919,0.2327,0.187,FCC
3,1.95,4.8515,0.0369,0.1849,0.1177,0.1537,0.3529,0.1535,FCC
4,1.7,4.7275,0.0352,0.1728,0.0634,0.1895,0.3722,0.1664,FCC
4,1.65,4.145,0.0396,0.6574,0.3216,0.1469,0.6087,0.08,BCC
1,2.0,4.605,0.0347,0.1395,0.1091,0.1935,0.1977,0.1686,FCC
1,1.9,4.7295,0.0483,0.1711,0.2887,0.1017,0.4987,0.2348,BCC+FCC
2,1.85,4.59,0.0964,0.4835,0.3349,0.2162,0.6901,0.1376,IM
1,1.75,4.753,0.045,0.1602,0.2338,0.1019,0.3806,0.171,BCC+FCC
1,2.0,4.6355,0.0478,0.1797,0.2509,0.1196,0.3928,0.1735,BCC+FCC
1,1.95,4.746,0.0502,0.1846,0.3017,0.0907,0.4742,0.2169,BCC+FCC
1,1.65,4.6255,0.0425,0.1713,0.1996,0.1072,0.4274,0.1771,BCC+FCC
1,1.85,4.635,0.0326,0.1099,0.0763,0.1628,0.222,0.161,FCC
3,1.75,4.177,0.0412,0.3766,0.3218,0.1489,0.3725,0.0532,BCC
1,1.45,4.574,0.0468,0.1652,0.1745,0.0974,0.3975,0.1827,BCC+FCC
1,1.7,4.692,0.0517,0.1859,0.2891,0.1356,0.4646,0.1579,BCC+FCC
1,1.95,4.686,0.0451,0.1686,0.3246,0.1039,0.4937,0.1968,BCC+FCC
1,2.15,4.6385,0.0437,0.1711,0.3045,0.1143,0.4072,0.1394,BCC+FCC
4,1.7,4.1845,0.0441,0.4334,0.3969,0.163,0.3611,0.0553,BCC
1,1.9,4.611,0.0443,0.1748,0.2681,0.0818,0.5019,0.2305,BCC+FCC
3,1.6,4.187,0.041,0.44,0.3436,0.1509,0.5501,0.0633,BCC
3,1.75,4.166,0.0458,0.482,0.4153,0.1719,0.41,0.0587,BCC
1,1.65,4.5745,0.0482,0.181,0.2829,0.125,0.5081,0.267,BCC+FCC
3,1.55,4.1715,0.0394,0.4476,0.3028,0.1233,0.5055,0.0654,BCC
4,1.75,4.193,0.0433,0.381,0.3675,0.155,0.4215,0.0655,BCC
4,1.75,4.1535,0.0403,0.4503,0.4127,0.1654,0.4328,0.0588,BCC
1,1.9,4.7025,0.0354,0.1272,0.0944,0.1642,0.2206,0.1532,FCC
1,1.75,4.5275,0.0322,0.1263,0.0842,0.1638,0.2899,0.2283,FCC
1,2.1,4.6975,0.0472,0.1758,0.3628,0.1081,0.4241,0.1511,BCC+FCC
1,1.75,4.677,0.0459,0.1985,0.1904,0.1075,0.3969,0.1403,BCC+FCC
2,1.8,4.5755,0.0738,0.357,0.2572,0.1614,0.5645,0.2322,IM
1,2.05,4.676,0.0487,0.1893,0.3011,0.1049,0.3538,0.1381,BCC+FCC
2,1.75,4.506,0.109,0.5276,0.3186,0.2174,0.5647,0.1365,IM
1,1.7,4.7455,0.0483,0.1757,0.2416,0.1245,0.4861,0.1889,BCC+FCC
1,1.95,4.6025,0.0484,0.1924,0.2855,0.0862,0.5247,0.2151,BCC+FCC
2,1.9,4.824,0.0323,0.1235,0.17,0.0684,0.3272,0.1736,FCC
1,1.75,4.87,0.0354,0.1303,0.0877,0.0313,0.3803,0.2399,FCC
3,1.65,4.145,0.0361,0.5535,0.3182,0.132,0.4342,0.0796,BCC
1,1.9,4.7145,0.0475,0.1666,0.2844,0.1303,0.4683,0.2311,BCC+FCC
1,1.85,4.7105,0.0489,0.1753,0.248,0.1275,0.4784,0.2426,BCC+FCC
1,1.65,4.6455,0.0457,0.1677,0.2352,0.1168,0.4863,0.2215,BCC+FCC
1,2.05,4.775,0.0555,0.2034,0.321,0.1195,0.4977,0.1942,BCC+FCC
1,2.1,4.7325,0.0485,0.173,0.3643,0.1033,0.4845,0.1925,BCC+FCC
3,1.75,4.124,0.0422,0.4813,0.3436,0.1398,0.614,0.1161,BCC
2,1.95,4.7555,0.0338,0.1324,0.2294,0.0895,0.3562,0.154,FCC
1,1.75,4.6245,0.0484,0.1744,0.2843,0.1297,0.5277,0.2483,BCC+FCC
4,2.05,4.753,0.0367,0.1475,0.2359,0.0882,0.2736,0.1161,FCC
