Pm,ρ,α,ad-e/n,δ-e/n,δ-Ec,Phase
1,7.8207,12.0621,0.0534,0.2114,0.0952,IM
3,7.8333,13.6513,0.0341,0.1504,0.0702,IM
1,10.5257,8.7714,0.0377,0.3973,0.2195,IM
3,7.7202,12.9945,0.0364,0.1522,0.1155,IM
1,7.8209,12.1349,0.0368,0.1425,0.0624,FCC
1,7.2351,18.0182,0.0329,0.1324,0.1854,FCC
1,5.5725,11.725,0.0477,0.3233,0.2827,IM
3,8.875,13.55,0.0119,0.0345,0.0057,FCC
3,7.1607,12.736,0.0636,0.244,0.1112,IM
1,6.3333,11.4834,0.0528,0.3154,0.2666,IM
1,7.3693,13.4961,0.0435,0.1632,0.0921,BCC+FCC
3,6.9038,11.2571,0.0571,0.4447,0.2668,IM
1,9.5475,10.625,0.0458,0.4147,0.2837,IM
3,8.2544,11.1244,0.0364,0.1534,0.0938,FCC
3,8.6244,6.9,0.0378,0.3696,0.1347,BCC
3,7.7562,12.7265,0.0378,0.1594,0.1141,IM
1,7.86,12.7,0.0195,0.0823,0.1174,BCC+FCC
3,10.76,7.575,0.0449,0.4661,0.1847,BCC
3,7.2008,11.3,0.1078,0.452,0.1922,IM
1,8.1436,11.3727,0.041,0.1552,0.0696,IM
3,7.7677,13.3895,0.0442,0.1797,0.0843,IM
1,6.9955,13.5333,0.0598,0.2324,0.0918,BCC+FCC
1,6.7036,14.6363,0.0467,0.1712,0.1039,BCC+FCC
1,7.3933,20.497,0.0141,0.0832,0.1636,BCC+FCC
3,6.586,15.12,0.068,0.2568,0.1377,FCC
1,5.1467,18.1222,0.0439,0.181,0.1216,FCC
3,6.9574,13.5609,0.0529,0.2019,0.1049,BCC
4,8.3477,11.7991,0.03,0.1159,0.0284,IM
4,8.6356,13.1667,0.0492,0.2324,0.2505,IM
3,7.9138,13.15,0.027,0.1067,0.1377,IM
2,6.53,7.7667,0.0315,0.2568,0.1785,BCC
3,6.948,12.5333,0.0677,0.2626,0.1126,IM
1,9.846,6.58,0.0295,0.2791,0.1959,IM
3,6.699,12.4,0.0568,0.2627,0.2019,IM
3,7.5087,13.0259,0.0544,0.2185,0.188,IM
3,8.3175,11.09,0.1186,0.526,0.203,IM
4,7.9628,11.0837,0.0452,0.178,0.0441,FCC
1,9.9742,10.2053,0.0722,0.3336,0.3342,IM
3,6.58,7.56,0.0506,0.3236,0.2137,IM
3,7.8495,7.82,0.0367,0.323,0.2,BCC
1,6.2718,14.7363,0.0503,0.2308,0.2237,BCC
1,7.8625,14.7625,0.0328,0.1312,0.0985,FCC
3,7.5359,14.1989,0.0475,0.1828,0.1389,BCC+FCC
3,8.012,7.16,0.0592,0.4768,0.21,IM
1,7.438,12.89,0.0487,0.1681,0.0847,BCC+FCC
1,7.554,15.205,0.0412,0.1539,0.0972,BCC+FCC
1,7.086,15.6,0.0392,0.1569,0.1042,BCC+FCC
1,7.285,15.95,0.0434,0.1609,0.1066,BCC+FCC
1,7.429,12.04,0.0465,0.1746,0.1134,BCC+FCC
1,7.817,15.325,0.0484,0.1696,0.1193,BCC+FCC
3,8.2085,11.25,0.0344,0.1303,0.0308,FCC
1,8.3525,11.55,0.0354,0.1303,0.0313,FCC
4,8.545,13.53,0.0253,0.0813,0.0846,FCC
2,8.6975,12.665,0.028,0.1422,0.1188,FCC
2,8.3525,12.575,0.0292,0.1241,0.064,FCC
2,8.3605,12.6,0.0341,0.1439,0.0725,FCC
1,8.0115,14.245,0.0487,0.1935,0.1368,BCC+FCC
1,7.47,14.175,0.0474,0.1772,0.1044,BCC+FCC
1,7.386,15.815,0.0505,0.1825,0.1122,BCC+FCC
1,7.9435,14.005,0.0495,0.1725,0.109,BCC+FCC
1,7.3225,15.035,0.0585,0.1971,0.1124,BCC+FCC
1,7.5555,15.375,0.0417,0.1569,0.1039,BCC+FCC
1,7.41,14.905,0.0409,0.1544,0.0962,BCC+FCC
1,6.8695,14.765,0.0429,0.1641,0.1017,BCC+FCC
1,6.8865,14.56,0.0474,0.1737,0.1024,BCC+FCC
1,6.8655,14.1,0.0523,0.1845,0.1024,BCC+FCC
1,7.1165,15.215,0.0491,0.1736,0.1053,BCC+FCC
1,6.9105,14.915,0.0422,0.1588,0.1015,BCC+FCC
1,6.4865,14.745,0.0459,0.1708,0.1059,BCC+FCC
1,6.6,15.43,0.0437,0.1619,0.1074,BCC+FCC
1,7.0395,12.5,0.0484,0.1924,0.0862,BCC+FCC
1,7.37,12.02,0.0436,0.1637,0.077,BCC+FCC
1,7.5635,13.655,0.0504,0.1751,0.1022,BCC+FCC
1,7.1065,13.97,0.0533,0.187,0.124,BCC+FCC
1,7.543,13.56,0.0455,0.1624,0.1357,BCC+FCC
1,7.6255,13.94,0.045,0.1582,0.1368,BCC+FCC
1,6.987,13.345,0.0504,0.1837,0.1133,BCC+FCC
1,7.1695,14.855,0.0508,0.177,0.1331,BCC+FCC
1,6.994,14.17,0.0464,0.1726,0.1291,BCC+FCC
1,6.9905,14.195,0.0449,0.1684,0.1286,BCC+FCC
1,6.9765,13.42,0.0461,0.1715,0.112,BCC+FCC
1,7.138,14.205,0.0464,0.1645,0.114,BCC+FCC
3,8.38,14.515,0.0271,0.1047,0.1014,FCC
4,7.874,14.655,0.0344,0.1318,0.1039,FCC
4,8.0135,14.445,0.029,0.1196,0.0902,FCC
1,7.0945,15.72,0.0427,0.1646,0.1099,BCC+FCC
1,7.398,14.275,0.0504,0.2085,0.1117,BCC+FCC
3,8.339,13.08,0.0335,0.1577,0.1324,FCC
1,6.9905,14.055,0.0509,0.2038,0.0975,BCC+FCC
1,7.327,15.18,0.0465,0.1782,0.1018,BCC+FCC
1,7.1545,15.125,0.0541,0.2026,0.1059,BCC+FCC
1,6.917,15.52,0.0477,0.1844,0.11,BCC+FCC
4,8.13,13.265,0.028,0.1176,0.071,FCC
3,8.0715,13.24,0.0251,0.1113,0.071,FCC
1,7.2475,13.67,0.0463,0.1805,0.1214,BCC+FCC
4,7.8445,15.985,0.0248,0.1038,0.1704,FCC
4,7.4825,16.425,0.0253,0.1059,0.1699,FCC
1,7.4555,14.905,0.054,0.2068,0.1341,BCC+FCC
1,8.0085,13.21,0.0479,0.1638,0.1005,BCC+FCC
1,7.7995,13.705,0.0516,0.1753,0.1059,BCC+FCC
1,7.5395,14.815,0.0435,0.1602,0.1088,BCC+FCC
1,7.0695,13.905,0.0479,0.1798,0.1023,BCC+FCC
1,7.074,14.415,0.0506,0.1908,0.1052,BCC+FCC
1,6.948,14.925,0.053,0.1897,0.1116,BCC+FCC
1,7.621,15.585,0.0508,0.1788,0.1248,BCC+FCC
1,7.432,13.76,0.0493,0.1867,0.1173,BCC+FCC
1,7.35,13.065,0.0434,0.1863,0.0813,BCC+FCC
1,7.001,14.325,0.0448,0.1806,0.1001,BCC+FCC
1,6.7935,14.99,0.0508,0.1932,0.1098,BCC+FCC
1,6.9405,11.03,0.0416,0.1665,0.1242,BCC+FCC
1,7.253,13.465,0.0432,0.1718,0.1129,BCC+FCC
1,6.9945,13.985,0.0445,0.1678,0.1133,BCC+FCC
1,7.5805,13.165,0.0474,0.2053,0.0929,BCC+FCC
1,7.767,14.575,0.0448,0.1691,0.1139,BCC+FCC
1,7.873,15.065,0.0461,0.1706,0.1223,BCC+FCC
1,7.614,15.655,0.0511,0.185,0.1267,BCC+FCC
1,7.0885,14.85,0.0429,0.181,0.1071,BCC+FCC
1,6.9475,14.43,0.047,0.1881,0.1144,BCC+FCC
4,8.3835,12.3,0.0321,0.1201,0.065,FCC
2,8.5505,12.865,0.0225,0.0867,0.0487,FCC
3,8.449,12.885,0.0242,0.0919,0.0634,FCC
2,8.497,12.985,0.0228,0.0901,0.0637,FCC
3,8.594,12.315,0.0369,0.1726,0.1556,FCC
3,8.143,11.69,0.0371,0.1465,0.0695,FCC
4,8.215,12.145,0.0311,0.1314,0.0674,FCC
4,7.942,14.61,0.0258,0.1076,0.1651,FCC
4,7.856,14.255,0.0265,0.1087,0.1632,FCC
1,7.952,14.455,0.0288,0.1128,0.1647,FCC
1,7.897,14.67,0.0315,0.1211,0.1736,FCC
1,8.8015,13.35,0.0275,0.1466,0.148,FCC
1,7.938,13.48,0.048,0.2014,0.1143,BCC+FCC
1,7.933,13.335,0.0459,0.1985,0.1075,BCC+FCC
1,8.467,13.505,0.0269,0.1255,0.0815,FCC
3,8.7205,13.63,0.0296,0.1611,0.1874,FCC
3,8.6095,12.995,0.0287,0.1561,0.1637,FCC
3,8.561,13.26,0.0302,0.1609,0.1811,FCC
4,9.081,13.465,0.0357,0.1962,0.2105,FCC
3,9.126,13.225,0.033,0.1923,0.1945,FCC
3,9.121,13.08,0.0321,0.1906,0.1859,FCC
4,9.069,13.37,0.0334,0.1942,0.2034,FCC
4,8.3525,13.035,0.0292,0.1126,0.0921,FCC
2,8.606,13.8,0.0274,0.1088,0.1101,FCC
4,8.463,13.575,0.0318,0.1366,0.1222,FCC
4,8.596,13.51,0.0241,0.1042,0.0925,FCC
4,8.6425,13.44,0.0217,0.0993,0.0809,FCC
1,8.2695,16.08,0.034,0.114,0.1724,FCC
1,8.288,16.92,0.0327,0.1158,0.1769,FCC
1,8.3345,16.85,0.0313,0.1112,0.1806,FCC
3,8.401,13.66,0.0194,0.0747,0.0932,FCC
4,8.654,12.615,0.0329,0.16,0.1225,FCC
1,8.065,14.92,0.0337,0.1372,0.1623,FCC
1,7.84,13.35,0.044,0.1917,0.1149,BCC+FCC
1,7.8125,13.895,0.0442,0.1899,0.1366,BCC+FCC
4,8.4755,12.525,0.0354,0.1734,0.1563,FCC
4,8.399,12.895,0.0318,0.1604,0.1764,FCC
1,8.533,14.755,0.0372,0.1679,0.2253,FCC
4,7.9505,15.59,0.027,0.1145,0.1922,FCC
3,11.246,7.005,0.0396,0.6162,0.1285,BCC
1,8.17,14.975,0.047,0.1552,0.1381,BCC+FCC
1,7.8555,14.59,0.0356,0.1448,0.1929,FCC
3,10.8595,6.88,0.0361,0.5535,0.132,BCC
3,11.3495,6.96,0.0389,0.4508,0.1343,BCC
3,11.286,6.4,0.0402,0.3835,0.1556,BCC
3,9.243,6.7,0.0416,0.3018,0.1633,BCC
3,10.1555,7.06,0.0426,0.4727,0.1369,BCC
4,9.952,6.55,0.0419,0.3646,0.1474,BCC
3,9.628,6.765,0.0419,0.4841,0.1135,BCC
4,9.7015,7.075,0.0373,0.4671,0.1502,BCC
2,7.434,7.525,0.0423,0.3904,0.1557,BCC
3,9.5185,6.655,0.0441,0.5049,0.1378,BCC
4,9.9135,6.695,0.0401,0.5035,0.1266,BCC
4,9.217,6.77,0.0431,0.4803,0.1353,BCC
2,10.017,6.77,0.0409,0.4993,0.1284,BCC
2,9.51,6.73,0.0368,0.4471,0.136,BCC
4,11.204,6.85,0.0429,0.5182,0.1398,BCC
4,10.2255,6.915,0.0383,0.452,0.1372,BCC
4,9.8675,7.015,0.0399,0.4474,0.1472,BCC
4,7.9765,12.98,0.0367,0.1423,0.0899,FCC
2,8.1575,13,0.0323,0.1235,0.0684,FCC
3,8.176,12.965,0.0369,0.1378,0.0799,FCC
3,8.1245,12.89,0.0367,0.1373,0.0792,FCC
2,8.2055,13.1,0.0316,0.1226,0.0687,FCC
1,7.743,13.485,0.0483,0.1714,0.1021,BCC+FCC
1,7.693,13.58,0.0478,0.1732,0.1016,BCC+FCC
1,7.5525,12.81,0.0431,0.1705,0.094,BCC+FCC
1,7.8755,13.77,0.045,0.1602,0.1019,BCC+FCC
1,7.838,13.15,0.0467,0.1636,0.0911,BCC+FCC
1,7.844,13.83,0.0502,0.1736,0.1064,BCC+FCC
1,7.8455,14,0.0511,0.1758,0.1068,BCC+FCC
1,7.7875,13.61,0.0474,0.1697,0.1025,BCC+FCC
1,7.8665,14.015,0.043,0.1595,0.1037,BCC+FCC
1,7.3105,13.195,0.0524,0.1896,0.1003,BCC+FCC
1,7.259,13.12,0.0502,0.1865,0.0984,BCC+FCC
1,7.444,14.015,0.0537,0.1904,0.1042,BCC+FCC
1,7.555,13.995,0.0444,0.164,0.0985,BCC+FCC
1,7.781,15.485,0.0414,0.1577,0.1151,BCC+FCC
1,7.395,12.935,0.0496,0.1744,0.0909,BCC+FCC
1,7.5975,14.315,0.0439,0.1636,0.1028,BCC+FCC
1,7.4585,13.715,0.043,0.1615,0.0957,BCC+FCC
1,7.5115,13.96,0.0455,0.1685,0.1009,BCC+FCC
1,7.4015,15.885,0.0552,0.1879,0.1126,BCC+FCC
1,7.375,15.435,0.0464,0.1699,0.1139,BCC+FCC
1,7.17,14.615,0.0526,0.1915,0.108,BCC+FCC
1,6.992,13.225,0.0487,0.179,0.0967,BCC+FCC
1,7.3855,14.915,0.048,0.1719,0.108,BCC+FCC
1,7.4665,15.125,0.0437,0.1607,0.1037,BCC+FCC
1,7.33,15.23,0.0464,0.1733,0.1114,BCC+FCC
1,7.4595,15.175,0.042,0.1576,0.103,BCC+FCC
1,7.507,15.64,0.0426,0.1618,0.1123,BCC+FCC
1,6.9605,15.265,0.0428,0.169,0.1078,BCC+FCC
1,6.9445,14.95,0.0521,0.1876,0.1111,BCC+FCC
1,6.857,14.425,0.0516,0.186,0.1064,BCC+FCC
1,6.974,15.085,0.0472,0.1758,0.1081,BCC+FCC
1,6.9205,15.205,0.0454,0.174,0.1094,BCC+FCC
1,7.039,14.98,0.0532,0.1851,0.1095,BCC+FCC
1,7.1225,15.895,0.0525,0.1864,0.1172,BCC+FCC
1,6.9805,14.955,0.0493,0.1773,0.1075,BCC+FCC
1,7.119,15.92,0.0515,0.1848,0.1166,BCC+FCC
1,7.0095,15.455,0.0455,0.1704,0.1101,BCC+FCC
1,6.9735,15.005,0.0474,0.1715,0.1066,BCC+FCC
1,6.975,15.175,0.0483,0.1759,0.1094,BCC+FCC
1,7.0905,15.665,0.0422,0.1608,0.1082,BCC+FCC
1,7.121,12.9,0.05,0.1898,0.1008,BCC+FCC
1,7.1725,14.32,0.0475,0.1924,0.1086,BCC+FCC
1,7.0345,14.89,0.0433,0.1762,0.1099,BCC+FCC
1,6.741,15.2,0.0494,0.1894,0.1158,BCC+FCC
1,7.7435,12.315,0.046,0.1743,0.1197,BCC+FCC
1,7.4145,13.31,0.0433,0.1771,0.1364,BCC+FCC
1,7.684,13.365,0.0472,0.1759,0.1175,BCC+FCC
1,7.485,12.555,0.045,0.1664,0.1119,BCC+FCC
1,7.2245,13.88,0.0455,0.1836,0.1238,BCC+FCC
1,7.847,13.3,0.0473,0.1727,0.1088,BCC+FCC
1,7.5965,12.96,0.0479,0.1825,0.1256,BCC+FCC
1,7.7405,14.18,0.0502,0.1943,0.1017,BCC+FCC
1,7.74,14.545,0.0507,0.1978,0.1155,BCC+FCC
1,7.654,14.19,0.0542,0.204,0.1149,BCC+FCC
1,7.6725,15.235,0.0512,0.1881,0.1232,BCC+FCC
1,7.4405,14.62,0.057,0.208,0.1121,BCC+FCC
1,7.477,13.97,0.0519,0.1869,0.0994,BCC+FCC
1,7.5595,14.35,0.0487,0.1804,0.0994,BCC+FCC
1,7.763,13.74,0.0508,0.1845,0.1284,BCC+FCC
1,7.8745,14.04,0.0483,0.1757,0.1245,BCC+FCC
1,7.429,13.55,0.0559,0.1924,0.1224,BCC+FCC
1,7.3,12.81,0.0508,0.1804,0.1088,BCC+FCC
1,7.416,15.125,0.0476,0.1723,0.1187,BCC+FCC
1,7.333,15.11,0.0515,0.1836,0.1285,BCC+FCC
1,8.134,15.395,0.0495,0.1641,0.1395,BCC+FCC
1,8.1105,13.965,0.0475,0.1613,0.1312,BCC+FCC
1,7.819,15.4,0.0518,0.1725,0.146,BCC+FCC
1,7.6985,14.055,0.0484,0.17,0.1286,BCC+FCC
1,7.764,13.32,0.0461,0.1609,0.1064,BCC+FCC
1,7.681,13.305,0.049,0.1722,0.112,BCC+FCC
1,7.6565,15.56,0.0484,0.1679,0.1388,BCC+FCC
1,7.573,15.91,0.0537,0.1842,0.13,BCC+FCC
1,7.4795,14.705,0.0506,0.1752,0.1331,BCC+FCC
1,7.7275,15.87,0.048,0.1724,0.1263,BCC+FCC
1,7.471,14.585,0.0475,0.1666,0.1303,BCC+FCC
1,7.411,15.705,0.0499,0.1755,0.1281,BCC+FCC
1,8.054,15.3,0.0479,0.1801,0.1412,BCC+FCC
1,7.3635,12.885,0.0476,0.1925,0.0822,BCC+FCC
1,7.4595,13.085,0.0491,0.1936,0.0822,BCC+FCC
1,7.408,13.01,0.0477,0.1909,0.0821,BCC+FCC
1,7.322,12.655,0.0489,0.1924,0.0826,BCC+FCC
1,7.191,12.095,0.0473,0.1843,0.0828,BCC+FCC
1,7.1355,13.78,0.0482,0.194,0.0944,BCC+FCC
1,7.101,13.5,0.051,0.1989,0.0949,BCC+FCC
1,7.2525,13.095,0.0511,0.189,0.0909,BCC+FCC
1,7.0805,13.73,0.046,0.1875,0.0938,BCC+FCC
1,7.3865,13.55,0.051,0.1869,0.0914,BCC+FCC
1,7.059,13.925,0.0564,0.2156,0.0985,BCC+FCC
1,7.2935,13.245,0.0502,0.1846,0.0907,BCC+FCC
1,7.07,12.46,0.0465,0.1768,0.0889,BCC+FCC
1,7.19,13.75,0.0512,0.1956,0.0948,BCC+FCC
1,7.0355,13.525,0.046,0.1816,0.0936,BCC+FCC
1,7.032,12.205,0.0454,0.1746,0.0885,BCC+FCC
1,7.3205,14.23,0.0499,0.1922,0.0945,BCC+FCC
1,6.963,14.07,0.0469,0.1831,0.0999,BCC+FCC
1,6.942,13.61,0.0522,0.1935,0.1004,BCC+FCC
1,6.873,14.395,0.0514,0.1998,0.1051,BCC+FCC
1,6.9215,13.84,0.0474,0.1813,0.0993,BCC+FCC
1,6.966,13.965,0.0474,0.1795,0.0995,BCC+FCC
1,7.179,14.825,0.045,0.1735,0.1004,BCC+FCC
1,6.9725,13.835,0.048,0.1777,0.0993,BCC+FCC
1,6.745,14.81,0.0495,0.1866,0.1085,BCC+FCC
1,6.927,15.365,0.0509,0.1882,0.1102,BCC+FCC
1,6.786,14.96,0.0487,0.1815,0.1083,BCC+FCC
2,8.366,13.21,0.0378,0.1764,0.1654,FCC
1,7.5465,11.755,0.0447,0.1718,0.1062,BCC+FCC
3,7.941,12.76,0.0267,0.1209,0.0725,FCC
1,7.31,11.935,0.0484,0.1801,0.1137,BCC+FCC
1,7.5645,13.025,0.0457,0.1752,0.1098,BCC+FCC
1,7.2875,12.345,0.0478,0.1797,0.1196,BCC+FCC
1,7.532,12.565,0.0452,0.1696,0.1024,BCC+FCC
1,7.2035,11.81,0.0429,0.1622,0.1141,BCC+FCC
1,7.578,12.845,0.05,0.1817,0.1106,BCC+FCC
1,7.492,12.49,0.0509,0.1836,0.112,BCC+FCC
1,7.6795,12.84,0.0487,0.1744,0.102,BCC+FCC
1,7.265,11.73,0.0458,0.1705,0.1146,BCC+FCC
1,7.4525,12.08,0.0468,0.1692,0.1038,BCC+FCC
1,7.6725,12.89,0.0471,0.1695,0.102,BCC+FCC
1,7.129,12.855,0.046,0.1746,0.114,BCC+FCC
1,6.984,11.785,0.0461,0.1783,0.1157,BCC+FCC
1,7.254,13.54,0.0486,0.1814,0.1222,BCC+FCC
1,7.5155,13.555,0.0495,0.175,0.1021,BCC+FCC
1,7.464,13.48,0.0478,0.1725,0.1018,BCC+FCC
1,7.3385,13.74,0.0426,0.1654,0.1126,BCC+FCC
1,7.426,13.225,0.0501,0.1761,0.1021,BCC+FCC
1,7.4225,13.25,0.0491,0.1734,0.1019,BCC+FCC
1,7.0955,14.05,0.0464,0.1748,0.1111,BCC+FCC
1,6.9235,13.34,0.0468,0.1753,0.1104,BCC+FCC
1,7.006,13.72,0.0462,0.1727,0.1106,BCC+FCC
1,7.054,13.82,0.0472,0.1742,0.1109,BCC+FCC
1,7.0655,13.82,0.0543,0.1917,0.1242,BCC+FCC
1,6.892,12.955,0.046,0.1712,0.1101,BCC+FCC
1,7.1275,14.43,0.0478,0.1761,0.123,BCC+FCC
1,7.267,14.68,0.0439,0.1658,0.111,BCC+FCC
4,7.666,15.405,0.025,0.1076,0.1672,FCC
1,7.8685,15.73,0.0329,0.1243,0.1717,FCC
4,7.779,15.135,0.0248,0.1048,0.1575,FCC
1,7.7755,15.425,0.031,0.1205,0.1688,FCC
1,7.584,12.57,0.0447,0.1602,0.0992,BCC+FCC
1,7.5565,13.115,0.0429,0.1542,0.1187,BCC+FCC
1,7.432,14.24,0.0485,0.1695,0.128,BCC+FCC
1,7.5725,14.3,0.043,0.1548,0.1094,BCC+FCC
1,7.163,14.72,0.0423,0.1621,0.1157,BCC+FCC
1,7.0255,14.29,0.0414,0.1594,0.1134,BCC+FCC
1,7.1935,14.335,0.0512,0.1783,0.1167,BCC+FCC
1,7.142,14.26,0.049,0.1748,0.1157,BCC+FCC
1,7.118,14.78,0.0483,0.173,0.132,BCC+FCC
1,7.159,14.665,0.0416,0.1533,0.1141,BCC+FCC
1,7.004,13.75,0.0432,0.1592,0.1116,BCC+FCC
1,7.408,13.535,0.0478,0.2084,0.1328,BCC+FCC
1,7.6415,14.165,0.0485,0.209,0.1318,BCC+FCC
2,9.3185,9.925,0.0966,0.5281,0.2432,IM
4,8.826,11.57,0.0891,0.4203,0.2347,IM
1,7.197,11.915,0.0474,0.1906,0.0845,BCC+FCC
1,6.881,11.29,0.045,0.1883,0.1106,BCC+FCC
1,7.474,12.125,0.0447,0.176,0.0989,BCC+FCC
1,7.315,12.235,0.0433,0.1664,0.1033,BCC+FCC
1,6.8675,13.745,0.0416,0.17,0.1158,BCC+FCC
1,6.781,14.045,0.0468,0.1905,0.1208,BCC+FCC
2,8.8385,9.94,0.0895,0.4605,0.2523,IM
1,7.7155,13.27,0.0475,0.1749,0.1368,BCC+FCC
1,7.3055,11.655,0.0437,0.1842,0.1215,BCC+FCC
1,7.4705,12.415,0.0468,0.1855,0.1221,BCC+FCC
1,7.669,14.235,0.0508,0.1917,0.1098,BCC+FCC
1,7.328,13.79,0.054,0.1919,0.1151,BCC+FCC
1,7.272,15.395,0.052,0.1871,0.1239,BCC+FCC
1,7.087,12.81,0.0451,0.172,0.1358,BCC+FCC
3,9.2395,9.175,0.091,0.5362,0.2224,IM
2,11.0325,9.265,0.1086,0.6345,0.2697,IM
3,8.5435,10.435,0.0773,0.4426,0.2204,IM
2,8.4965,13.645,0.0348,0.1624,0.1497,FCC
1,7.5785,13.36,0.0473,0.2065,0.1021,BCC+FCC
1,7.6605,13.66,0.0452,0.2005,0.1016,BCC+FCC
1,7.6555,13.515,0.0443,0.1958,0.0922,BCC+FCC
1,7.4855,13.69,0.0426,0.186,0.0914,BCC+FCC
1,7.5915,14.18,0.0487,0.1934,0.1085,BCC+FCC
1,7.203,13.535,0.0467,0.1988,0.0948,BCC+FCC
1,7.462,14.08,0.0536,0.2138,0.1049,BCC+FCC
1,7.6805,14.43,0.047,0.1902,0.1086,BCC+FCC
1,7.357,14.125,0.0509,0.2118,0.1119,BCC+FCC
1,7.402,13.885,0.0504,0.2061,0.0951,BCC+FCC
1,7.7235,14.385,0.0455,0.1862,0.1009,BCC+FCC
1,7.5,14.68,0.045,0.1749,0.1061,BCC+FCC
1,7.1765,14.375,0.0466,0.1976,0.1095,BCC+FCC
1,7.4,14.87,0.0441,0.1785,0.1143,BCC+FCC
1,6.9955,14.2,0.0523,0.2105,0.1064,BCC+FCC
1,7.095,14.375,0.0545,0.2145,0.1068,BCC+FCC
1,7.5435,15.535,0.0457,0.1807,0.1214,BCC+FCC
1,7.413,14.9,0.0496,0.1965,0.1107,BCC+FCC
1,7.363,14.995,0.0487,0.1977,0.1164,BCC+FCC
1,7.0085,15.02,0.0518,0.2027,0.1125,BCC+FCC
1,7.076,15.12,0.0411,0.1758,0.1109,BCC+FCC
1,7.0565,15.12,0.0526,0.2032,0.1128,BCC+FCC
1,7.277,15.275,0.0459,0.1796,0.1083,BCC+FCC
1,7.325,15.375,0.0464,0.1796,0.1087,BCC+FCC
3,8.4055,13.635,0.0346,0.1711,0.1731,FCC
4,8.2475,13.435,0.0327,0.1687,0.1747,FCC
4,8.5545,13.39,0.0344,0.204,0.2066,FCC
3,8.136,13.945,0.0316,0.1309,0.1105,FCC
1,7.4715,13.15,0.0493,0.1904,0.1266,BCC+FCC
1,7.614,13.74,0.0481,0.1838,0.1363,BCC+FCC
1,7.8085,17.12,0.0298,0.1183,0.1859,FCC
3,8.2435,14.23,0.0234,0.0969,0.0973,FCC
4,8.248,14.74,0.0257,0.1081,0.1142,FCC
1,7.594,16.695,0.032,0.1313,0.1728,FCC
3,9.5975,10.82,0.1088,0.5684,0.2572,IM
3,9.48,11.155,0.1097,0.551,0.258,IM
1,7.599,13.435,0.0413,0.1916,0.1182,BCC+FCC
1,7.1275,13.98,0.0451,0.1923,0.1186,BCC+FCC
1,7.8395,14.14,0.0505,0.2011,0.1099,BCC+FCC
1,7.6175,13.575,0.0466,0.1839,0.1009,BCC+FCC
1,7.463,13.35,0.0427,0.176,0.1019,BCC+FCC
1,7.5775,13.5,0.0535,0.198,0.1083,BCC+FCC
1,7.581,13.795,0.0491,0.1941,0.0927,BCC+FCC
1,7.0635,13.615,0.0458,0.1848,0.1148,BCC+FCC
1,7.027,13.835,0.0483,0.1945,0.1067,BCC+FCC
1,7.0795,13.985,0.0546,0.2063,0.1162,BCC+FCC
1,7.6205,15.535,0.0334,0.1388,0.1968,FCC
1,7.7255,15.24,0.0269,0.1166,0.1726,FCC
3,8.465,10.405,0.0892,0.4636,0.2133,IM
3,8.7515,10.15,0.0909,0.4725,0.2188,IM
4,9.3395,10.255,0.0978,0.5412,0.2474,IM
3,9.418,11.25,0.1003,0.4844,0.2595,IM
3,9.2995,11.485,0.0887,0.3861,0.2982,IM
2,9.057,10.255,0.0897,0.5099,0.2191,IM
2,7.246,9.945,0.0643,0.3849,0.207,IM
3,9.0405,9.955,0.0861,0.5159,0.2239,IM
2,8.888,9.895,0.0817,0.4827,0.2258,IM
2,10.2285,9.72,0.0984,0.5389,0.2501,IM
4,10.1095,10.1,0.099,0.5839,0.2504,IM
2,9.0015,10.665,0.0842,0.4569,0.243,IM
1,8.0615,13.745,0.0478,0.1735,0.1125,BCC+FCC
1,7.818,12.825,0.0463,0.1782,0.0989,BCC+FCC
1,7.771,13.26,0.0481,0.185,0.1079,BCC+FCC
1,7.787,14.71,0.0502,0.1811,0.1202,BCC+FCC
1,7.0725,14.535,0.0528,0.1987,0.1129,BCC+FCC
1,7.955,13.315,0.0495,0.173,0.1236,BCC+FCC
1,7.8675,12.79,0.0497,0.1784,0.1192,BCC+FCC
1,7.7075,13.71,0.0417,0.1589,0.113,BCC+FCC
1,7.4455,13.96,0.0427,0.1657,0.1089,BCC+FCC
1,7.5515,14.45,0.0483,0.1736,0.1224,BCC+FCC
1,7.2405,13.14,0.0487,0.1834,0.1144,BCC+FCC
1,7.153,12.615,0.0479,0.1799,0.1081,BCC+FCC
1,7.1005,14.195,0.048,0.1811,0.1176,BCC+FCC
1,8.0925,14.025,0.0509,0.1681,0.118,BCC+FCC
1,7.839,14.665,0.0532,0.1797,0.1425,BCC+FCC
1,7.7205,13.57,0.0482,0.1773,0.132,BCC+FCC
1,7.8635,15.705,0.0461,0.1563,0.1342,BCC+FCC
1,7.8025,15.24,0.0468,0.1596,0.1468,BCC+FCC
1,7.4915,13.93,0.0458,0.17,0.1383,BCC+FCC
1,7.5665,13.85,0.0492,0.1788,0.1275,BCC+FCC
1,7.3635,12.57,0.0461,0.1788,0.1061,BCC+FCC
1,7.5435,15.83,0.0511,0.1729,0.1496,BCC+FCC
1,7.1645,15.155,0.0505,0.1794,0.1358,BCC+FCC
1,6.9605,15.53,0.0503,0.182,0.1263,BCC+FCC
1,7.262,12.89,0.0491,0.1989,0.0951,BCC+FCC
