Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,,Pm.2,ΔS,ad-e/n.1,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,,Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,,Pm.4,ΔS.1,EWF.1,ad-e/n.3,δ-VEC,δ-EWF.1,δ-G.2,δ-G/B,,Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
1,7.35,13.065,0.0434,0.1863,0.0813,BCC+FCC,1,11.1762,0.0434,44.2,18.578,0.0702,0.0739,0.5049,0.3342,BCC+FCC,1,2.05,4.6885,0.0434,0.1863,0.2701,0.0813,0.3342,0.1324,BCC+FCC,1,11.1762,4.6885,0.0434,0.3076,0.0739,0.3342,0.2366,BCC+FCC,1,1.3406,2.05,4.6885,72.695,0.0434,18.578,0.1863,0.2701,BCC+FCC
1,7.001,14.325,0.0448,0.1806,0.1001,BCC+FCC,1,11.2766,0.0448,45.4,21.1775,0.0707,0.0766,0.5981,0.3617,BCC+FCC,1,2.15,4.675,0.0448,0.1806,0.3368,0.1001,0.3617,0.1147,BCC+FCC,1,11.2766,4.675,0.0448,0.3586,0.0766,0.3617,0.2066,BCC+FCC,1,1.2335,2.15,4.675,70.375,0.0448,21.1775,0.1806,0.3368,BCC+FCC
1,6.7935,14.99,0.0508,0.1932,0.1098,BCC+FCC,1,11.3007,0.0508,39.15,23.777,0.0756,0.0808,0.6511,0.3961,BCC+FCC,1,2.2,4.6965,0.0508,0.1932,0.3766,0.1098,0.3961,0.1141,BCC+FCC,1,11.3007,4.6965,0.0508,0.3971,0.0808,0.3961,0.2114,BCC+FCC,1,1.03,2.2,4.6965,67.845,0.0508,23.777,0.1932,0.3766,BCC+FCC
1,6.9405,11.03,0.0416,0.1665,0.1242,BCC+FCC,1,12.4412,0.0416,39.08,21.222,0.0616,0.0521,0.3977,0.3462,BCC+FCC,1,1.85,4.503,0.0416,0.1665,0.2343,0.1242,0.3462,0.1797,BCC+FCC,1,12.4412,4.503,0.0416,0.293,0.0521,0.3462,0.2881,BCC+FCC,1,2.455,1.85,4.503,78.37,0.0416,21.222,0.1665,0.2343,BCC+FCC
1,7.253,13.465,0.0432,0.1718,0.1129,BCC+FCC,1,11.6353,0.0432,46.71,17.63,0.0654,0.0767,0.525,0.304,BCC+FCC,1,2.1,4.6745,0.0432,0.1718,0.2871,0.1129,0.304,0.1004,BCC+FCC,1,11.6353,4.6745,0.0432,0.3257,0.0767,0.304,0.1829,BCC+FCC,1,1.5923,2.1,4.6745,72.74,0.0432,17.63,0.1718,0.2871,BCC+FCC
1,6.9945,13.985,0.0445,0.1678,0.1133,BCC+FCC,1,12.482,0.0445,63.2,19.51,0.0733,0.077,0.9924,0.3521,BCC+FCC,1,2,4.631,0.0445,0.1678,0.3198,0.1133,0.3521,0.1514,BCC+FCC,1,12.482,4.631,0.0445,0.3518,0.077,0.3521,0.2386,BCC+FCC,1,1.7431,2,4.631,77.975,0.0445,19.51,0.1678,0.3198,BCC+FCC
1,7.5805,13.165,0.0474,0.2053,0.0929,BCC+FCC,1,11.6353,0.0474,42,21.028,0.0728,0.0719,0.5037,0.3521,BCC+FCC,1,1.95,4.706,0.0474,0.2053,0.245,0.0929,0.3521,0.1247,BCC+FCC,1,11.6353,4.706,0.0474,0.2987,0.0719,0.3521,0.2428,BCC+FCC,1,1.6531,1.95,4.706,67.33,0.0474,21.028,0.2053,0.245,BCC+FCC
1,7.767,14.575,0.0448,0.1691,0.1139,BCC+FCC,1,12.047,0.0448,41.1,20.436,0.0601,0.0665,0.5759,0.3334,BCC+FCC,1,1.85,4.702,0.0448,0.1691,0.2523,0.1139,0.3334,0.0946,BCC+FCC,1,12.047,4.702,0.0448,0.2908,0.0665,0.3334,0.1867,BCC+FCC,1,4.8826,1.85,4.702,65.32,0.0448,20.436,0.1691,0.2523,BCC+FCC
1,7.873,15.065,0.0461,0.1706,0.1223,BCC+FCC,1,11.8937,0.0461,31.4,20.62,0.0608,0.0649,0.5822,0.3499,BCC+FCC,1,1.75,4.717,0.0461,0.1706,0.2529,0.1223,0.3499,0.091,BCC+FCC,1,11.8937,4.717,0.0461,0.2902,0.0649,0.3499,0.1895,BCC+FCC,1,5.5614,1.75,4.717,61.9,0.0461,20.62,0.1706,0.2529,BCC+FCC
1,7.614,15.655,0.0511,0.185,0.1267,BCC+FCC,1,12.0349,0.0511,25.725,21.0135,0.0671,0.0675,0.6058,0.3758,BCC+FCC,1,1.8,4.706,0.0511,0.185,0.3006,0.1267,0.3758,0.0874,BCC+FCC,1,12.0349,4.706,0.0511,0.3333,0.0675,0.3758,0.1854,BCC+FCC,1,2.9675,1.8,4.706,59.285,0.0511,21.0135,0.185,0.3006,BCC+FCC
1,7.0885,14.85,0.0429,0.181,0.1071,BCC+FCC,1,11.2766,0.0429,46.375,21.469,0.0694,0.0761,0.6193,0.355,BCC+FCC,1,2.15,4.6825,0.0429,0.181,0.338,0.1071,0.355,0.0908,BCC+FCC,1,11.2766,4.6825,0.0429,0.3586,0.0761,0.355,0.1672,BCC+FCC,1,1.3648,2.15,4.6825,67.015,0.0429,21.469,0.181,0.338,BCC+FCC
1,6.9475,14.43,0.047,0.1881,0.1144,BCC+FCC,1,11.2766,0.047,48.46,21.287,0.0717,0.0784,0.5967,0.3528,BCC+FCC,1,2.2,4.665,0.047,0.1881,0.3404,0.1144,0.3528,0.0928,BCC+FCC,1,11.2766,4.665,0.047,0.3658,0.0784,0.3528,0.1708,BCC+FCC,1,1.1327,2.2,4.665,67.145,0.047,21.287,0.1881,0.3404,BCC+FCC
4,8.3835,12.3,0.0321,0.1201,0.065,FCC,4,12.8408,0.0321,62.71,19.572,0.0454,0.0599,0.575,0.32,FCC,4,1.75,4.81,0.0321,0.1201,0.0785,0.065,0.32,0.1916,FCC,4,12.8408,4.81,0.0321,0.1708,0.0599,0.32,0.3593,FCC,4,56.8741,1.75,4.81,75.32,0.0321,19.572,0.1201,0.0785,FCC
2,8.5505,12.865,0.0225,0.0867,0.0487,FCC,2,11.3007,0.0225,67.75,18.177,0.0308,0.0573,0.5771,0.293,FCC,2,1.9,4.8925,0.0225,0.0867,0.0625,0.0487,0.293,0.1626,FCC,2,11.3007,4.8925,0.0225,0.1248,0.0573,0.293,0.3336,FCC,2,67.843,1.9,4.8925,71.845,0.0225,18.177,0.0867,0.0625,FCC
3,8.449,12.885,0.0242,0.0919,0.0634,FCC,3,11.9774,0.0242,61.7,19.256,0.0304,0.0585,0.5273,0.3067,FCC,3,1.85,4.8025,0.0242,0.0919,0.0657,0.0634,0.3067,0.1646,FCC,3,11.9774,4.8025,0.0242,0.1344,0.0585,0.3067,0.3405,FCC,3,13.203,1.85,4.8025,69.88,0.0242,19.256,0.0919,0.0657,FCC
2,8.497,12.985,0.0228,0.0901,0.0637,FCC,2,12.047,0.0228,65.82,20.56,0.0302,0.057,0.5351,0.327,FCC,2,1.85,4.8275,0.0228,0.0901,0.0642,0.0637,0.327,0.1684,FCC,2,12.047,4.8275,0.0228,0.1315,0.057,0.327,0.3669,FCC,2,14.1485,1.85,4.8275,67.825,0.0228,20.56,0.0901,0.0642,FCC
3,8.594,12.315,0.0369,0.1726,0.1556,FCC,3,11.1762,0.0369,78.805,22.87,0.0499,0.0567,0.5933,0.3629,FCC,3,1.85,4.925,0.0369,0.1726,0.0647,0.1556,0.3629,0.1903,FCC,3,11.1762,4.925,0.0369,0.167,0.0567,0.3629,0.4294,FCC,3,3.2594,1.85,4.925,69.075,0.0369,22.87,0.1726,0.0647,FCC
3,8.143,11.69,0.0371,0.1465,0.0695,FCC,3,11.7933,0.0371,49.4,13.224,0.0538,0.0705,0.4871,0.2453,FCC,3,1.9,4.79,0.0371,0.1465,0.1102,0.0695,0.2453,0.1545,FCC,3,11.7933,4.79,0.0371,0.2006,0.0705,0.2453,0.2779,FCC,3,3.3938,1.9,4.79,78.21,0.0371,13.224,0.1465,0.1102,FCC
4,8.215,12.145,0.0311,0.1314,0.0674,FCC,4,12.047,0.0311,58.35,20.248,0.0479,0.0657,0.4605,0.3224,FCC,4,1.95,4.7925,0.0311,0.1314,0.1063,0.0674,0.3224,0.1691,FCC,4,12.047,4.7925,0.0311,0.1782,0.0657,0.3224,0.3709,FCC,4,3.9502,1.95,4.7925,68.085,0.0311,20.248,0.1314,0.1063,FCC
4,7.942,14.61,0.0258,0.1076,0.1651,FCC,4,11.8937,0.0258,159.295,6.959,0.0829,0.0836,0.7483,0.1712,FCC,4,1.9,4.535,0.0258,0.1076,0.0748,0.1651,0.1712,0.1574,FCC,4,11.8937,4.535,0.0258,0.1565,0.0836,0.1712,0.2213,FCC,4,6.5363,1.9,4.535,82.035,0.0258,6.959,0.1076,0.0748,FCC
4,7.856,14.255,0.0265,0.1087,0.1632,FCC,4,12.0349,0.0265,158.42,9.27,0.0813,0.0782,0.7396,0.1882,FCC,4,1.85,4.5025,0.0265,0.1087,0.0727,0.1632,0.1882,0.1665,FCC,4,12.0349,4.5025,0.0265,0.1574,0.0782,0.1882,0.2252,FCC,4,7.9703,1.85,4.5025,83.6,0.0265,9.27,0.1087,0.0727,FCC
1,7.952,14.455,0.0288,0.1128,0.1647,FCC,1,12.9821,0.0288,152.07,12.621,0.0835,0.084,0.699,0.2568,FCC,1,1.85,4.5525,0.0288,0.1128,0.0809,0.1647,0.2568,0.2144,FCC,1,12.9821,4.5525,0.0288,0.1625,0.084,0.2568,0.3115,FCC,1,6.6366,1.85,4.5525,79.49,0.0288,12.621,0.1128,0.0809,FCC
1,7.897,14.67,0.0315,0.1211,0.1736,FCC,1,12.8287,0.0315,165.76,14.245,0.0862,0.0871,0.6949,0.2694,FCC,1,1.8,4.5325,0.0315,0.1211,0.0851,0.1736,0.2694,0.2284,FCC,1,12.8287,4.5325,0.0315,0.1747,0.0871,0.2694,0.3137,FCC,1,5.9472,1.8,4.5325,80.965,0.0315,14.245,0.1211,0.0851,FCC
1,8.8015,13.35,0.0275,0.1466,0.148,FCC,1,12.0349,0.0275,80.595,22.135,0.0345,0.0501,0.5868,0.3699,FCC,1,1.8,4.8975,0.0275,0.1466,0.0552,0.148,0.3699,0.1405,FCC,1,12.0349,4.8975,0.0275,0.1277,0.0501,0.3699,0.3416,FCC,1,8.9613,1.8,4.8975,64.605,0.0275,22.135,0.1466,0.0552,FCC
1,7.938,13.48,0.048,0.2014,0.1143,BCC+FCC,1,12.6521,0.048,63.795,20.328,0.0673,0.0549,0.6352,0.391,BCC+FCC,1,1.7,4.6595,0.048,0.2014,0.1907,0.1143,0.391,0.1359,BCC+FCC,1,12.6521,4.6595,0.048,0.2643,0.0549,0.391,0.33,BCC+FCC,1,8.0386,1.7,4.6595,56.515,0.048,20.328,0.2014,0.1907,BCC+FCC
1,7.933,13.335,0.0459,0.1985,0.1075,BCC+FCC,1,12.8408,0.0459,67.6,20.604,0.067,0.0569,0.6195,0.3969,BCC+FCC,1,1.75,4.677,0.0459,0.1985,0.1904,0.1075,0.3969,0.1403,BCC+FCC,1,12.8408,4.677,0.0459,0.2602,0.0569,0.3969,0.3502,BCC+FCC,1,5.5645,1.75,4.677,56.17,0.0459,20.604,0.1985,0.1904,BCC+FCC
1,8.467,13.505,0.0269,0.1255,0.0815,FCC,1,12.2933,0.0269,75.9,20.88,0.0428,0.0574,0.6181,0.3472,FCC,1,1.85,4.859,0.0269,0.1255,0.1175,0.0815,0.3472,0.142,FCC,1,12.2933,4.859,0.0269,0.1667,0.0574,0.3472,0.3436,FCC,1,13.1751,1.85,4.859,61.64,0.0269,20.88,0.1255,0.1175,FCC
3,8.7205,13.63,0.0296,0.1611,0.1874,FCC,3,12.2237,0.0296,80.8,19.106,0.0359,0.0552,0.6206,0.3351,FCC,3,1.75,4.8575,0.0296,0.1611,0.0414,0.1874,0.3351,0.1344,FCC,3,12.2237,4.8575,0.0296,0.1486,0.0552,0.3351,0.3489,FCC,3,67.3216,1.75,4.8575,58.68,0.0296,19.106,0.1611,0.0414,FCC
3,8.6095,12.995,0.0287,0.1561,0.1637,FCC,3,11.3007,0.0287,73.24,20.595,0.0359,0.0579,0.5056,0.3345,FCC,3,1.9,4.86,0.0287,0.1561,0.0496,0.1637,0.3345,0.15,FCC,3,11.3007,4.86,0.0287,0.1372,0.0579,0.3345,0.3787,FCC,3,6.2982,1.9,4.86,61.755,0.0287,20.595,0.1561,0.0496,FCC
3,8.561,13.26,0.0302,0.1609,0.1811,FCC,3,11.5758,0.0302,71.04,19.076,0.0353,0.0556,0.4914,0.3376,FCC,3,1.8,4.7775,0.0302,0.1609,0.0528,0.1811,0.3376,0.1449,FCC,3,11.5758,4.7775,0.0302,0.1503,0.0556,0.3376,0.3808,FCC,3,49.4067,1.8,4.7775,58.08,0.0302,19.076,0.1609,0.0528,FCC
4,9.081,13.465,0.0357,0.1962,0.2105,FCC,4,12.482,0.0357,71.525,18.7275,0.0474,0.0595,0.6286,0.2985,FCC,4,1.8,4.8375,0.0357,0.1962,0.1971,0.2105,0.2985,0.1309,FCC,4,12.482,4.8375,0.0357,0.1524,0.0595,0.2985,0.2994,FCC,4,50.8175,1.8,4.8375,64.275,0.0357,18.7275,0.1962,0.1971,FCC
3,9.126,13.225,0.033,0.1923,0.1945,FCC,3,11.5758,0.033,75.84,18.948,0.0474,0.0573,0.6205,0.2987,FCC,3,1.9,4.9125,0.033,0.1923,0.1939,0.1945,0.2987,0.1375,FCC,3,11.5758,4.9125,0.033,0.1404,0.0573,0.2987,0.3175,FCC,3,8.989,1.9,4.9125,65.81,0.033,18.948,0.1923,0.1939,FCC
3,9.121,13.08,0.0321,0.1906,0.1859,FCC,3,10.9586,0.0321,77.55,19.362,0.0473,0.0559,0.587,0.3061,FCC,3,1.95,4.93,0.0321,0.1906,0.1941,0.1859,0.3061,0.1428,FCC,3,10.9586,4.93,0.0321,0.1351,0.0559,0.3061,0.3388,FCC,3,5.5861,1.95,4.93,65.465,0.0321,19.362,0.1906,0.1941,FCC
4,9.069,13.37,0.0334,0.1942,0.2034,FCC,4,12.0108,0.0334,77.04,19.105,0.0467,0.0567,0.5441,0.3276,FCC,4,1.85,4.84,0.0334,0.1942,0.1975,0.2034,0.3276,0.139,FCC,4,12.0108,4.84,0.0334,0.147,0.0567,0.3276,0.3606,FCC,4,63.9386,1.85,4.84,59.65,0.0334,19.105,0.1942,0.1975,FCC
4,8.3525,13.035,0.0292,0.1126,0.0921,FCC,4,11.9058,0.0292,55.5,17.035,0.0337,0.0617,0.5181,0.2609,FCC,4,1.85,4.75,0.0292,0.1126,0.085,0.0921,0.2609,0.1267,FCC,4,11.9058,4.75,0.0292,0.1599,0.0617,0.2609,0.255,FCC,4,11.9903,1.85,4.75,69.05,0.0292,17.035,0.1126,0.085,FCC
2,8.606,13.8,0.0274,0.1088,0.1101,FCC,2,12.377,0.0274,73.28,18.9255,0.033,0.0569,0.6553,0.3121,FCC,2,1.75,4.8475,0.0274,0.1088,0.0786,0.1101,0.3121,0.1261,FCC,2,12.377,4.8475,0.0274,0.1514,0.0569,0.3121,0.2989,FCC,2,8.4639,1.75,4.8475,61.605,0.0274,18.9255,0.1088,0.0786,FCC
4,8.463,13.575,0.0318,0.1366,0.1222,FCC,4,12.8408,0.0318,73.2,17.27,0.0432,0.0592,0.6059,0.318,FCC,4,1.75,4.7975,0.0318,0.1366,0.1016,0.1222,0.318,0.1244,FCC,4,12.8408,4.7975,0.0318,0.187,0.0592,0.318,0.3179,FCC,4,17.2687,1.75,4.7975,57.8,0.0318,17.27,0.1366,0.1016,FCC
4,8.596,13.51,0.0241,0.1042,0.0925,FCC,4,12.0349,0.0241,77,19.5465,0.0328,0.0555,0.5913,0.3257,FCC,4,1.85,4.8825,0.0241,0.1042,0.0782,0.0925,0.3257,0.1362,FCC,4,12.0349,4.8825,0.0241,0.1445,0.0555,0.3257,0.3407,FCC,4,34.8316,1.85,4.8825,60.915,0.0241,19.5465,0.1042,0.0782,FCC
4,8.6425,13.44,0.0217,0.0993,0.0809,FCC,4,11.1762,0.0217,81.6,19.9505,0.0325,0.0517,0.584,0.3335,FCC,4,1.9,4.9325,0.0217,0.0993,0.0755,0.0809,0.3335,0.1375,FCC,4,11.1762,4.9325,0.0217,0.1362,0.0517,0.3335,0.3558,FCC,4,26.7023,1.9,4.9325,60.655,0.0217,19.9505,0.0993,0.0755,FCC
1,8.2695,16.08,0.034,0.114,0.1724,FCC,1,12.8408,0.034,167.36,13.5475,0.0865,0.089,0.8152,0.2214,FCC,1,1.85,4.615,0.034,0.114,0.0788,0.1724,0.2214,0.1683,FCC,1,12.8408,4.615,0.034,0.169,0.089,0.2214,0.2826,FCC,1,94.4604,1.85,4.615,71.635,0.034,13.5475,0.114,0.0788,FCC
1,8.288,16.92,0.0327,0.1158,0.1769,FCC,1,11.8937,0.0327,154.595,18.03,0.0901,0.0851,0.6382,0.2981,FCC,1,1.8,4.5725,0.0327,0.1158,0.0806,0.1769,0.2981,0.2137,FCC,1,11.8937,4.5725,0.0327,0.1725,0.0851,0.2981,0.4244,FCC,1,20.0624,1.8,4.5725,61.19,0.0327,18.03,0.1158,0.0806,FCC
1,8.3345,16.85,0.0313,0.1112,0.1806,FCC,1,11.6353,0.0313,150.465,18.46,0.0909,0.0903,0.6134,0.3062,FCC,1,1.85,4.6225,0.0313,0.1112,0.0804,0.1806,0.3062,0.2178,FCC,1,11.6353,4.6225,0.0313,0.1646,0.0903,0.3062,0.4459,FCC,1,18.9544,1.85,4.6225,60.93,0.0313,18.46,0.1112,0.0804,FCC
3,8.401,13.66,0.0194,0.0747,0.0932,FCC,3,10.4995,0.0194,77.395,19.77,0.0399,0.0597,0.5079,0.3231,FCC,3,1.9,4.7275,0.0194,0.0747,0.062,0.0932,0.3231,0.168,FCC,3,10.4995,4.7275,0.0194,0.1136,0.0597,0.3231,0.3988,FCC,3,8.1045,1.9,4.7275,61.55,0.0194,19.77,0.0747,0.062,FCC
4,8.654,12.615,0.0329,0.16,0.1225,FCC,4,10.9586,0.0329,76.9,22.2565,0.0466,0.0545,0.5024,0.3642,FCC,4,1.95,4.9225,0.0329,0.16,0.0874,0.1225,0.3642,0.1479,FCC,4,10.9586,4.9225,0.0329,0.1485,0.0545,0.3642,0.3632,FCC,4,5.0836,1.95,4.9225,66.185,0.0329,22.2565,0.16,0.0874,FCC
1,8.065,14.92,0.0337,0.1372,0.1623,FCC,1,11.9774,0.0337,151.115,11.85,0.0865,0.0923,0.8189,0.2291,FCC,1,2,4.669,0.0337,0.1372,0.1266,0.1623,0.2291,0.17,FCC,1,11.9774,4.669,0.0337,0.1866,0.0923,0.2291,0.2835,FCC,1,2.6403,2,4.669,74.2,0.0337,11.85,0.1372,0.1266,FCC
1,7.84,13.35,0.044,0.1917,0.1149,BCC+FCC,1,12.1233,0.044,92.58,19.425,0.0827,0.0829,0.8928,0.3315,BCC+FCC,1,2,4.7445,0.044,0.1917,0.1911,0.1149,0.3315,0.1656,BCC+FCC,1,12.1233,4.7445,0.044,0.2487,0.0829,0.3315,0.3236,BCC+FCC,1,1.5179,2,4.7445,68.99,0.044,19.425,0.1917,0.1911,BCC+FCC
1,7.8125,13.895,0.0442,0.1899,0.1366,BCC+FCC,1,13.0871,0.0442,122.33,22.0245,0.0874,0.0853,0.8187,0.367,BCC+FCC,1,2,4.7095,0.0442,0.1899,0.1914,0.1366,0.367,0.1865,BCC+FCC,1,13.0871,4.7095,0.0442,0.2468,0.0853,0.367,0.3922,BCC+FCC,1,1.6532,2,4.7095,64.535,0.0442,22.0245,0.1899,0.1914,BCC+FCC
4,8.4755,12.525,0.0354,0.1734,0.1563,FCC,4,11.4299,0.0354,64.88,19.592,0.0457,0.0648,0.5241,0.3038,FCC,4,1.95,4.8575,0.0354,0.1734,0.0811,0.1563,0.3038,0.1474,FCC,4,11.4299,4.8575,0.0354,0.167,0.0648,0.3038,0.3381,FCC,4,2.9424,1.95,4.8575,66.165,0.0354,19.592,0.1734,0.0811,FCC
4,8.399,12.895,0.0318,0.1604,0.1764,FCC,4,10.9586,0.0318,66.26,13.264,0.0518,0.0729,0.6842,0.2254,FCC,4,1.95,4.7725,0.0318,0.1604,0.0622,0.1764,0.2254,0.1446,FCC,4,10.9586,4.7725,0.0318,0.1475,0.0729,0.2254,0.2702,FCC,4,3.6022,1.95,4.7725,73.735,0.0318,13.264,0.1604,0.0622,FCC
1,8.533,14.755,0.0372,0.1679,0.2253,FCC,1,11.217,0.0372,138.4,18.641,0.0805,0.0869,0.7671,0.2925,FCC,1,1.95,4.82,0.0372,0.1679,0.0676,0.2253,0.2925,0.19,FCC,1,11.217,4.82,0.0372,0.1611,0.0869,0.2925,0.3949,FCC,1,2.5096,1.95,4.82,67.13,0.0372,18.641,0.1679,0.0676,FCC
4,7.9505,15.59,0.027,0.1145,0.1922,FCC,4,11.8937,0.027,164.255,9.4075,0.0878,0.0901,0.675,0.1793,FCC,4,2,4.53,0.027,0.1145,0.0901,0.1922,0.1793,0.1708,FCC,4,11.8937,4.53,0.027,0.163,0.0901,0.1793,0.2644,FCC,4,4.2937,2,4.53,74.925,0.027,9.4075,0.1145,0.0901,FCC
3,11.246,7.005,0.0396,0.6162,0.1285,BCC,3,11.6353,0.0396,45.2,10.6565,0.111,0.0627,0.3774,0.37,BCC,3,1.65,4.1625,0.0396,0.6162,0.2935,0.1285,0.37,0.0555,BCC,3,11.6353,4.1625,0.0396,0.2294,0.0627,0.37,0.2023,BCC,3,15.452,1.65,4.1625,38.985,0.0396,10.6565,0.6162,0.2935,BCC
1,8.17,14.975,0.047,0.1552,0.1381,BCC+FCC,1,12.0108,0.047,133.3,19.884,0.0791,0.0552,1.0234,0.324,BCC+FCC,1,1.45,4.5125,0.047,0.1552,0.0886,0.1381,0.324,0.1793,BCC+FCC,1,12.0108,4.5125,0.047,0.2261,0.0552,0.324,0.295,BCC+FCC,1,2.4143,1.45,4.5125,72.155,0.047,19.884,0.1552,0.0886,BCC+FCC
1,7.8555,14.59,0.0356,0.1448,0.1929,FCC,1,12.047,0.0356,164.64,6.78,0.0872,0.092,0.81,0.1565,FCC,1,1.95,4.555,0.0356,0.1448,0.1066,0.1929,0.1565,0.1373,FCC,1,12.047,4.555,0.0356,0.2037,0.092,0.1565,0.2066,FCC,1,3.2575,1.95,4.555,79.45,0.0356,6.78,0.1448,0.1066,FCC
3,10.8595,6.88,0.0361,0.5535,0.132,BCC,3,12.0349,0.0361,38.9,13.0395,0.1059,0.0456,0.3221,0.4342,BCC,3,1.65,4.145,0.0361,0.5535,0.3182,0.132,0.4342,0.0796,BCC,3,12.0349,4.145,0.0361,0.1915,0.0456,0.4342,0.2825,BCC,3,288.6736,1.65,4.145,40.555,0.0361,13.0395,0.5535,0.3182,BCC
3,11.3495,6.96,0.0389,0.4508,0.1343,BCC,3,11.5758,0.0389,48.27,15.928,0.1358,0.052,0.4053,0.5427,BCC,3,1.65,4.1505,0.0389,0.4508,0.3153,0.1343,0.5427,0.0696,BCC,3,11.5758,4.1505,0.0389,0.1296,0.052,0.5427,0.2386,BCC,3,15.545,1.65,4.1505,42.93,0.0389,15.928,0.4508,0.3153,BCC
3,11.286,6.4,0.0402,0.3835,0.1556,BCC,3,12.9458,0.0402,68.64,37.756,0.1738,0.0342,0.4628,0.4789,BCC,3,1.5,4.405,0.0402,0.3835,0.3918,0.1556,0.4789,0.1113,BCC,3,12.9458,4.405,0.0402,0.0907,0.0342,0.4789,0.2498,BCC,3,8.0123,1.5,4.405,84.83,0.0402,37.756,0.3835,0.3918,BCC
3,9.243,6.7,0.0416,0.3018,0.1633,BCC,3,11.2766,0.0416,58.92,38.062,0.1558,0.0332,0.3981,0.4967,BCC,3,1.45,4.415,0.0416,0.3018,0.3713,0.1633,0.4967,0.1096,BCC,3,11.2766,4.415,0.0416,0.0907,0.0332,0.4967,0.254,BCC,3,9.4561,1.45,4.415,80.285,0.0416,38.062,0.3018,0.3713,BCC
3,10.1555,7.06,0.0426,0.4727,0.1369,BCC,3,11.7645,0.0426,40.95,13.362,0.1238,0.0455,0.3624,0.4462,BCC,3,1.55,4.21,0.0426,0.4727,0.3258,0.1369,0.4462,0.0661,BCC,3,11.7645,4.21,0.0426,0.1062,0.0455,0.4462,0.2135,BCC,3,113.6097,1.55,4.21,46.84,0.0426,13.362,0.4727,0.3258,BCC
4,9.952,6.55,0.0419,0.3646,0.1474,BCC,4,11.5758,0.0419,51.945,34.648,0.1669,0.0431,0.342,0.4542,BCC,4,1.5,4.3925,0.0419,0.3646,0.3476,0.1474,0.4542,0.0994,BCC,4,11.5758,4.3925,0.0419,0.107,0.0431,0.4542,0.2259,BCC,4,12.1092,1.5,4.3925,80.39,0.0419,34.648,0.3646,0.3476,BCC
3,9.628,6.765,0.0419,0.4841,0.1135,BCC,3,12.0349,0.0419,35.82,12.805,0.1434,0.0504,0.3105,0.5515,BCC,3,1.65,4.1375,0.0419,0.4841,0.2996,0.1135,0.5515,0.0676,BCC,3,12.0349,4.1375,0.0419,0.1296,0.0504,0.5515,0.2497,BCC,3,55.3455,1.65,4.1375,39.195,0.0419,12.805,0.4841,0.2996,BCC
4,9.7015,7.075,0.0373,0.4671,0.1502,BCC,4,12.4412,0.0373,42.44,9.706,0.083,0.0433,0.3547,0.4594,BCC,4,1.9,4.0985,0.0373,0.4671,0.4304,0.1502,0.4594,0.0571,BCC,4,12.4412,4.0985,0.0373,0.0952,0.0433,0.4594,0.2349,BCC,4,17.1796,1.9,4.0985,30.835,0.0373,9.706,0.4671,0.4304,BCC
2,7.434,7.525,0.0423,0.3904,0.1557,BCC,2,10.9586,0.0423,44.355,6.86,0.0783,0.0391,0.3976,0.4314,BCC,2,1.95,4.148,0.0423,0.3904,0.4817,0.1557,0.4314,0.0467,BCC,2,10.9586,4.148,0.0423,0.0732,0.0391,0.4314,0.2211,BCC,2,30.6607,1.95,4.148,25.9,0.0423,6.86,0.3904,0.4817,BCC
3,9.5185,6.655,0.0441,0.5049,0.1378,BCC,3,12.6875,0.0441,23.15,15.4525,0.0946,0.0373,0.2108,0.4716,BCC,3,1.9,4.125,0.0441,0.5049,0.4214,0.1378,0.4716,0.0767,BCC,3,12.6875,4.125,0.0441,0.1118,0.0373,0.4716,0.2824,BCC,3,169.8767,1.9,4.125,37.175,0.0441,15.4525,0.5049,0.4214,BCC
4,9.9135,6.695,0.0401,0.5035,0.1266,BCC,4,12.8408,0.0401,29.93,12.5555,0.0979,0.0412,0.2558,0.4126,BCC,4,1.8,4.1125,0.0401,0.5035,0.3691,0.1266,0.4126,0.0644,BCC,4,12.8408,4.1125,0.0401,0.1118,0.0412,0.4126,0.2393,BCC,4,28.1047,1.8,4.1125,36.305,0.0401,12.5555,0.5035,0.3691,BCC
4,9.217,6.77,0.0431,0.4803,0.1353,BCC,4,12.9458,0.0431,28.28,13.37,0.0973,0.0385,0.2467,0.4225,BCC,4,1.8,4.14,0.0431,0.4803,0.3922,0.1353,0.4225,0.0692,BCC,4,12.9458,4.14,0.0431,0.1111,0.0385,0.4225,0.2581,BCC,4,51.5536,1.8,4.14,36.85,0.0431,13.37,0.4803,0.3922,BCC
2,10.017,6.77,0.0409,0.4993,0.1284,BCC,2,12.8408,0.0409,33.135,11.96,0.0984,0.0421,0.277,0.388,BCC,2,1.75,4.125,0.0409,0.4993,0.3584,0.1284,0.388,0.0617,BCC,2,12.8408,4.125,0.0409,0.1111,0.0421,0.388,0.225,BCC,2,23.1856,1.75,4.125,37.38,0.0409,11.96,0.4993,0.3584,BCC
