Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,,Pm.2,ΔS,ad-e/n.1,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,,Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,,Pm.4,ΔS.1,EWF.1,ad-e/n.3,δ-VEC,δ-EWF.1,δ-G.2,δ-G/B,,Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
1,7.176,15.085,0.041,0.1679,0.1088,BCC+FCC,1,12.0108,0.041,50.475,22.284,0.0617,0.058,0.6247,0.3702,BCC+FCC,1,1.95,4.5835,0.041,0.1679,0.3202,0.1088,0.3702,0.1054,BCC+FCC,1,12.0108,4.5835,0.041,0.3525,0.058,0.3702,0.2015,BCC+FCC,1,6.2313,1.95,4.5835,66.105,0.041,22.284,0.1679,0.3202,BCC+FCC
1,7.285,15.915,0.0507,0.1807,0.1076,BCC+FCC,1,11.217,0.0507,45.975,21.394,0.063,0.0425,0.6825,0.4031,BCC+FCC,1,1.75,4.5485,0.0507,0.1807,0.3231,0.1076,0.4031,0.1091,BCC+FCC,1,11.217,4.5485,0.0507,0.365,0.0425,0.4031,0.229,BCC+FCC,1,13.7997,1.75,4.5485,59.095,0.0507,21.394,0.1807,0.3231,BCC+FCC
1,7.0695,13.905,0.0479,0.1798,0.1023,BCC+FCC,1,13.0295,0.0479,39.225,23.647,0.0687,0.0682,0.593,0.3872,BCC+FCC,1,1.9,4.6335,0.0479,0.1798,0.322,0.1023,0.3872,0.1553,BCC+FCC,1,13.0295,4.6335,0.0479,0.3661,0.0682,0.3872,0.2606,BCC+FCC,1,2.8028,1.9,4.6335,74.645,0.0479,23.647,0.1798,0.322,BCC+FCC
1,6.985,13.72,0.0491,0.1855,0.1019,BCC+FCC,1,13.1708,0.0491,39.75,26.2205,0.0682,0.0581,0.5929,0.4131,BCC+FCC,1,1.8,4.576,0.0491,0.1855,0.3205,0.1019,0.4131,0.1734,BCC+FCC,1,13.1708,4.576,0.0491,0.3749,0.0581,0.4131,0.2835,BCC+FCC,1,4.5532,1.8,4.576,74.415,0.0491,26.2205,0.1855,0.3205,BCC+FCC
1,7.001,14.325,0.0448,0.1806,0.1001,BCC+FCC,1,11.2766,0.0448,45.4,21.1775,0.0707,0.0766,0.5981,0.3617,BCC+FCC,1,2.15,4.675,0.0448,0.1806,0.3368,0.1001,0.3617,0.1147,BCC+FCC,1,11.2766,4.675,0.0448,0.3586,0.0766,0.3617,0.2066,BCC+FCC,1,1.2335,2.15,4.675,70.375,0.0448,21.1775,0.1806,0.3368,BCC+FCC
1,7.3015,13.76,0.0485,0.1737,0.1264,BCC+FCC,1,12.1233,0.0485,83.7,16.9045,0.08,0.0846,1.1462,0.3181,BCC+FCC,1,1.9,4.687,0.0485,0.1737,0.2824,0.1264,0.3181,0.1647,BCC+FCC,1,12.1233,4.687,0.0485,0.3328,0.0846,0.3181,0.2441,BCC+FCC,1,1.7077,1.9,4.687,82.235,0.0485,16.9045,0.1737,0.2824,BCC+FCC
1,7.2685,13.51,0.0503,0.2106,0.0955,BCC+FCC,1,11.6353,0.0503,43.225,22.295,0.0763,0.0748,0.5379,0.373,BCC+FCC,1,2.05,4.6875,0.0503,0.2106,0.2902,0.0955,0.373,0.1241,BCC+FCC,1,11.6353,4.6875,0.0503,0.3337,0.0748,0.373,0.2398,BCC+FCC,1,1.2303,2.05,4.6875,66.425,0.0503,22.295,0.2106,0.2902,BCC+FCC
1,7.355,15.11,0.046,0.184,0.1182,BCC+FCC,1,11.5758,0.046,50.6,21.185,0.0635,0.0504,0.6165,0.3673,BCC+FCC,1,1.85,4.5685,0.046,0.184,0.2967,0.1182,0.3673,0.0983,BCC+FCC,1,11.5758,4.5685,0.046,0.3389,0.0504,0.3673,0.1994,BCC+FCC,1,9.1893,1.85,4.5685,60.655,0.046,21.185,0.184,0.2967,BCC+FCC
3,8.605,13.28,0.0245,0.0913,0.0766,FCC,3,12.2237,0.0245,71.3,20.282,0.0304,0.0555,0.6239,0.3206,FCC,3,1.8,4.875,0.0245,0.0913,0.0602,0.0766,0.3206,0.1589,FCC,3,12.2237,4.875,0.0245,0.1321,0.0555,0.3206,0.3428,FCC,3,9.4054,1.8,4.875,68.34,0.0245,20.282,0.0913,0.0602,FCC
2,8.4315,12.4,0.0311,0.119,0.0653,FCC,2,12.8408,0.0311,68.375,21.6255,0.0454,0.0582,0.5906,0.3441,FCC,2,1.75,4.835,0.0311,0.119,0.0776,0.0653,0.3441,0.1981,FCC,2,12.8408,4.835,0.0311,0.1686,0.0582,0.3441,0.3899,FCC,2,86.8112,1.75,4.835,73.265,0.0311,21.6255,0.119,0.0776,FCC
3,8.54,12.94,0.0197,0.0829,0.0479,FCC,3,11.3007,0.0197,72.84,21.8325,0.0297,0.0543,0.5011,0.3522,FCC,3,1.9,4.87,0.0197,0.0829,0.0618,0.0479,0.3522,0.1744,FCC,3,11.3007,4.87,0.0197,0.1197,0.0543,0.3522,0.4114,FCC,3,12114.6863,1.9,4.87,65.425,0.0197,21.8325,0.0829,0.0618,FCC
2,8.529,11.93,0.0358,0.1611,0.1226,FCC,2,11.9774,0.0358,66.1,18.415,0.0524,0.0593,0.53,0.318,FCC,2,1.85,4.8575,0.0358,0.1611,0.0833,0.1226,0.318,0.1828,FCC,2,11.9774,4.8575,0.0358,0.1563,0.0593,0.318,0.3544,FCC,2,7.3196,1.85,4.8575,77.23,0.0358,18.415,0.1611,0.0833,FCC
4,8.277,12.465,0.03,0.1304,0.0316,FCC,4,11.4299,0.03,64.15,19.806,0.049,0.0631,0.5419,0.3255,FCC,4,1.95,4.844,0.03,0.1304,0.1232,0.0316,0.3255,0.1714,FCC,4,11.4299,4.844,0.03,0.1725,0.0631,0.3255,0.3568,FCC,4,3.3333,1.95,4.844,70.56,0.03,19.806,0.1304,0.1232,FCC
4,8.402,11.915,0.0378,0.1749,0.1577,FCC,4,11.5758,0.0378,56.145,14.688,0.0496,0.0665,0.5377,0.2675,FCC,4,1.85,4.825,0.0378,0.1749,0.0716,0.1577,0.2675,0.171,FCC,4,11.5758,4.825,0.0378,0.174,0.0665,0.2675,0.3148,FCC,4,3.452,1.85,4.825,77.295,0.0378,14.688,0.1749,0.0716,FCC
3,8.5805,12.495,0.0335,0.1647,0.1549,FCC,3,11.217,0.0335,71.4,20.286,0.044,0.0598,0.57,0.3217,FCC,3,1.9,4.9,0.0335,0.1647,0.0592,0.1549,0.3217,0.1702,FCC,3,11.217,4.9,0.0335,0.1528,0.0598,0.3217,0.3738,FCC,3,3.5773,1.9,4.9,69.48,0.0335,20.286,0.1647,0.0592,FCC
1,8.577,12.52,0.0328,0.1637,0.1551,FCC,1,11.2766,0.0328,72.32,21.482,0.0436,0.059,0.5451,0.3412,FCC,1,1.9,4.8925,0.0328,0.1637,0.059,0.1551,0.3412,0.1731,FCC,1,11.2766,4.8925,0.0328,0.1508,0.059,0.3412,0.3989,FCC,1,3.6681,1.9,4.8925,67.34,0.0328,21.482,0.1637,0.059,FCC
4,8.1395,11.715,0.0359,0.1446,0.0696,FCC,4,12.2525,0.0359,52.42,15.935,0.0533,0.0692,0.4934,0.2738,FCC,4,1.9,4.7825,0.0359,0.1446,0.1099,0.0696,0.2738,0.1671,FCC,4,12.2525,4.7825,0.0359,0.1978,0.0692,0.2738,0.3119,FCC,4,3.6241,1.9,4.7825,76.07,0.0359,15.935,0.1446,0.1099,FCC
4,8.1725,11.84,0.0285,0.1201,0.0541,FCC,4,11.7645,0.0285,49.72,16.5625,0.0456,0.0645,0.4558,0.2845,FCC,4,1.9,4.7525,0.0285,0.1201,0.0921,0.0541,0.2845,0.1779,FCC,4,11.7645,4.7525,0.0285,0.1663,0.0645,0.2845,0.3327,FCC,4,5.3313,1.9,4.7525,75.425,0.0285,16.5625,0.1201,0.0921,FCC
1,7.9795,15.05,0.0309,0.1162,0.1754,FCC,1,12.8287,0.0309,160.055,14.744,0.0876,0.0894,0.6582,0.2859,FCC,1,1.85,4.5575,0.0309,0.1162,0.0853,0.1754,0.2859,0.2346,FCC,1,12.8287,4.5575,0.0309,0.1674,0.0894,0.2859,0.3482,FCC,1,5.4667,1.85,4.5575,77.26,0.0309,14.744,0.1162,0.0853,FCC
1,8.326,14.27,0.0316,0.1126,0.1434,FCC,1,12.5108,0.0316,132.4,19.128,0.0789,0.0849,0.7263,0.3197,FCC,1,1.9,4.765,0.0316,0.1126,0.083,0.1434,0.3197,0.2215,FCC,1,12.5108,4.765,0.0316,0.16,0.0849,0.3197,0.4086,FCC,1,4.7105,1.9,4.765,72.28,0.0316,19.128,0.1126,0.083,FCC
1,7.994,13.495,0.0501,0.1966,0.1152,BCC+FCC,1,11.6353,0.0501,119.78,25.01,0.086,0.0779,0.7942,0.4407,BCC+FCC,1,1.95,4.837,0.0501,0.1966,0.1952,0.1152,0.4407,0.1935,BCC+FCC,1,11.6353,4.837,0.0501,0.2539,0.0779,0.4407,0.4809,BCC+FCC,1,1.3413,1.95,4.837,60.28,0.0501,25.01,0.1966,0.1952,BCC+FCC
1,7.8385,13.305,0.0462,0.2017,0.1133,BCC+FCC,1,11.5758,0.0462,58.05,20.8835,0.0662,0.047,0.5782,0.3817,BCC+FCC,1,1.7,4.602,0.0462,0.2017,0.189,0.1133,0.3817,0.1375,BCC+FCC,1,11.5758,4.602,0.0462,0.267,0.047,0.3817,0.3145,BCC+FCC,1,23.7916,1.7,4.602,58.485,0.0462,20.8835,0.2017,0.189,BCC+FCC
1,7.933,13.335,0.0459,0.1985,0.1075,BCC+FCC,1,12.8408,0.0459,67.6,20.604,0.067,0.0569,0.6195,0.3969,BCC+FCC,1,1.75,4.677,0.0459,0.1985,0.1904,0.1075,0.3969,0.1403,BCC+FCC,1,12.8408,4.677,0.0459,0.2602,0.0569,0.3969,0.3502,BCC+FCC,1,5.5645,1.75,4.677,56.17,0.0459,20.604,0.1985,0.1904,BCC+FCC
1,8.089,13.73,0.0483,0.1998,0.1157,BCC+FCC,1,13.0871,0.0483,69.13,19.489,0.0687,0.0608,0.7146,0.3991,BCC+FCC,1,1.7,4.7495,0.0483,0.1998,0.1917,0.1157,0.3991,0.1292,BCC+FCC,1,13.0871,4.7495,0.0483,0.2584,0.0608,0.3991,0.335,BCC+FCC,1,4.0339,1.7,4.7495,54.63,0.0483,19.489,0.1998,0.1917,BCC+FCC
1,8.0375,13.655,0.0484,0.2004,0.1152,BCC+FCC,1,13.0871,0.0484,69.72,19.3785,0.0681,0.059,0.6858,0.3977,BCC+FCC,1,1.7,4.717,0.0484,0.2004,0.1915,0.1152,0.3977,0.1317,BCC+FCC,1,13.0871,4.717,0.0484,0.2606,0.059,0.3977,0.34,BCC+FCC,1,4.9909,1.7,4.717,54.545,0.0484,19.3785,0.2004,0.1915,BCC+FCC
1,8.0855,13.755,0.0476,0.1994,0.1154,BCC+FCC,1,12.9821,0.0476,75.9,17.916,0.0683,0.059,0.7012,0.3997,BCC+FCC,1,1.7,4.742,0.0476,0.1994,0.1915,0.1154,0.3997,0.1279,BCC+FCC,1,12.9821,4.742,0.0476,0.2583,0.059,0.3997,0.3495,BCC+FCC,1,4.3011,1.7,4.742,52.49,0.0476,17.916,0.1994,0.1915,BCC+FCC
4,8.625,13.065,0.0322,0.1609,0.1721,FCC,4,11.7645,0.0322,65.41,18.234,0.0371,0.0617,0.6043,0.2804,FCC,4,1.85,4.865,0.0322,0.1609,0.0506,0.1721,0.2804,0.1359,FCC,4,11.7645,4.865,0.0322,0.1477,0.0617,0.2804,0.2882,FCC,4,9.4837,1.85,4.865,68.52,0.0322,18.234,0.1609,0.0506,FCC
2,8.6265,13.235,0.0329,0.1627,0.1803,FCC,2,12.2237,0.0329,66.085,18.92,0.0369,0.0612,0.6133,0.2912,FCC,2,1.8,4.84,0.0329,0.1627,0.0507,0.1803,0.2912,0.1343,FCC,2,12.2237,4.84,0.0329,0.1522,0.0612,0.2912,0.2911,FCC,2,28.6497,1.8,4.84,66.725,0.0329,18.92,0.1627,0.0507,FCC
4,8.621,13.455,0.0321,0.1637,0.1881,FCC,4,12.482,0.0321,72.36,19.445,0.0361,0.0574,0.5865,0.3248,FCC,4,1.75,4.8,0.0321,0.1637,0.0504,0.1881,0.3248,0.1388,FCC,4,12.482,4.8,0.0321,0.1556,0.0574,0.3248,0.3389,FCC,4,20.6237,1.75,4.8,60.65,0.0321,19.445,0.1637,0.0504,FCC
4,8.2615,12.52,0.0322,0.1304,0.0815,FCC,4,11.6353,0.0322,53.34,15.806,0.0436,0.0681,0.5005,0.2453,FCC,4,1.95,4.79,0.0322,0.1304,0.1034,0.0815,0.2453,0.1263,FCC,4,11.6353,4.79,0.0322,0.1784,0.0681,0.2453,0.2507,FCC,4,5.6927,1.95,4.79,71.06,0.0322,15.806,0.1304,0.1034,FCC
4,8.175,12.515,0.0381,0.1536,0.104,FCC,4,12.6521,0.0381,53.88,17.598,0.0508,0.0689,0.5107,0.2684,FCC,4,1.9,4.755,0.0381,0.1536,0.119,0.104,0.2684,0.124,FCC,4,12.6521,4.755,0.0381,0.2093,0.0689,0.2684,0.2596,FCC,4,6.2841,1.9,4.755,67.685,0.0381,17.598,0.1536,0.119,FCC
4,8.1665,12.395,0.035,0.1474,0.0914,FCC,4,12.377,0.035,53.535,18.78,0.05,0.068,0.4757,0.2933,FCC,4,1.95,4.765,0.035,0.1474,0.1184,0.0914,0.2933,0.1383,FCC,4,12.377,4.765,0.035,0.1997,0.068,0.2933,0.3108,FCC,4,4.398,1.95,4.765,65.2,0.035,18.78,0.1474,0.1184,FCC
4,8.2705,13.08,0.0382,0.1564,0.124,FCC,4,13.0871,0.0382,65,17.0685,0.0503,0.0623,0.5393,0.3147,FCC,4,1.8,4.7475,0.0382,0.1564,0.1192,0.124,0.3147,0.1269,FCC,4,13.0871,4.7475,0.0382,0.2134,0.0623,0.3147,0.3241,FCC,4,39.9756,1.8,4.7475,57.845,0.0382,17.0685,0.1564,0.1192,FCC
1,8.29,15.585,0.0326,0.1099,0.1628,FCC,1,12.9245,0.0326,152.515,13.635,0.0807,0.0852,0.835,0.222,FCC,1,1.85,4.635,0.0326,0.1099,0.0763,0.1628,0.222,0.161,FCC,1,12.9245,4.635,0.0326,0.1631,0.0852,0.222,0.2761,FCC,1,45.3976,1.85,4.635,71.81,0.0326,13.635,0.1099,0.0763,FCC
1,8.3145,15.84,0.0314,0.1055,0.173,FCC,1,12.0349,0.0314,163.77,12.418,0.0874,0.095,0.7826,0.2149,FCC,1,1.95,4.69,0.0314,0.1055,0.0786,0.173,0.2149,0.1783,FCC,1,12.0349,4.69,0.0314,0.1546,0.095,0.2149,0.3002,FCC,1,5.5469,1.95,4.69,73.17,0.0314,12.418,0.1055,0.0786,FCC
4,8.158,15.81,0.0273,0.1018,0.1693,FCC,4,12.5108,0.0273,145.74,15.768,0.0831,0.0817,0.6638,0.2519,FCC,4,1.9,4.56,0.0273,0.1018,0.0752,0.1693,0.2519,0.1941,FCC,4,12.5108,4.56,0.0273,0.1525,0.0817,0.2519,0.3397,FCC,4,106.1894,1.9,4.56,68.98,0.0273,15.768,0.1018,0.0752,FCC
1,8.4065,16.43,0.0298,0.1079,0.1741,FCC,1,12.0349,0.0298,142.02,18.72,0.087,0.0886,0.6601,0.3093,FCC,1,1.85,4.675,0.0298,0.1079,0.0774,0.1741,0.3093,0.2082,FCC,1,12.0349,4.675,0.0298,0.1591,0.0886,0.3093,0.4393,FCC,1,19.6398,1.85,4.675,61.19,0.0298,18.72,0.1079,0.0774,FCC
3,8.1805,13.505,0.0251,0.1225,0.0982,FCC,3,10.4995,0.0251,77.62,20.3005,0.0536,0.0592,0.5103,0.3567,FCC,3,1.9,4.6865,0.0251,0.1225,0.1204,0.0982,0.3567,0.1687,FCC,3,10.4995,4.6865,0.0251,0.1652,0.0592,0.3567,0.4209,FCC,3,15.6297,1.9,4.6865,58.555,0.0251,20.3005,0.1225,0.1204,FCC
1,8.0165,14.39,0.0501,0.1972,0.1436,BCC+FCC,1,11.9058,0.0501,135.9,22.926,0.0906,0.0849,0.8991,0.3915,BCC+FCC,1,1.95,4.807,0.0501,0.1972,0.1945,0.1436,0.3915,0.181,BCC+FCC,1,11.9058,4.807,0.0501,0.2551,0.0849,0.3915,0.4196,BCC+FCC,1,1.4156,1.95,4.807,60.94,0.0501,22.926,0.1972,0.1945,BCC+FCC
3,8.391,12.645,0.0369,0.1849,0.1537,FCC,3,11.4299,0.0369,70.315,21.7055,0.0525,0.0632,0.5295,0.3529,FCC,3,1.95,4.8515,0.0369,0.1849,0.1177,0.1537,0.3529,0.1535,FCC,3,11.4299,4.8515,0.0369,0.1816,0.0632,0.3529,0.3786,FCC,3,2.282,1.95,4.8515,62.695,0.0369,21.7055,0.1849,0.1177,FCC
4,8.2165,12.62,0.03,0.138,0.0527,FCC,4,11.4299,0.03,65.205,21.145,0.0501,0.0639,0.4777,0.3442,FCC,4,2,4.819,0.03,0.138,0.1334,0.0527,0.3442,0.1537,FCC,4,11.4299,4.819,0.03,0.1803,0.0639,0.3442,0.371,FCC,4,2.8108,2,4.819,63.05,0.03,21.145,0.138,0.1334,FCC
1,8.041,15.44,0.0337,0.1375,0.175,FCC,1,12.2933,0.0337,159.495,14.304,0.0906,0.0948,0.7524,0.2546,FCC,1,2,4.6415,0.0337,0.1375,0.1276,0.175,0.2546,0.1905,FCC,1,12.2933,4.6415,0.0337,0.1873,0.0948,0.2546,0.3239,FCC,1,2.6209,2,4.6415,71.885,0.0337,14.304,0.1375,0.1276,FCC
1,7.73,13.25,0.04,0.1828,0.1147,BCC+FCC,1,12.6875,0.04,96.14,22.028,0.0796,0.0766,0.7314,0.3667,BCC+FCC,1,2,4.6645,0.04,0.1828,0.1877,0.1147,0.3667,0.1801,BCC+FCC,1,12.6875,4.6645,0.04,0.2365,0.0766,0.3667,0.381,BCC+FCC,1,1.8384,2,4.6645,64.54,0.04,22.028,0.1828,0.1877,BCC+FCC
2,8.385,12.995,0.027,0.1539,0.1769,FCC,2,10.9586,0.027,77.26,19.75,0.0499,0.0674,0.5279,0.3097,FCC,2,1.95,4.7425,0.027,0.1539,0.0608,0.1769,0.3097,0.1708,FCC,2,10.9586,4.7425,0.027,0.1322,0.0674,0.3097,0.3845,FCC,2,4.077,1.95,4.7425,65.175,0.027,19.75,0.1539,0.0608,FCC
1,7.986,15.07,0.0347,0.1395,0.1935,FCC,1,12.5108,0.0347,159.48,11.416,0.0884,0.0953,0.7498,0.1977,FCC,1,2,4.605,0.0347,0.1395,0.1091,0.1935,0.1977,0.1686,FCC,1,12.5108,4.605,0.0347,0.1948,0.0953,0.1977,0.2783,FCC,1,3.0472,2,4.605,73.69,0.0347,11.416,0.1395,0.1091,FCC
4,8.1695,13.96,0.0231,0.0995,0.1369,FCC,4,11.6353,0.0231,97.5,18.874,0.0669,0.0763,0.5591,0.2979,FCC,4,2,4.67,0.0231,0.0995,0.0887,0.1369,0.2979,0.1892,FCC,4,11.6353,4.67,0.0231,0.1375,0.0763,0.2979,0.4009,FCC,4,5.3959,2,4.67,65.18,0.0231,18.874,0.0995,0.0887,FCC
1,8.033,15.11,0.029,0.1127,0.1679,FCC,1,11.4299,0.029,164.55,5.0405,0.0843,0.0858,0.8107,0.1338,FCC,1,1.9,4.55,0.029,0.1127,0.076,0.1679,0.1338,0.1204,FCC,1,11.4299,4.55,0.029,0.1665,0.0858,0.1338,0.1779,FCC,1,11.2411,1.9,4.55,80.815,0.029,5.0405,0.1127,0.076,FCC
2,10.9965,6.91,0.0413,0.5067,0.1464,BCC,2,10.4995,0.0413,43.44,12.682,0.0973,0.0499,0.3793,0.4876,BCC,2,1.55,4.1465,0.0413,0.5067,0.2945,0.1464,0.4876,0.109,BCC,2,10.4995,4.1465,0.0413,0.1268,0.0499,0.4876,0.388,BCC,2,16.6593,1.55,4.1465,41.96,0.0413,12.682,0.5067,0.2945,BCC
3,7.91,7.1,0.0391,0.4254,0.1599,BCC,3,12.3287,0.0391,42.64,12.2275,0.0926,0.0439,0.3703,0.6595,BCC,3,1.75,4.1485,0.0391,0.4254,0.377,0.1599,0.6595,0.1121,BCC,3,12.3287,4.1485,0.0391,0.1295,0.0439,0.6595,0.4982,BCC,3,117.7892,1.75,4.1485,31.325,0.0391,12.2275,0.4254,0.377,BCC
3,12.636,7.04,0.0409,0.7445,0.1578,BCC,3,11.8937,0.0409,37.48,16.684,0.1048,0.0483,0.3361,0.4079,BCC,3,1.75,4.155,0.0409,0.7445,0.2916,0.1578,0.4079,0.0733,BCC,3,11.8937,4.155,0.0409,0.302,0.0483,0.4079,0.2293,BCC,3,19.8976,1.75,4.155,45.52,0.0409,16.684,0.7445,0.2916,BCC
2,8.5565,6.945,0.0324,0.4736,0.1358,BCC,2,11.2766,0.0324,38.48,11.044,0.1088,0.0429,0.3215,0.4485,BCC,2,1.65,4.144,0.0324,0.4736,0.3042,0.1358,0.4485,0.0704,BCC,2,11.2766,4.144,0.0324,0.2023,0.0429,0.4485,0.3037,BCC,2,57.8022,1.65,4.144,32.345,0.0324,11.044,0.4736,0.3042,BCC
3,10.8595,6.88,0.0361,0.5535,0.132,BCC,3,12.0349,0.0361,38.9,13.0395,0.1059,0.0456,0.3221,0.4342,BCC,3,1.65,4.145,0.0361,0.5535,0.3182,0.132,0.4342,0.0796,BCC,3,12.0349,4.145,0.0361,0.1915,0.0456,0.4342,0.2825,BCC,3,288.6736,1.65,4.145,40.555,0.0361,13.0395,0.5535,0.3182,BCC
2,10.8795,7.06,0.0371,0.4072,0.1332,BCC,2,11.5758,0.0371,45.32,15.456,0.1279,0.0483,0.4291,0.5185,BCC,2,1.55,4.1905,0.0371,0.4072,0.3312,0.1332,0.5185,0.07,BCC,2,11.5758,4.1905,0.0371,0.1231,0.0483,0.5185,0.2409,BCC,2,16.7892,1.55,4.1905,44.11,0.0371,15.456,0.4072,0.3312,BCC
4,8.742,7.39,0.0399,0.4141,0.1542,BCC,4,12.377,0.0399,50.9,12.511,0.1361,0.0503,0.444,0.6449,BCC,4,1.7,4.165,0.0399,0.4141,0.3886,0.1542,0.6449,0.0629,BCC,4,12.377,4.165,0.0399,0.1316,0.0503,0.6449,0.2625,BCC,4,22.6609,1.7,4.165,34.015,0.0399,12.511,0.4141,0.3886,BCC
3,9.308,6.64,0.0444,0.346,0.1538,BCC,3,11.6353,0.0444,52.28,40.126,0.176,0.0483,0.3496,0.54,BCC,3,1.5,4.3775,0.0444,0.346,0.35,0.1538,0.54,0.1121,BCC,3,11.6353,4.3775,0.0444,0.1208,0.0483,0.54,0.2654,BCC,3,10.6341,1.5,4.3775,77.705,0.0444,40.126,0.346,0.35,BCC
4,9.0895,6.965,0.0347,0.4569,0.1311,BCC,4,11.2766,0.0347,38.43,6.9735,0.077,0.0411,0.3269,0.4052,BCC,4,1.95,4.076,0.0347,0.4569,0.4343,0.1311,0.4052,0.0495,BCC,4,11.2766,4.076,0.0347,0.0732,0.0411,0.4052,0.2191,BCC,4,28.6736,1.95,4.076,27.285,0.0347,6.9735,0.4569,0.4343,BCC
4,10.182,7.31,0.0403,0.4503,0.1654,BCC,4,12.8408,0.0403,42.68,12.44,0.0863,0.044,0.4,0.4328,BCC,4,1.75,4.1535,0.0403,0.4503,0.4127,0.1654,0.4328,0.0588,BCC,4,12.8408,4.1535,0.0403,0.1113,0.044,0.4328,0.2213,BCC,4,11.9993,1.75,4.1535,36.05,0.0403,12.44,0.4503,0.4127,BCC
3,9.5345,7.36,0.044,0.485,0.1544,BCC,3,11.9058,0.044,47.33,7.198,0.0884,0.0466,0.3964,0.3677,BCC,3,1.85,4.1075,0.044,0.485,0.4197,0.1544,0.3677,0.0446,BCC,3,11.9058,4.1075,0.044,0.0952,0.0466,0.3677,0.1841,BCC,3,15.1054,1.85,4.1075,30.105,0.044,7.198,0.485,0.4197,BCC
2,8.3815,7.365,0.0418,0.4258,0.164,BCC,2,11.8937,0.0418,43.19,9.5775,0.0782,0.0402,0.3826,0.5038,BCC,2,1.95,4.1365,0.0418,0.4258,0.4982,0.164,0.5038,0.0585,BCC,2,11.8937,4.1365,0.0418,0.086,0.0402,0.5038,0.258,BCC,2,23.5085,1.95,4.1365,28.675,0.0418,9.5775,0.4258,0.4982,BCC
3,7.3445,7.26,0.0412,0.3766,0.1489,BCC,3,12.5825,0.0412,37.96,10.684,0.0926,0.0362,0.3337,0.3725,BCC,3,1.75,4.177,0.0412,0.3766,0.3218,0.1489,0.3725,0.0532,BCC,3,12.5825,4.177,0.0412,0.1113,0.0362,0.3725,0.23,BCC,3,36.7619,1.75,4.177,31.045,0.0412,10.684,0.3766,0.3218,BCC
3,10.045,6.57,0.0391,0.5329,0.1196,BCC,3,12.2525,0.0391,22.99,12.762,0.0948,0.04,0.2084,0.4432,BCC,3,1.9,4.08,0.0391,0.5329,0.377,0.1196,0.4432,0.0667,BCC,3,12.2525,4.08,0.0391,0.1096,0.04,0.4432,0.2521,BCC,3,67.6663,1.9,4.08,34.64,0.0391,12.762,0.5329,0.377,BCC
2,10.932,6.76,0.0399,0.4927,0.1448,BCC,2,13.0871,0.0399,31.1,16.155,0.085,0.0352,0.2692,0.4162,BCC,2,1.8,4.175,0.0399,0.4927,0.4011,0.1448,0.4162,0.0789,BCC,2,13.0871,4.175,0.0399,0.1026,0.0352,0.4162,0.257,BCC,2,27.4081,1.8,4.175,44.75,0.0399,16.155,0.4927,0.4011,BCC
4,8.1125,13.24,0.0348,0.1308,0.0865,FCC,4,13.7759,0.0348,61.095,20.6905,0.0484,0.0621,0.6098,0.3352,FCC,4,1.8,4.749,0.0348,0.1308,0.1702,0.0865,0.3352,0.1657,FCC,4,13.7759,4.749,0.0348,0.2232,0.0621,0.3352,0.3191,FCC,4,206.4445,1.8,4.749,71.315,0.0348,20.6905,0.1308,0.1702,FCC
3,8.1155,13.58,0.0368,0.1364,0.0974,FCC,3,13.7759,0.0368,62.445,22.2625,0.048,0.056,0.6284,0.3623,FCC,3,1.7,4.699,0.0368,0.1364,0.1704,0.0974,0.3623,0.1659,FCC,3,13.7759,4.699,0.0368,0.2311,0.056,0.3623,0.3332,FCC,3,7.6096,1.7,4.699,67.725,0.0368,22.2625,0.1364,0.1704,FCC
2,8.1575,13,0.0323,0.1235,0.0684,FCC,2,13.0175,0.0323,65.41,19.9,0.0489,0.0644,0.6132,0.3272,FCC,2,1.9,4.824,0.0323,0.1235,0.17,0.0684,0.3272,0.1736,FCC,2,13.0175,4.824,0.0323,0.2125,0.0644,0.3272,0.3358,FCC,2,6.23,1.9,4.824,72.85,0.0323,19.9,0.1235,0.17,FCC
3,8.3445,13.7,0.0272,0.1122,0.0801,FCC,3,12.6995,0.0272,73.9,21.436,0.0434,0.0596,0.6784,0.3429,FCC,3,1.9,4.889,0.0272,0.1122,0.1659,0.0801,0.3429,0.1572,FCC,3,12.6995,4.889,0.0272,0.1988,0.0596,0.3429,0.3392,FCC,3,9.9025,1.9,4.889,67.52,0.0272,21.436,0.1122,0.1659,FCC
3,8.19,13.475,0.0288,0.1137,0.0783,FCC,3,13.1708,0.0288,68.275,21.232,0.0425,0.0618,0.5898,0.3418,FCC,3,1.9,4.7915,0.0288,0.1137,0.1673,0.0783,0.3418,0.1619,FCC,3,13.1708,4.7915,0.0288,0.2027,0.0618,0.3418,0.3424,FCC,3,17.3539,1.9,4.7915,67.265,0.0288,21.232,0.1137,0.1673,FCC
